task_id,campaign,L,Vf,rate,seed,burn,measurements,output_dir
244,rigorous,26,4.05,2.0,4226005,500,5000,raw/rigorous/task_0244_L26_V4.05_R2.0_s4226005
245,rigorous,26,4.05,2.0,4226006,500,5000,raw/rigorous/task_0245_L26_V4.05_R2.0_s4226006
246,rigorous,26,4.05,2.0,4226007,500,5000,raw/rigorous/task_0246_L26_V4.05_R2.0_s4226007
247,rigorous,26,4.05,2.0,4226008,500,5000,raw/rigorous/task_0247_L26_V4.05_R2.0_s4226008
248,rigorous,26,4.05,2.0,4226009,500,5000,raw/rigorous/task_0248_L26_V4.05_R2.0_s4226009
249,rigorous,26,4.05,2.0,4226010,500,5000,raw/rigorous/task_0249_L26_V4.05_R2.0_s4226010
250,rigorous,26,4.05,2.0,4226011,500,5000,raw/rigorous/task_0250_L26_V4.05_R2.0_s4226011
251,rigorous,26,4.05,2.0,4226012,500,5000,raw/rigorous/task_0251_L26_V4.05_R2.0_s4226012
252,rigorous,26,4.10,0.5,4226001,500,5000,raw/rigorous/task_0252_L26_V4.10_R0.5_s4226001
253,rigorous,26,4.10,0.5,4226002,500,5000,raw/rigorous/task_0253_L26_V4.10_R0.5_s4226002
254,rigorous,26,4.10,0.5,4226003,500,5000,raw/rigorous/task_0254_L26_V4.10_R0.5_s4226003
255,rigorous,26,4.10,0.5,4226004,500,5000,raw/rigorous/task_0255_L26_V4.10_R0.5_s4226004
256,rigorous,26,4.10,0.5,4226005,500,5000,raw/rigorous/task_0256_L26_V4.10_R0.5_s4226005
257,rigorous,26,4.10,0.5,4226006,500,5000,raw/rigorous/task_0257_L26_V4.10_R0.5_s4226006
258,rigorous,26,4.10,0.5,4226007,500,5000,raw/rigorous/task_0258_L26_V4.10_R0.5_s4226007
259,rigorous,26,4.10,0.5,4226008,500,5000,raw/rigorous/task_0259_L26_V4.10_R0.5_s4226008
260,rigorous,26,4.10,0.5,4226009,500,5000,raw/rigorous/task_0260_L26_V4.10_R0.5_s4226009
261,rigorous,26,4.10,0.5,4226010,500,5000,raw/rigorous/task_0261_L26_V4.10_R0.5_s4226010
262,rigorous,26,4.10,0.5,4226011,500,5000,raw/rigorous/task_0262_L26_V4.10_R0.5_s4226011
263,rigorous,26,4.10,0.5,4226012,500,5000,raw/rigorous/task_0263_L26_V4.10_R0.5_s4226012
264,rigorous,26,4.10,1.0,4226001,500,5000,raw/rigorous/task_0264_L26_V4.10_R1.0_s4226001
265,rigorous,26,4.10,1.0,4226002,500,5000,raw/rigorous/task_0265_L26_V4.10_R1.0_s4226002
266,rigorous,26,4.10,1.0,4226003,500,5000,raw/rigorous/task_0266_L26_V4.10_R1.0_s4226003
267,rigorous,26,4.10,1.0,4226004,500,5000,raw/rigorous/task_0267_L26_V4.10_R1.0_s4226004
268,rigorous,26,4.10,1.0,4226005,500,5000,raw/rigorous/task_0268_L26_V4.10_R1.0_s4226005
269,rigorous,26,4.10,1.0,4226006,500,5000,raw/rigorous/task_0269_L26_V4.10_R1.0_s4226006
270,rigorous,26,4.10,1.0,4226007,500,5000,raw/rigorous/task_0270_L26_V4.10_R1.0_s4226007
271,rigorous,26,4.10,1.0,4226008,500,5000,raw/rigorous/task_0271_L26_V4.10_R1.0_s4226008
272,rigorous,26,4.10,1.0,4226009,500,5000,raw/rigorous/task_0272_L26_V4.10_R1.0_s4226009
273,rigorous,26,4.10,1.0,4226010,500,5000,raw/rigorous/task_0273_L26_V4.10_R1.0_s4226010
274,rigorous,26,4.10,1.0,4226011,500,5000,raw/rigorous/task_0274_L26_V4.10_R1.0_s4226011
275,rigorous,26,4.10,1.0,4226012,500,5000,raw/rigorous/task_0275_L26_V4.10_R1.0_s4226012
276,rigorous,26,4.10,2.0,4226001,500,5000,raw/rigorous/task_0276_L26_V4.10_R2.0_s4226001
277,rigorous,26,4.10,2.0,4226002,500,5000,raw/rigorous/task_0277_L26_V4.10_R2.0_s4226002
278,rigorous,26,4.10,2.0,4226003,500,5000,raw/rigorous/task_0278_L26_V4.10_R2.0_s4226003
279,rigorous,26,4.10,2.0,4226004,500,5000,raw/rigorous/task_0279_L26_V4.10_R2.0_s4226004
280,rigorous,26,4.10,2.0,4226005,500,5000,raw/rigorous/task_0280_L26_V4.10_R2.0_s4226005
281,rigorous,26,4.10,2.0,4226006,500,5000,raw/rigorous/task_0281_L26_V4.10_R2.0_s4226006
282,rigorous,26,4.10,2.0,4226007,500,5000,raw/rigorous/task_0282_L26_V4.10_R2.0_s4226007
283,rigorous,26,4.10,2.0,4226008,500,5000,raw/rigorous/task_0283_L26_V4.10_R2.0_s4226008
284,rigorous,26,4.10,2.0,4226009,500,5000,raw/rigorous/task_0284_L26_V4.10_R2.0_s4226009
285,rigorous,26,4.10,2.0,4226010,500,5000,raw/rigorous/task_0285_L26_V4.10_R2.0_s4226010
286,rigorous,26,4.10,2.0,4226011,500,5000,raw/rigorous/task_0286_L26_V4.10_R2.0_s4226011
287,rigorous,26,4.10,2.0,4226012,500,5000,raw/rigorous/task_0287_L26_V4.10_R2.0_s4226012
288,rigorous,26,4.15,0.5,4226001,500,5000,raw/rigorous/task_0288_L26_V4.15_R0.5_s4226001
289,rigorous,26,4.15,0.5,4226002,500,5000,raw/rigorous/task_0289_L26_V4.15_R0.5_s4226002
290,rigorous,26,4.15,0.5,4226003,500,5000,raw/rigorous/task_0290_L26_V4.15_R0.5_s4226003
291,rigorous,26,4.15,0.5,4226004,500,5000,raw/rigorous/task_0291_L26_V4.15_R0.5_s4226004
292,rigorous,26,4.15,0.5,4226005,500,5000,raw/rigorous/task_0292_L26_V4.15_R0.5_s4226005
293,rigorous,26,4.15,0.5,4226006,500,5000,raw/rigorous/task_0293_L26_V4.15_R0.5_s4226006
294,rigorous,26,4.15,0.5,4226007,500,5000,raw/rigorous/task_0294_L26_V4.15_R0.5_s4226007
295,rigorous,26,4.15,0.5,4226008,500,5000,raw/rigorous/task_0295_L26_V4.15_R0.5_s4226008
296,rigorous,26,4.15,0.5,4226009,500,5000,raw/rigorous/task_0296_L26_V4.15_R0.5_s4226009
297,rigorous,26,4.15,0.5,4226010,500,5000,raw/rigorous/task_0297_L26_V4.15_R0.5_s4226010
298,rigorous,26,4.15,0.5,4226011,500,5000,raw/rigorous/task_0298_L26_V4.15_R0.5_s4226011
299,rigorous,26,4.15,0.5,4226012,500,5000,raw/rigorous/task_0299_L26_V4.15_R0.5_s4226012
300,rigorous,26,4.15,1.0,4226001,500,5000,raw/rigorous/task_0300_L26_V4.15_R1.0_s4226001
301,rigorous,26,4.15,1.0,4226002,500,5000,raw/rigorous/task_0301_L26_V4.15_R1.0_s4226002
302,rigorous,26,4.15,1.0,4226003,500,5000,raw/rigorous/task_0302_L26_V4.15_R1.0_s4226003
303,rigorous,26,4.15,1.0,4226004,500,5000,raw/rigorous/task_0303_L26_V4.15_R1.0_s4226004
304,rigorous,26,4.15,1.0,4226005,500,5000,raw/rigorous/task_0304_L26_V4.15_R1.0_s4226005
305,rigorous,26,4.15,1.0,4226006,500,5000,raw/rigorous/task_0305_L26_V4.15_R1.0_s4226006
306,rigorous,26,4.15,1.0,4226007,500,5000,raw/rigorous/task_0306_L26_V4.15_R1.0_s4226007
307,rigorous,26,4.15,1.0,4226008,500,5000,raw/rigorous/task_0307_L26_V4.15_R1.0_s4226008
308,rigorous,26,4.15,1.0,4226009,500,5000,raw/rigorous/task_0308_L26_V4.15_R1.0_s4226009
309,rigorous,26,4.15,1.0,4226010,500,5000,raw/rigorous/task_0309_L26_V4.15_R1.0_s4226010
310,rigorous,26,4.15,1.0,4226011,500,5000,raw/rigorous/task_0310_L26_V4.15_R1.0_s4226011
311,rigorous,26,4.15,1.0,4226012,500,5000,raw/rigorous/task_0311_L26_V4.15_R1.0_s4226012
312,rigorous,26,4.15,2.0,4226001,500,5000,raw/rigorous/task_0312_L26_V4.15_R2.0_s4226001
313,rigorous,26,4.15,2.0,4226002,500,5000,raw/rigorous/task_0313_L26_V4.15_R2.0_s4226002
314,rigorous,26,4.15,2.0,4226003,500,5000,raw/rigorous/task_0314_L26_V4.15_R2.0_s4226003
315,rigorous,26,4.15,2.0,4226004,500,5000,raw/rigorous/task_0315_L26_V4.15_R2.0_s4226004
316,rigorous,26,4.15,2.0,4226005,500,5000,raw/rigorous/task_0316_L26_V4.15_R2.0_s4226005
317,rigorous,26,4.15,2.0,4226006,500,5000,raw/rigorous/task_0317_L26_V4.15_R2.0_s4226006
318,rigorous,26,4.15,2.0,4226007,500,5000,raw/rigorous/task_0318_L26_V4.15_R2.0_s4226007
319,rigorous,26,4.15,2.0,4226008,500,5000,raw/rigorous/task_0319_L26_V4.15_R2.0_s4226008
320,rigorous,26,4.15,2.0,4226009,500,5000,raw/rigorous/task_0320_L26_V4.15_R2.0_s4226009
321,rigorous,26,4.15,2.0,4226010,500,5000,raw/rigorous/task_0321_L26_V4.15_R2.0_s4226010
322,rigorous,26,4.15,2.0,4226011,500,5000,raw/rigorous/task_0322_L26_V4.15_R2.0_s4226011
323,rigorous,26,4.15,2.0,4226012,500,5000,raw/rigorous/task_0323_L26_V4.15_R2.0_s4226012
324,rigorous,26,4.20,0.5,4226001,500,5000,raw/rigorous/task_0324_L26_V4.20_R0.5_s4226001
325,rigorous,26,4.20,0.5,4226002,500,5000,raw/rigorous/task_0325_L26_V4.20_R0.5_s4226002
326,rigorous,26,4.20,0.5,4226003,500,5000,raw/rigorous/task_0326_L26_V4.20_R0.5_s4226003
327,rigorous,26,4.20,0.5,4226004,500,5000,raw/rigorous/task_0327_L26_V4.20_R0.5_s4226004
328,rigorous,26,4.20,0.5,4226005,500,5000,raw/rigorous/task_0328_L26_V4.20_R0.5_s4226005
329,rigorous,26,4.20,0.5,4226006,500,5000,raw/rigorous/task_0329_L26_V4.20_R0.5_s4226006
330,rigorous,26,4.20,0.5,4226007,500,5000,raw/rigorous/task_0330_L26_V4.20_R0.5_s4226007
331,rigorous,26,4.20,0.5,4226008,500,5000,raw/rigorous/task_0331_L26_V4.20_R0.5_s4226008
332,rigorous,26,4.20,0.5,4226009,500,5000,raw/rigorous/task_0332_L26_V4.20_R0.5_s4226009
333,rigorous,26,4.20,0.5,4226010,500,5000,raw/rigorous/task_0333_L26_V4.20_R0.5_s4226010
334,rigorous,26,4.20,0.5,4226011,500,5000,raw/rigorous/task_0334_L26_V4.20_R0.5_s4226011
335,rigorous,26,4.20,0.5,4226012,500,5000,raw/rigorous/task_0335_L26_V4.20_R0.5_s4226012
336,rigorous,26,4.20,1.0,4226001,500,5000,raw/rigorous/task_0336_L26_V4.20_R1.0_s4226001
337,rigorous,26,4.20,1.0,4226002,500,5000,raw/rigorous/task_0337_L26_V4.20_R1.0_s4226002
338,rigorous,26,4.20,1.0,4226003,500,5000,raw/rigorous/task_0338_L26_V4.20_R1.0_s4226003
339,rigorous,26,4.20,1.0,4226004,500,5000,raw/rigorous/task_0339_L26_V4.20_R1.0_s4226004
340,rigorous,26,4.20,1.0,4226005,500,5000,raw/rigorous/task_0340_L26_V4.20_R1.0_s4226005
341,rigorous,26,4.20,1.0,4226006,500,5000,raw/rigorous/task_0341_L26_V4.20_R1.0_s4226006
342,rigorous,26,4.20,1.0,4226007,500,5000,raw/rigorous/task_0342_L26_V4.20_R1.0_s4226007
343,rigorous,26,4.20,1.0,4226008,500,5000,raw/rigorous/task_0343_L26_V4.20_R1.0_s4226008
344,rigorous,26,4.20,1.0,4226009,500,5000,raw/rigorous/task_0344_L26_V4.20_R1.0_s4226009
345,rigorous,26,4.20,1.0,4226010,500,5000,raw/rigorous/task_0345_L26_V4.20_R1.0_s4226010
346,rigorous,26,4.20,1.0,4226011,500,5000,raw/rigorous/task_0346_L26_V4.20_R1.0_s4226011
347,rigorous,26,4.20,1.0,4226012,500,5000,raw/rigorous/task_0347_L26_V4.20_R1.0_s4226012
348,rigorous,26,4.20,2.0,4226001,500,5000,raw/rigorous/task_0348_L26_V4.20_R2.0_s4226001
349,rigorous,26,4.20,2.0,4226002,500,5000,raw/rigorous/task_0349_L26_V4.20_R2.0_s4226002
350,rigorous,26,4.20,2.0,4226003,500,5000,raw/rigorous/task_0350_L26_V4.20_R2.0_s4226003
351,rigorous,26,4.20,2.0,4226004,500,5000,raw/rigorous/task_0351_L26_V4.20_R2.0_s4226004
352,rigorous,26,4.20,2.0,4226005,500,5000,raw/rigorous/task_0352_L26_V4.20_R2.0_s4226005
353,rigorous,26,4.20,2.0,4226006,500,5000,raw/rigorous/task_0353_L26_V4.20_R2.0_s4226006
354,rigorous,26,4.20,2.0,4226007,500,5000,raw/rigorous/task_0354_L26_V4.20_R2.0_s4226007
355,rigorous,26,4.20,2.0,4226008,500,5000,raw/rigorous/task_0355_L26_V4.20_R2.0_s4226008
356,rigorous,26,4.20,2.0,4226009,500,5000,raw/rigorous/task_0356_L26_V4.20_R2.0_s4226009
357,rigorous,26,4.20,2.0,4226010,500,5000,raw/rigorous/task_0357_L26_V4.20_R2.0_s4226010
358,rigorous,26,4.20,2.0,4226011,500,5000,raw/rigorous/task_0358_L26_V4.20_R2.0_s4226011
359,rigorous,26,4.20,2.0,4226012,500,5000,raw/rigorous/task_0359_L26_V4.20_R2.0_s4226012
360,rigorous,26,4.25,0.5,4226001,500,5000,raw/rigorous/task_0360_L26_V4.25_R0.5_s4226001
361,rigorous,26,4.25,0.5,4226002,500,5000,raw/rigorous/task_0361_L26_V4.25_R0.5_s4226002
362,rigorous,26,4.25,0.5,4226003,500,5000,raw/rigorous/task_0362_L26_V4.25_R0.5_s4226003
363,rigorous,26,4.25,0.5,4226004,500,5000,raw/rigorous/task_0363_L26_V4.25_R0.5_s4226004
364,rigorous,26,4.25,0.5,4226005,500,5000,raw/rigorous/task_0364_L26_V4.25_R0.5_s4226005
365,rigorous,26,4.25,0.5,4226006,500,5000,raw/rigorous/task_0365_L26_V4.25_R0.5_s4226006
366,rigorous,26,4.25,0.5,4226007,500,5000,raw/rigorous/task_0366_L26_V4.25_R0.5_s4226007
367,rigorous,26,4.25,0.5,4226008,500,5000,raw/rigorous/task_0367_L26_V4.25_R0.5_s4226008
368,rigorous,26,4.25,0.5,4226009,500,5000,raw/rigorous/task_0368_L26_V4.25_R0.5_s4226009
369,rigorous,26,4.25,0.5,4226010,500,5000,raw/rigorous/task_0369_L26_V4.25_R0.5_s4226010
370,rigorous,26,4.25,0.5,4226011,500,5000,raw/rigorous/task_0370_L26_V4.25_R0.5_s4226011
371,rigorous,26,4.25,0.5,4226012,500,5000,raw/rigorous/task_0371_L26_V4.25_R0.5_s4226012
372,rigorous,26,4.25,1.0,4226001,500,5000,raw/rigorous/task_0372_L26_V4.25_R1.0_s4226001
373,rigorous,26,4.25,1.0,4226002,500,5000,raw/rigorous/task_0373_L26_V4.25_R1.0_s4226002
374,rigorous,26,4.25,1.0,4226003,500,5000,raw/rigorous/task_0374_L26_V4.25_R1.0_s4226003
375,rigorous,26,4.25,1.0,4226004,500,5000,raw/rigorous/task_0375_L26_V4.25_R1.0_s4226004
376,rigorous,26,4.25,1.0,4226005,500,5000,raw/rigorous/task_0376_L26_V4.25_R1.0_s4226005
377,rigorous,26,4.25,1.0,4226006,500,5000,raw/rigorous/task_0377_L26_V4.25_R1.0_s4226006
378,rigorous,26,4.25,1.0,4226007,500,5000,raw/rigorous/task_0378_L26_V4.25_R1.0_s4226007
379,rigorous,26,4.25,1.0,4226008,500,5000,raw/rigorous/task_0379_L26_V4.25_R1.0_s4226008
380,rigorous,26,4.25,1.0,4226009,500,5000,raw/rigorous/task_0380_L26_V4.25_R1.0_s4226009
381,rigorous,26,4.25,1.0,4226010,500,5000,raw/rigorous/task_0381_L26_V4.25_R1.0_s4226010
382,rigorous,26,4.25,1.0,4226011,500,5000,raw/rigorous/task_0382_L26_V4.25_R1.0_s4226011
383,rigorous,26,4.25,1.0,4226012,500,5000,raw/rigorous/task_0383_L26_V4.25_R1.0_s4226012
384,rigorous,26,4.25,2.0,4226001,500,5000,raw/rigorous/task_0384_L26_V4.25_R2.0_s4226001
385,rigorous,26,4.25,2.0,4226002,500,5000,raw/rigorous/task_0385_L26_V4.25_R2.0_s4226002
386,rigorous,26,4.25,2.0,4226003,500,5000,raw/rigorous/task_0386_L26_V4.25_R2.0_s4226003
387,rigorous,26,4.25,2.0,4226004,500,5000,raw/rigorous/task_0387_L26_V4.25_R2.0_s4226004
388,rigorous,26,4.25,2.0,4226005,500,5000,raw/rigorous/task_0388_L26_V4.25_R2.0_s4226005
389,rigorous,26,4.25,2.0,4226006,500,5000,raw/rigorous/task_0389_L26_V4.25_R2.0_s4226006
390,rigorous,26,4.25,2.0,4226007,500,5000,raw/rigorous/task_0390_L26_V4.25_R2.0_s4226007
391,rigorous,26,4.25,2.0,4226008,500,5000,raw/rigorous/task_0391_L26_V4.25_R2.0_s4226008
392,rigorous,26,4.25,2.0,4226009,500,5000,raw/rigorous/task_0392_L26_V4.25_R2.0_s4226009
393,rigorous,26,4.25,2.0,4226010,500,5000,raw/rigorous/task_0393_L26_V4.25_R2.0_s4226010
394,rigorous,26,4.25,2.0,4226011,500,5000,raw/rigorous/task_0394_L26_V4.25_R2.0_s4226011
395,rigorous,26,4.25,2.0,4226012,500,5000,raw/rigorous/task_0395_L26_V4.25_R2.0_s4226012
396,rigorous,34,3.75,0.5,4234001,500,5000,raw/rigorous/task_0396_L34_V3.75_R0.5_s4234001
397,rigorous,34,3.75,0.5,4234002,500,5000,raw/rigorous/task_0397_L34_V3.75_R0.5_s4234002
398,rigorous,34,3.75,0.5,4234003,500,5000,raw/rigorous/task_0398_L34_V3.75_R0.5_s4234003
399,rigorous,34,3.75,0.5,4234004,500,5000,raw/rigorous/task_0399_L34_V3.75_R0.5_s4234004
400,rigorous,34,3.75,0.5,4234005,500,5000,raw/rigorous/task_0400_L34_V3.75_R0.5_s4234005
401,rigorous,34,3.75,0.5,4234006,500,5000,raw/rigorous/task_0401_L34_V3.75_R0.5_s4234006
402,rigorous,34,3.75,0.5,4234007,500,5000,raw/rigorous/task_0402_L34_V3.75_R0.5_s4234007
403,rigorous,34,3.75,0.5,4234008,500,5000,raw/rigorous/task_0403_L34_V3.75_R0.5_s4234008
404,rigorous,34,3.75,0.5,4234009,500,5000,raw/rigorous/task_0404_L34_V3.75_R0.5_s4234009
405,rigorous,34,3.75,0.5,4234010,500,5000,raw/rigorous/task_0405_L34_V3.75_R0.5_s4234010
406,rigorous,34,3.75,0.5,4234011,500,5000,raw/rigorous/task_0406_L34_V3.75_R0.5_s4234011
407,rigorous,34,3.75,0.5,4234012,500,5000,raw/rigorous/task_0407_L34_V3.75_R0.5_s4234012
408,rigorous,34,3.75,1.0,4234001,500,5000,raw/rigorous/task_0408_L34_V3.75_R1.0_s4234001
409,rigorous,34,3.75,1.0,4234002,500,5000,raw/rigorous/task_0409_L34_V3.75_R1.0_s4234002
410,rigorous,34,3.75,1.0,4234003,500,5000,raw/rigorous/task_0410_L34_V3.75_R1.0_s4234003
411,rigorous,34,3.75,1.0,4234004,500,5000,raw/rigorous/task_0411_L34_V3.75_R1.0_s4234004
412,rigorous,34,3.75,1.0,4234005,500,5000,raw/rigorous/task_0412_L34_V3.75_R1.0_s4234005
413,rigorous,34,3.75,1.0,4234006,500,5000,raw/rigorous/task_0413_L34_V3.75_R1.0_s4234006
414,rigorous,34,3.75,1.0,4234007,500,5000,raw/rigorous/task_0414_L34_V3.75_R1.0_s4234007
415,rigorous,34,3.75,1.0,4234008,500,5000,raw/rigorous/task_0415_L34_V3.75_R1.0_s4234008
416,rigorous,34,3.75,1.0,4234009,500,5000,raw/rigorous/task_0416_L34_V3.75_R1.0_s4234009
417,rigorous,34,3.75,1.0,4234010,500,5000,raw/rigorous/task_0417_L34_V3.75_R1.0_s4234010
418,rigorous,34,3.75,1.0,4234011,500,5000,raw/rigorous/task_0418_L34_V3.75_R1.0_s4234011
419,rigorous,34,3.75,1.0,4234012,500,5000,raw/rigorous/task_0419_L34_V3.75_R1.0_s4234012
420,rigorous,34,3.75,2.0,4234001,500,5000,raw/rigorous/task_0420_L34_V3.75_R2.0_s4234001
421,rigorous,34,3.75,2.0,4234002,500,5000,raw/rigorous/task_0421_L34_V3.75_R2.0_s4234002
422,rigorous,34,3.75,2.0,4234003,500,5000,raw/rigorous/task_0422_L34_V3.75_R2.0_s4234003
423,rigorous,34,3.75,2.0,4234004,500,5000,raw/rigorous/task_0423_L34_V3.75_R2.0_s4234004
424,rigorous,34,3.75,2.0,4234005,500,5000,raw/rigorous/task_0424_L34_V3.75_R2.0_s4234005
425,rigorous,34,3.75,2.0,4234006,500,5000,raw/rigorous/task_0425_L34_V3.75_R2.0_s4234006
426,rigorous,34,3.75,2.0,4234007,500,5000,raw/rigorous/task_0426_L34_V3.75_R2.0_s4234007
427,rigorous,34,3.75,2.0,4234008,500,5000,raw/rigorous/task_0427_L34_V3.75_R2.0_s4234008
428,rigorous,34,3.75,2.0,4234009,500,5000,raw/rigorous/task_0428_L34_V3.75_R2.0_s4234009
429,rigorous,34,3.75,2.0,4234010,500,5000,raw/rigorous/task_0429_L34_V3.75_R2.0_s4234010
430,rigorous,34,3.75,2.0,4234011,500,5000,raw/rigorous/task_0430_L34_V3.75_R2.0_s4234011
431,rigorous,34,3.75,2.0,4234012,500,5000,raw/rigorous/task_0431_L34_V3.75_R2.0_s4234012
432,rigorous,34,3.80,0.5,4234001,500,5000,raw/rigorous/task_0432_L34_V3.80_R0.5_s4234001
433,rigorous,34,3.80,0.5,4234002,500,5000,raw/rigorous/task_0433_L34_V3.80_R0.5_s4234002
434,rigorous,34,3.80,0.5,4234003,500,5000,raw/rigorous/task_0434_L34_V3.80_R0.5_s4234003
435,rigorous,34,3.80,0.5,4234004,500,5000,raw/rigorous/task_0435_L34_V3.80_R0.5_s4234004
436,rigorous,34,3.80,0.5,4234005,500,5000,raw/rigorous/task_0436_L34_V3.80_R0.5_s4234005
437,rigorous,34,3.80,0.5,4234006,500,5000,raw/rigorous/task_0437_L34_V3.80_R0.5_s4234006
438,rigorous,34,3.80,0.5,4234007,500,5000,raw/rigorous/task_0438_L34_V3.80_R0.5_s4234007
439,rigorous,34,3.80,0.5,4234008,500,5000,raw/rigorous/task_0439_L34_V3.80_R0.5_s4234008
440,rigorous,34,3.80,0.5,4234009,500,5000,raw/rigorous/task_0440_L34_V3.80_R0.5_s4234009
441,rigorous,34,3.80,0.5,4234010,500,5000,raw/rigorous/task_0441_L34_V3.80_R0.5_s4234010
442,rigorous,34,3.80,0.5,4234011,500,5000,raw/rigorous/task_0442_L34_V3.80_R0.5_s4234011
443,rigorous,34,3.80,0.5,4234012,500,5000,raw/rigorous/task_0443_L34_V3.80_R0.5_s4234012
444,rigorous,34,3.80,1.0,4234001,500,5000,raw/rigorous/task_0444_L34_V3.80_R1.0_s4234001
445,rigorous,34,3.80,1.0,4234002,500,5000,raw/rigorous/task_0445_L34_V3.80_R1.0_s4234002
446,rigorous,34,3.80,1.0,4234003,500,5000,raw/rigorous/task_0446_L34_V3.80_R1.0_s4234003
447,rigorous,34,3.80,1.0,4234004,500,5000,raw/rigorous/task_0447_L34_V3.80_R1.0_s4234004
448,rigorous,34,3.80,1.0,4234005,500,5000,raw/rigorous/task_0448_L34_V3.80_R1.0_s4234005
449,rigorous,34,3.80,1.0,4234006,500,5000,raw/rigorous/task_0449_L34_V3.80_R1.0_s4234006
450,rigorous,34,3.80,1.0,4234007,500,5000,raw/rigorous/task_0450_L34_V3.80_R1.0_s4234007
451,rigorous,34,3.80,1.0,4234008,500,5000,raw/rigorous/task_0451_L34_V3.80_R1.0_s4234008
452,rigorous,34,3.80,1.0,4234009,500,5000,raw/rigorous/task_0452_L34_V3.80_R1.0_s4234009
453,rigorous,34,3.80,1.0,4234010,500,5000,raw/rigorous/task_0453_L34_V3.80_R1.0_s4234010
454,rigorous,34,3.80,1.0,4234011,500,5000,raw/rigorous/task_0454_L34_V3.80_R1.0_s4234011
455,rigorous,34,3.80,1.0,4234012,500,5000,raw/rigorous/task_0455_L34_V3.80_R1.0_s4234012
456,rigorous,34,3.80,2.0,4234001,500,5000,raw/rigorous/task_0456_L34_V3.80_R2.0_s4234001
457,rigorous,34,3.80,2.0,4234002,500,5000,raw/rigorous/task_0457_L34_V3.80_R2.0_s4234002
458,rigorous,34,3.80,2.0,4234003,500,5000,raw/rigorous/task_0458_L34_V3.80_R2.0_s4234003
459,rigorous,34,3.80,2.0,4234004,500,5000,raw/rigorous/task_0459_L34_V3.80_R2.0_s4234004
460,rigorous,34,3.80,2.0,4234005,500,5000,raw/rigorous/task_0460_L34_V3.80_R2.0_s4234005
461,rigorous,34,3.80,2.0,4234006,500,5000,raw/rigorous/task_0461_L34_V3.80_R2.0_s4234006
462,rigorous,34,3.80,2.0,4234007,500,5000,raw/rigorous/task_0462_L34_V3.80_R2.0_s4234007
463,rigorous,34,3.80,2.0,4234008,500,5000,raw/rigorous/task_0463_L34_V3.80_R2.0_s4234008
464,rigorous,34,3.80,2.0,4234009,500,5000,raw/rigorous/task_0464_L34_V3.80_R2.0_s4234009
465,rigorous,34,3.80,2.0,4234010,500,5000,raw/rigorous/task_0465_L34_V3.80_R2.0_s4234010
466,rigorous,34,3.80,2.0,4234011,500,5000,raw/rigorous/task_0466_L34_V3.80_R2.0_s4234011
467,rigorous,34,3.80,2.0,4234012,500,5000,raw/rigorous/task_0467_L34_V3.80_R2.0_s4234012
468,rigorous,34,3.85,0.5,4234001,500,5000,raw/rigorous/task_0468_L34_V3.85_R0.5_s4234001
469,rigorous,34,3.85,0.5,4234002,500,5000,raw/rigorous/task_0469_L34_V3.85_R0.5_s4234002
470,rigorous,34,3.85,0.5,4234003,500,5000,raw/rigorous/task_0470_L34_V3.85_R0.5_s4234003
471,rigorous,34,3.85,0.5,4234004,500,5000,raw/rigorous/task_0471_L34_V3.85_R0.5_s4234004
472,rigorous,34,3.85,0.5,4234005,500,5000,raw/rigorous/task_0472_L34_V3.85_R0.5_s4234005
473,rigorous,34,3.85,0.5,4234006,500,5000,raw/rigorous/task_0473_L34_V3.85_R0.5_s4234006
474,rigorous,34,3.85,0.5,4234007,500,5000,raw/rigorous/task_0474_L34_V3.85_R0.5_s4234007
475,rigorous,34,3.85,0.5,4234008,500,5000,raw/rigorous/task_0475_L34_V3.85_R0.5_s4234008
476,rigorous,34,3.85,0.5,4234009,500,5000,raw/rigorous/task_0476_L34_V3.85_R0.5_s4234009
477,rigorous,34,3.85,0.5,4234010,500,5000,raw/rigorous/task_0477_L34_V3.85_R0.5_s4234010
478,rigorous,34,3.85,0.5,4234011,500,5000,raw/rigorous/task_0478_L34_V3.85_R0.5_s4234011
479,rigorous,34,3.85,0.5,4234012,500,5000,raw/rigorous/task_0479_L34_V3.85_R0.5_s4234012
480,rigorous,34,3.85,1.0,4234001,500,5000,raw/rigorous/task_0480_L34_V3.85_R1.0_s4234001
481,rigorous,34,3.85,1.0,4234002,500,5000,raw/rigorous/task_0481_L34_V3.85_R1.0_s4234002
482,rigorous,34,3.85,1.0,4234003,500,5000,raw/rigorous/task_0482_L34_V3.85_R1.0_s4234003
483,rigorous,34,3.85,1.0,4234004,500,5000,raw/rigorous/task_0483_L34_V3.85_R1.0_s4234004
484,rigorous,34,3.85,1.0,4234005,500,5000,raw/rigorous/task_0484_L34_V3.85_R1.0_s4234005
485,rigorous,34,3.85,1.0,4234006,500,5000,raw/rigorous/task_0485_L34_V3.85_R1.0_s4234006
486,rigorous,34,3.85,1.0,4234007,500,5000,raw/rigorous/task_0486_L34_V3.85_R1.0_s4234007
487,rigorous,34,3.85,1.0,4234008,500,5000,raw/rigorous/task_0487_L34_V3.85_R1.0_s4234008
488,rigorous,34,3.85,1.0,4234009,500,5000,raw/rigorous/task_0488_L34_V3.85_R1.0_s4234009
