proposal,branch,index,block_boundary,stale_injected,uniform,new_ratio_real,new_ratio_imag,phase3e_ratio_real,phase3e_ratio_imag,legacy_ratio_real,legacy_ratio_imag,ratio_error_phase3e,ratio_error_legacy,z2_new,z2_phase3e,z2_legacy,status_match,precision_match,decision_new,decision_phase3e,decision_legacy,pre_residual_new,pre_residual_legacy,post_residual_new,post_residual_legacy,restore_count,saved_factors,legacy_fallbacks,status
251,bra,98,0,0,0.43755444676000904,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
252,ket,36,0,0,0.44236431690163763,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
253,bra,95,0,0,0.68008840790693048,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
254,bra,120,1,0,0.085924884945182661,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
255,bra,114,0,0,0.12148687355433226,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,224,0,PASS
256,ket,0,1,0,0.8504350133196934,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,16,0,PASS
257,bra,75,0,1,0.0052078043275832842,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
258,ket,0,1,0,0.36153360029301423,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
259,ket,16,1,0,0.34840631170298725,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,208,0,PASS
260,ket,28,0,0,0.72434642424789775,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
261,bra,119,0,0,0.11173721352804404,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
262,ket,8,1,0,0.40515362511092295,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
263,ket,21,0,0,0.69499007892505915,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
264,ket,56,1,0,0.42646565446472207,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
265,bra,99,0,0,0.16725450816907336,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
266,ket,16,1,0,0.3811949841942901,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
267,bra,121,0,0,0.4022132989782784,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,32,0,PASS
268,ket,20,0,0,0.77432588433274807,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,32,0,PASS
269,bra,79,0,0,0.022968659602613292,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
270,ket,24,1,0,0.56372266793342374,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
271,ket,0,1,0,0.33727933576723901,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,192,0,PASS
272,ket,48,1,0,0.83690318157640931,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,144,0,PASS
273,bra,123,0,0,0.14235020630285275,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
274,ket,32,1,0,0.77092419779043919,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
275,ket,58,0,0,0.35171926682690197,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
276,ket,12,0,0,0.24123614408741473,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
277,bra,103,0,0,0.44974016030571839,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
278,ket,40,1,0,0.6527576692110838,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
279,bra,93,0,0,0.90000000000000002,0.09960079893439916,6.708203932499369e-172,0.09960079893439916,6.708203932499369e-172,0.09960079893439916,4.9999999999999999e-172,0,1.7150504320999038e-171,1,1,1,1,1,0,0,0,0,0,0,0,4,144,0,PASS
280,ket,40,1,0,0.17248832679891415,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
281,bra,83,0,0,0.31445406144854571,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
282,ket,48,1,0,0.91220272365657973,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
283,ket,49,0,0,0.69583164493495897,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
284,ket,4,0,0,0.21793083651666303,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,144,0,PASS
285,bra,127,0,0,0.97058252301428938,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
286,ket,56,1,0,0.98898812626725774,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
287,bra,98,0,0,0.12385084300403894,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
288,ket,32,1,0,0.36073727063333511,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
289,bra,107,0,0,0.62176479271141361,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
290,bra,64,1,0,0.66427191362261717,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
291,ket,36,0,0,0.61946194830348622,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
292,ket,60,0,0,0.29407953521634622,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
293,bra,87,0,0,0.41115848318082443,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
294,bra,72,1,0,0.9666419955476625,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
295,ket,27,0,0,0.6005017754529669,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
296,ket,24,1,0,0.85243934915255992,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
297,bra,67,0,0,0.84871343424316237,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
298,bra,80,1,0,0.72678390715893815,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
299,ket,28,0,0,0.077446975877472166,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
300,ket,52,0,0,0.78599961738150892,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
301,bra,111,0,0,0.034596163359968131,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
302,bra,88,1,0,0.90694978334995147,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
303,ket,40,1,0,0.11716870811912578,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
304,ket,16,1,0,0.4843405199803979,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
305,bra,91,0,0,0.42552602606775786,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
306,bra,96,1,0,0.69934920634838205,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
307,ket,50,0,0,0.39728714032087437,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
308,ket,44,0,0,0.84613160507736818,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
309,bra,71,0,0,0.60402280181341395,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
310,bra,104,1,0,0.90000000000000002,0.10040080106773419,4.7434164902525688e-172,0.10040080106773419,4.7434164902525688e-172,0.10040080106773419,4.7434164902525688e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,160,0,PASS
311,bra,114,0,0,0.89340198493482315,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
312,ket,8,1,0,0.82977074457334699,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
313,bra,115,0,0,0.79571860755669754,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
314,bra,112,1,0,0.63875541274573688,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
315,ket,13,0,0,0.40887489307278885,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
316,ket,36,0,0,0.26571273488065394,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
317,bra,95,0,0,0.66896486593398796,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
318,bra,120,1,0,0.4235114471476723,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
319,bra,87,0,0,0.034751474133710936,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,160,0,PASS
320,ket,0,1,0,0.58390453953709798,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
321,bra,75,0,0,0.90944565248330511,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
322,ket,0,1,0,0.25654996936404462,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
323,bra,91,0,0,0.58108441821798273,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
324,ket,28,0,0,0.0069935407056496354,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
325,bra,119,0,0,0.48055775572644177,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
326,ket,8,1,0,0.42377607481980956,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
327,ket,23,0,0,0.072056616707871446,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
328,ket,56,1,0,0.7564356794824586,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
329,bra,99,0,0,0.53104698125726002,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
330,ket,16,1,0,0.93975875763051586,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
331,ket,0,1,0,0.79890645523090698,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,208,0,PASS
332,ket,20,0,0,0.97274942943440401,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,208,0,PASS
333,bra,79,0,0,0.378817193121954,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
334,ket,24,1,0,0.309068708791917,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
335,ket,37,0,0,0.48490795587069335,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
336,ket,48,1,0,0.029677249035293844,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
337,bra,123,0,0,0.32412182982860521,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
338,ket,32,1,0,0.76097736775837321,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
339,bra,75,0,0,0.1545657264571299,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
340,ket,12,0,0,0.2015820950425391,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
341,bra,103,0,0,0.90000000000000002,0.09960079893439916,6.2849025449882671e-172,0.09960079893439916,6.2849025449882671e-172,0.09960079893439916,6.3245553203367592e-172,0,3.9811704095475094e-173,1,1,1,1,1,0,0,0,0,0,0,0,4,64,0,PASS
342,ket,40,1,0,0.62437632163081924,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
343,ket,49,0,0,0.62338878060151748,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
344,ket,40,1,0,0.55724508203358603,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
345,bra,83,0,0,0.59248119534154819,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
346,ket,48,1,0,0.84859073093568838,0.99600798934399148,0,0.99600798934399148,0,0.99600798934399148,7.0710678118654751e-173,0,7.0994087271556396e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
347,bra,68,0,0,0.21340878300734678,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
348,ket,4,0,0,0.15497463255220997,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
349,bra,127,0,0,0.68537840252710147,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
350,ket,56,1,0,0.53782988818762356,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
351,bra,68,0,0,0.63036649150743462,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
352,ket,32,1,0,0.80695738920871163,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
353,bra,107,0,0,0.091330296114801257,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
354,bra,64,1,0,0.45839031744751502,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
355,bra,88,1,0,0.59028643429818428,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
356,ket,60,0,0,0.65219823974089441,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
357,bra,87,0,0,0.27963676340057281,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
358,bra,72,1,0,0.69177704791377725,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
359,bra,102,0,0,0.94416951271326588,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
360,ket,24,1,0,0.32685280907990166,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
361,bra,67,0,0,0.25875643287359862,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
362,bra,80,1,0,0.82783886095925729,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
363,bra,114,0,0,0.85373463887540157,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
364,ket,52,0,0,0.15751982808599471,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
365,bra,111,0,0,0.93108928644513722,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
366,bra,88,1,0,0.95856100180377968,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
367,bra,66,0,0,0.98117425138655534,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
368,ket,16,1,0,0.042577826249786531,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
369,bra,91,0,0,0.25043154421065805,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
370,bra,96,1,0,0.37230601520832951,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
371,bra,81,0,0,0.72537459355838474,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
372,ket,44,0,0,0.90000000000000002,0.10040080106773419,3.0822070014844885e-172,0.10040080106773419,3.0822070014844885e-172,0.10040080106773419,5.4313902456001084e-172,0,2.3398052795721937e-171,1,1,1,1,1,0,0,0,0,0,0,0,4,160,0,PASS
373,bra,71,0,0,0.55055688936298353,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
374,bra,104,1,0,0.61011059159844261,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
375,bra,122,0,0,0.95010619348090664,0.99600798934399148,0,0.99600798934399148,0,0.99600798934399148,7.0710678118654751e-173,0,7.0994087271556396e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,208,0,PASS
376,ket,8,1,0,0.40148639494824645,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,16,0,PASS
377,bra,115,0,0,0.80143683445242164,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
378,bra,112,1,0,0.64916262286524717,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
379,bra,88,1,0,0.9723719929017115,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
380,ket,36,0,0,0.24178064746629399,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
