group,L,boundary,hs_scheme,configuration,pf_weight_real,pf_weight_imag,dense_weight_real,dense_weight_imag,weight_error,z2_match,green_error,determinant_identity_error
dense_L4_random,4,0,1,8,2.3375518820976611,1.7476719200171748e-16,2.3375518820976802,4.3631801526056773e-17,8.1693529168568117e-15,1,1.7759494682162333e-15,1.6254652864808125e-16
dense_L4_random,4,0,1,9,2.2833742471741933,-6.7796786136863491e-17,2.2833742471742111,1.6021499145262009e-16,7.7801664472686695e-15,1,1.5107339894252757e-15,9.4564091328424278e-33
dense_L4_random,4,0,1,10,2.2420954412041403,-5.0290912628561095e-17,2.2420954412041549,1.0487577466827177e-16,6.5366375961894319e-15,1,1.854398773145258e-15,3.5336377119672043e-16
dense_L4_random,4,0,1,11,2.2833742471741933,-9.8994985476345914e-17,2.2833742471742111,-7.5330822327396059e-17,7.7795324959847137e-15,1,1.6347095195818063e-15,1.7035152258772843e-16
dense_L4_random,4,0,1,12,2.3303778456301338,-1.265472856554367e-17,2.3303778456301503,2.1283286160585529e-17,7.050932038273006e-15,1,1.8551863905194873e-15,4.9064659099417193e-16
dense_L4_random,4,0,1,13,2.0294163295401497,-4.7440809219529841e-17,2.0294163295401653,7.534205304021982e-17,7.6591515858107671e-15,1,1.6552913187867612e-15,8.626167899541295e-16
dense_L4_random,4,0,1,14,2.2502112618991221,-4.6254949622269947e-18,2.2502112618991399,9.1497638738000922e-17,7.8942936452666627e-15,1,1.8066717783679295e-15,5.2622912807339571e-16
dense_L4_random,4,0,1,15,2.4552960311332233,-9.149474739113736e-17,2.4552960311332406,4.735263897835683e-19,7.0540265383346127e-15,1,1.8741701031409071e-15,7.3665221240618802e-16
dense_L4_random,4,0,1,16,2.2833742471741933,-9.8994985476345914e-17,2.2833742471742111,-7.5330822327396059e-17,7.7795324959847137e-15,1,1.6347095195818063e-15,1.7035152258772843e-16
dense_L4_random,4,0,1,17,2.4552960311332241,4.4775904369987105e-17,2.4552960311332406,1.2336409802014374e-16,6.6922637809010193e-15,1,1.892021747516839e-15,4.4199132744371262e-16
dense_L4_random,4,0,1,18,2.2052625166312727,-2.5901156610411024e-17,2.2052625166312887,4.4671203265595874e-17,7.249643612532717e-15,1,1.4480717246210836e-15,5.4789946967225017e-16
dense_L4_random,4,0,1,19,2.2915363257455423,2.1007119074446571e-17,2.2915363257455592,5.3768370867364701e-17,7.364239259666648e-15,1,1.8493800126967026e-15,8.4570077557833944e-16
dense_L4_random,4,0,1,20,2.2052625166312727,-2.5901156610411024e-17,2.2052625166312887,4.4671203265595874e-17,7.249643612532717e-15,1,1.4480717246210836e-15,5.4789946967225017e-16
dense_L4_random,4,0,1,21,2.2502112618991221,-4.6254949622269947e-18,2.2502112618991399,9.1497638738000922e-17,7.8942936452666627e-15,1,1.8066717783679295e-15,5.2622912807339571e-16
dense_L4_random,4,0,1,22,2.4552960311332233,-9.149474739113736e-17,2.4552960311332406,4.735263897835683e-19,7.0540265383346127e-15,1,1.8741701031409071e-15,7.3665221240618802e-16
dense_L4_random,4,0,1,23,2.3375518820976611,1.7476719200171748e-16,2.3375518820976802,4.3631801526056773e-17,8.1693529168568117e-15,1,1.7759494682162333e-15,1.6254652864808125e-16
dense_L4_random,4,0,1,24,2.2420954412041394,3.829846423251958e-17,2.2420954412041549,-1.0104417141237936e-17,6.9324424931691657e-15,1,1.8501036319603816e-15,4.9039074356371862e-33
dense_L4_random,4,0,1,25,2.2915363257455423,2.1007119074446571e-17,2.2915363257455592,5.3768370867364701e-17,7.364239259666648e-15,1,1.8493800126967026e-15,8.4570077557833944e-16
dense_L4_random,4,0,1,26,2.246587580477692,-3.9283603989992071e-17,2.2465875804777089,8.1618615084671619e-17,7.5117583716514076e-15,1,1.7406346795159325e-15,1.4652947804407582e-32
dense_L4_random,4,0,1,27,2.3303778456301325,2.6761028937134962e-16,2.3303778456301503,-2.5821599419377717e-17,7.6236528876848402e-15,1,1.5968619002272071e-15,1.6354886366472404e-16
dense_L4_random,4,0,1,28,2.6510433212433155,-4.2892848223789024e-17,2.6510433212433306,5.1209628325103502e-17,5.6956166090911643e-15,1,1.9117491746547184e-15,7.5825942606406087e-16
dense_L4_random,4,0,1,29,2.4752001598178617,-6.5353488077804824e-17,2.4752001598178808,1.2784022132579924e-16,7.7152601978173424e-15,1,1.706234814649194e-15,1.4497047704256266e-16
dense_L4_random,4,0,1,30,2.2420954412041403,-5.0290912628561095e-17,2.2420954412041549,1.0487577466827177e-16,6.5366375961894319e-15,1,1.854398773145258e-15,3.5336377119672043e-16
dense_L4_random,4,0,1,31,2.3375518820976611,1.7476719200171748e-16,2.3375518820976802,4.3631801526056773e-17,8.1693529168568117e-15,1,1.7759494682162333e-15,1.6254652864808125e-16
dense_L4_random,4,0,1,32,2.2833742471741938,-1.419280286709706e-17,2.2833742471742102,1.998241097637412e-19,7.1960639339933075e-15,1,1.8579513901079969e-15,1.6548715982474243e-32
dense_L4_random,4,0,1,33,2.6510433212433124,1.50290634878154e-18,2.6510433212433329,4.3592352915528715e-17,7.7057009401819606e-15,1,1.5188062183443015e-15,6.3188285505338469e-16
dense_L4_random,4,0,1,34,2.2833742471741938,-7.0124168394787355e-17,2.2833742471742102,1.2122923691477455e-16,7.1965491271219072e-15,1,1.9186617445420986e-15,1.891281826568485e-32
dense_L4_random,4,0,1,35,2.4552960311332233,-9.149474739113736e-17,2.4552960311332406,4.735263897835683e-19,7.0540265383346127e-15,1,1.8741701031409071e-15,7.3665221240618802e-16
dense_L4_random,4,0,1,36,2.250211261899123,-3.1318455473411937e-17,2.2502112618991399,1.1620973607579347e-16,7.4997557380032015e-15,1,1.6632436388228483e-15,7.0163883743119359e-16
dense_L4_random,4,0,1,37,2.2126336965945703,-5.7428617674434877e-17,2.2126336965945885,1.152539169338494e-16,8.2293225848029754e-15,1,1.7467787917163231e-15,1.8141833328062382e-16
dense_L4_random,4,0,1,38,2.761077347314453,9.7383051959022589e-18,2.7610773473144707,8.5582437843663883e-17,6.43362284809106e-15,1,1.8732078507991661e-15,3.4951379828776827e-16
dense_L4_random,4,0,1,39,2.4675046450852385,-5.5187654108539833e-17,2.4675046450852545,4.016212641776257e-17,6.4792161275475785e-15,1,1.7163131373872387e-15,2.9175227730086192e-16
dense_L4_random,4,0,1,40,2.4675046450852385,-5.5187654108539833e-17,2.4675046450852545,4.016212641776257e-17,6.4792161275475785e-15,1,1.7163131373872387e-15,2.9175227730086192e-16
dense_L4_random,4,0,1,41,2.4752001598178617,-6.5353488077804824e-17,2.4752001598178808,1.2784022132579924e-16,7.7152601978173424e-15,1,1.706234814649194e-15,1.4497047704256266e-16
dense_L4_random,4,0,1,42,2.6510433212433155,-4.2892848223789024e-17,2.6510433212433306,5.1209628325103502e-17,5.6956166090911643e-15,1,1.9117491746547184e-15,7.5825942606406087e-16
dense_L4_random,4,0,1,43,2.2426169194692349,-1.0694002995864026e-16,2.2426169194692509,2.4563373587115848e-17,7.1290608082577255e-15,1,2.1638571440659399e-15,1.7659972707172209e-16
dense_L4_random,4,0,1,44,2.2420954412041394,3.829846423251958e-17,2.2420954412041549,-1.0104417141237936e-17,6.9324424931691657e-15,1,1.8501036319603816e-15,4.9039074356371862e-33
dense_L4_random,4,0,1,45,2.4552960311332237,-1.6117559265330665e-16,2.4552960311332424,6.5786651002515405e-17,7.5970992547309287e-15,1,1.2752137961026011e-15,5.8932176992495029e-16
dense_L4_random,4,0,1,46,2.761077347314453,9.7383051959022589e-18,2.7610773473144707,8.5582437843663883e-17,6.43362284809106e-15,1,1.8732078507991661e-15,3.4951379828776827e-16
dense_L4_random,4,0,1,47,2.4552960311332233,1.8192971006345852e-16,2.4552960311332424,1.9713500220673758e-17,7.77768740304197e-15,1,1.4629812377875985e-15,1.473304424812377e-16
dense_L4_random,4,0,1,48,2.1049686417490348,8.1998839524884115e-17,2.1049686417490507,6.8399883421449154e-17,7.594990738224356e-15,1,1.7991362499803492e-15,6.0135400910734528e-16
dense_L4_random,4,0,1,49,2.2426169194692349,-1.0694002995864026e-16,2.2426169194692509,2.4563373587115848e-17,7.1290608082577255e-15,1,2.1638571440659399e-15,1.7659972707172209e-16
dense_L4_random,4,0,1,50,2.3303778456301329,-9.0816287352725036e-17,2.3303778456301503,8.5461439974658102e-17,7.4324325864585386e-15,1,1.7278700510057111e-15,0
dense_L4_random,4,0,1,51,2.2052625166312727,-2.5901156610411024e-17,2.2052625166312887,4.4671203265595874e-17,7.249643612532717e-15,1,1.4480717246210836e-15,5.4789946967225017e-16
dense_L4_random,4,0,1,52,2.1049686417490356,-2.389915925850893e-17,2.1049686417490507,1.8143431525586894e-16,7.1737074593591681e-15,1,1.8126105824724415e-15,2.0045133636911486e-16
dense_L4_random,4,0,1,53,2.4752001598178617,-6.5353488077804824e-17,2.4752001598178808,1.2784022132579924e-16,7.7152601978173424e-15,1,1.706234814649194e-15,1.4497047704256266e-16
dense_L4_random,4,0,1,54,3.1573710095087248,-7.0325788213143965e-16,3.1573710095087435,9.1649990289763756e-17,5.9127286369976431e-15,1,1.8791913498628808e-15,5.3456464635686699e-16
dense_L4_random,4,0,1,55,2.761077347314453,9.7383051959022589e-18,2.7610773473144707,8.5582437843663883e-17,6.43362284809106e-15,1,1.8732078507991661e-15,3.4951379828776827e-16
dense_L4_random,4,0,1,56,2.0294163295401502,1.8698517147337211e-17,2.0294163295401653,1.3985430056094312e-17,7.4400869110511756e-15,1,1.74106057114343e-15,4.3130839497706475e-16
dense_L4_random,4,0,1,57,2.2833742471741938,-7.0124168394787355e-17,2.2833742471742102,1.2122923691477455e-16,7.1965491271219072e-15,1,1.9186617445420986e-15,1.891281826568485e-32
dense_L4_random,4,0,1,58,2.6510433212433124,1.50290634878154e-18,2.6510433212433329,4.3592352915528715e-17,7.7057009401819606e-15,1,1.5188062183443015e-15,6.3188285505338469e-16
dense_L4_random,4,0,1,59,2.2915363257455423,2.1007119074446571e-17,2.2915363257455592,5.3768370867364701e-17,7.364239259666648e-15,1,1.8493800126967026e-15,8.4570077557833944e-16
dense_L4_random,4,0,1,60,2.7610773473144512,2.5570904611175759e-16,2.761077347314473,1.1993733576433938e-16,7.8812695583686408e-15,1,1.4794465387579265e-15,2.3300919885851251e-16
dense_L4_random,4,0,1,61,2.2052625166312718,1.4445011045195572e-17,2.2052625166312882,4.5642872377220679e-17,7.4509634376675632e-15,1,1.8261321514851852e-15,9.1316578278708401e-16
dense_L4_random,4,0,1,62,3.1573710095087235,-1.0418046685680081e-16,3.1573710095087475,4.5260522214692553e-17,7.5953326010862708e-15,1,1.3010259829177402e-15,3.563764309045786e-16
dense_L4_random,4,0,1,63,2.0294163295401502,1.8698517147337211e-17,2.0294163295401653,1.3985430056094312e-17,7.4400869110511756e-15,1,1.74106057114343e-15,4.3130839497706475e-16
dense_L4_random,4,0,1,64,2.250211261899123,-1.4261942800199919e-17,2.2502112618991394,2.9866728665332634e-18,7.302118737008958e-15,1,1.8312027893164892e-15,1.4605792355387604e-32
dense_L4_random,4,0,1,65,2.2126336965945703,2.0893824723872892e-16,2.2126336965945885,-1.9032981139945908e-18,8.2295042082128555e-15,1,2.0193564619151787e-15,4.028296213945378e-32
dense_L4_random,4,0,1,66,2.250211261899123,-1.4261942800199919e-17,2.2502112618991394,2.9866728665332634e-18,7.302118737008958e-15,1,1.8312027893164892e-15,1.4605792355387604e-32
dense_L4_random,4,0,1,67,2.2126336965945703,-5.7428617674434877e-17,2.2126336965945885,1.152539169338494e-16,8.2293225848029754e-15,1,1.7467787917163231e-15,1.8141833328062382e-16
dense_L4_random,4,0,1,68,2.2126336965945703,-5.7428617674434877e-17,2.2126336965945885,1.152539169338494e-16,8.2293225848029754e-15,1,1.7467787917163231e-15,1.8141833328062382e-16
dense_L4_random,4,0,1,69,2.2126336965945703,-5.7428617674434877e-17,2.2126336965945885,1.152539169338494e-16,8.2293225848029754e-15,1,1.7467787917163231e-15,1.8141833328062382e-16
dense_L4_random,4,0,1,70,2.4552960311332233,1.8192971006345852e-16,2.4552960311332424,1.9713500220673758e-17,7.77768740304197e-15,1,1.4629812377875985e-15,1.473304424812377e-16
dense_L4_random,4,0,1,71,2.7610773473144516,-1.2659796754672997e-16,2.7610773473144707,9.3689355901671261e-17,6.9165416913127472e-15,1,1.8726802252048662e-15,9.3203679543404926e-16
dense_L4_random,4,0,1,72,2.1049686417490339,-1.9366560088791719e-17,2.1049686417490507,3.0310055997297668e-17,8.0169665033253347e-15,1,1.6253113919182278e-15,2.004513363691151e-16
dense_L4_random,4,0,1,73,2.2833742471741933,-6.7796786136863491e-17,2.2833742471742111,1.6021499145262009e-16,7.7801664472686695e-15,1,1.5107339894252757e-15,9.4564091328424278e-33
dense_L4_random,4,0,1,74,2.2465875804776916,-5.7718907090946547e-17,2.2465875804777089,3.9759285637952335e-18,7.7092872843625728e-15,1,1.6550667016212191e-15,3.5195205478298299e-16
dense_L4_random,4,0,1,75,2.6878299879398133,1.8006639258032063e-16,2.6878299879398351,-3.5714397975662679e-17,8.0962863051954138e-15,1,1.5996351069881646e-15,2.4588193512354509e-16
dense_L4_random,4,0,1,76,2.6510433212433124,1.50290634878154e-18,2.6510433212433329,4.3592352915528715e-17,7.7057009401819606e-15,1,1.5188062183443015e-15,6.3188285505338469e-16
dense_L4_random,4,0,1,77,2.3375518820976615,-8.4229623321422233e-17,2.3375518820976802,6.4319900931005132e-17,7.9794328841655822e-15,1,1.7265738150373584e-15,9.0231449338996183e-33
dense_L4_random,4,0,1,78,2.2502112618991226,1.2912840102883692e-17,2.2502112618991399,3.2872413287898965e-18,7.6968248058322382e-15,1,1.6737505514711983e-15,5.2622912807339551e-16
dense_L4_random,4,0,1,79,2.3375518820976615,-8.4229623321422233e-17,2.3375518820976802,6.4319900931005132e-17,7.9794328841655822e-15,1,1.7265738150373584e-15,9.0231449338996183e-33
dense_L4_random,4,0,1,80,2.761077347314453,9.7383051959022589e-18,2.7610773473144707,8.5582437843663883e-17,6.43362284809106e-15,1,1.8732078507991661e-15,3.4951379828776827e-16
dense_L4_random,4,0,1,81,2.6510433212433124,1.50290634878154e-18,2.6510433212433329,4.3592352915528715e-17,7.7057009401819606e-15,1,1.5188062183443015e-15,6.3188285505338469e-16
dense_L4_random,4,0,1,82,2.1049686417490348,8.1998839524884115e-17,2.1049686417490507,6.8399883421449154e-17,7.594990738224356e-15,1,1.7991362499803492e-15,6.0135400910734528e-16
dense_L4_random,4,0,1,83,2.2502112618991221,-4.6254949622269947e-18,2.2502112618991399,9.1497638738000922e-17,7.8942936452666627e-15,1,1.8066717783679295e-15,5.2622912807339571e-16
dense_L4_random,4,0,1,84,2.2915363257455432,-7.3241036773070413e-17,2.2915363257455592,7.1218979989607547e-17,6.9769193837701642e-15,1,1.7377495381508812e-15,6.7656062046267114e-16
dense_L4_random,4,0,1,85,2.2420954412041385,-1.6151120017249439e-17,2.2420954412041558,-1.4989257559597969e-17,7.7246841971285542e-15,1,1.6379193211976527e-15,8.8340942799180133e-16
dense_L4_random,4,0,1,86,2.1049686417490356,-2.389915925850893e-17,2.1049686417490507,1.8143431525586894e-16,7.1737074593591681e-15,1,1.8126105824724415e-15,2.0045133636911486e-16
dense_L4_random,4,0,1,87,2.2426169194692349,-2.7073425305984898e-17,2.2426169194692509,9.3830376392091679e-17,7.1290234987143975e-15,1,1.7569012133916276e-15,3.5319945414344413e-16
dense_L4_random,4,0,1,88,2.2420954412041394,4.2360422560211069e-17,2.2420954412041558,9.8003430383368911e-17,7.3285885502646144e-15,1,1.6586697789991675e-15,3.5336377119672073e-16
dense_L4_random,4,0,1,89,2.4552960311332237,-1.6117559265330665e-16,2.4552960311332424,6.5786651002515405e-17,7.5970992547309287e-15,1,1.2752137961026011e-15,5.8932176992495029e-16
dense_L4_random,4,0,1,90,2.3375518820976611,1.7476719200171748e-16,2.3375518820976802,4.3631801526056773e-17,8.1693529168568117e-15,1,1.7759494682162333e-15,1.6254652864808125e-16
dense_L4_random,4,0,1,91,2.1049686417490356,-2.389915925850893e-17,2.1049686417490507,1.8143431525586894e-16,7.1737074593591681e-15,1,1.8126105824724415e-15,2.0045133636911486e-16
dense_L4_random,4,0,1,92,2.4752001598178626,-1.5891585438758439e-16,2.4752001598178803,-2.0470830827653351e-19,7.1769054002055844e-15,1,1.6979254712103388e-15,1.4497047704256262e-16
dense_L4_random,4,0,1,93,2.250211261899123,-1.4261942800199919e-17,2.2502112618991394,2.9866728665332634e-18,7.302118737008958e-15,1,1.8312027893164892e-15,1.4605792355387604e-32
dense_L4_random,4,0,1,94,2.250211261899123,-3.1318455473411937e-17,2.2502112618991399,1.1620973607579347e-16,7.4997557380032015e-15,1,1.6632436388228483e-15,7.0163883743119359e-16
dense_L4_random,4,0,1,95,2.3303778456301329,-9.0816287352725036e-17,2.3303778456301503,8.5461439974658102e-17,7.4324325864585386e-15,1,1.7278700510057111e-15,0
dense_L4_random,4,0,1,96,2.1049686417490352,-5.3567081096657915e-18,2.1049686417490507,-8.6812849683120865e-17,7.3841175002676678e-15,1,1.6427421338676304e-15,2.0045133636911493e-16
dense_L4_random,4,0,1,97,2.2833742471741938,-1.419280286709706e-17,2.2833742471742102,1.998241097637412e-19,7.1960639339933075e-15,1,1.8579513901079969e-15,1.6548715982474243e-32
dense_L4_random,4,0,1,98,2.7610773473144512,2.5570904611175759e-16,2.761077347314473,1.1993733576433938e-16,7.8812695583686408e-15,1,1.4794465387579265e-15,2.3300919885851251e-16
dense_L4_random,4,0,1,99,2.2833742471741938,-7.0124168394787355e-17,2.2833742471742102,1.2122923691477455e-16,7.1965491271219072e-15,1,1.9186617445420986e-15,1.891281826568485e-32
dense_L4_random,4,1,0,0,1.2774704536252068,-1.7506419345378582e-17,1.2774704536252013,-5.4746823614061746e-18,4.3454063038576494e-15,1,6.5731086087482311e-15,1.3606251587575029e-16
dense_L4_random,4,1,0,1,0.8304493670831824,-1.9936117777698523e-17,0.83044936708317973,-1.199379224616239e-17,3.2085605718434856e-15,1,6.3995425671717272e-15,1.60984444348786e-16
dense_L4_random,4,1,0,2,1.6975696625567753,-6.0680068562074521e-31,1.6975696625567687,2.5657292594351993e-17,3.9240731654441738e-15,1,3.0538439221975878e-15,1.5410438993112683e-16
dense_L4_random,4,1,0,3,4.664929551934633,5.7003470304617325e-17,4.6649295519346108,1.8422091112024441e-16,4.7599486079760233e-15,1,1.8414372451900771e-15,4.5312734082825803e-33
dense_L4_random,4,1,0,4,2.8713453026272977,7.3194663471844944e-17,2.8713453026272875,8.1231512412406477e-17,3.5572367346664215e-15,1,4.4754702134434158e-15,1.0772819187280977e-15
dense_L4_random,4,1,0,5,4.1059119090090057,-5.3067988262619013e-17,4.1059119090089871,2.8592369461858594e-17,4.5426998891606633e-15,1,4.9632248275577854e-15,0
dense_L4_random,4,1,0,6,1.157617737772084,-5.0622628150407547e-18,1.1576177377720804,3.2651879437122185e-17,3.0691598237636502e-15,1,5.6931408150469703e-15,8.2847590934072355e-16
dense_L4_random,4,1,0,7,2.5671602685964494,4.0384984253651609e-17,2.5671602685964361,8.4502185328450946e-17,5.1896835207129911e-15,1,2.7120509994622787e-15,4.0431095248691742e-16
dense_L4_random,4,1,0,8,1.7615989248771013,-4.3875397064123357e-17,1.761598924877094,-1.2649525948457086e-17,4.1595952364350382e-15,1,4.5131573817339855e-15,1.4310544154133644e-16
dense_L4_random,4,1,0,9,4.1059119090090039,3.9642297639710318e-17,4.1059119090089879,1.1825527952356749e-16,3.893752517648506e-15,1,2.3591725237881428e-15,1.2644224655418306e-15
dense_L4_random,4,1,0,10,2.5670529822102401,-2.5838254258455309e-17,2.5670529822102273,2.4815423052389064e-17,5.0169150341999392e-15,1,5.1534338006937676e-15,4.0434474841379504e-16
dense_L4_random,4,1,0,11,5.1060541016178007,-1.0857796125751712e-16,5.1060541016177829,-1.3099006108612329e-16,3.4789256398437423e-15,1,2.1626589555690118e-15,4.0879976611662862e-16
dense_L4_random,4,1,0,12,4.1059119090090057,-7.0965586931631662e-17,4.1059119090089879,4.4401280282032918e-17,4.3264306232657227e-15,1,2.5594885459350159e-15,4.2147415518061021e-16
dense_L4_random,4,1,0,13,1.1540504652713213,-4.1596633067196007e-18,1.1540504652713175,-2.525205800059347e-17,3.2709290679605132e-15,1,5.8199252076830263e-15,5.0016336632607608e-16
dense_L4_random,4,1,0,14,4.1059119090090057,7.096558693162953e-17,4.1059119090089879,1.2674414259121664e-16,4.3263607114014874e-15,1,2.4325222693339481e-15,8.4294831036122003e-16
dense_L4_random,4,1,0,15,1.277363167238998,1.1422591090142494e-17,1.2773631672389936,2.3988333025384075e-17,3.4766227726636081e-15,1,4.9915515269952676e-15,0
dense_L4_random,4,1,0,16,1.7615989248771013,-4.3875397064123357e-17,1.761598924877094,-1.2649525948457086e-17,4.1595952364350382e-15,1,4.5131573817339855e-15,1.4310544154133644e-16
dense_L4_random,4,1,0,17,1.3396658221462192,1.5441664145574015e-17,1.3396658221462148,4.7432898136734691e-17,3.3150112905652559e-15,1,2.5211486131452269e-15,1.2372209634839372e-16
dense_L4_random,4,1,0,18,2.2241791258485826,-7.5048902916277258e-31,2.2241791258485728,8.1777481681795544e-17,4.3927688862984019e-15,1,2.0892128076167666e-15,2.0838926364977447e-33
dense_L4_random,4,1,0,19,0.54005717004897535,-3.5987884731550947e-31,0.54005717004897436,1.0007378635028964e-17,1.8502686200497269e-15,1,5.5437554997115491e-15,1.9032715745968252e-16
dense_L4_random,4,1,0,20,4.8999145103665365,4.501751405828828e-30,4.8999145103665169,4.6020882086720845e-17,3.9878204786448152e-15,1,2.8204015878599319e-15,5.9189298616733201e-16
dense_L4_random,4,1,0,21,4.6649295519346312,-5.7003470304620197e-17,4.6649295519346108,9.8328205308922777e-17,4.3792074401949434e-15,1,1.9044241024332883e-15,1.6325632986444223e-16
dense_L4_random,4,1,0,22,2.914299880894665,-6.5368652707314604e-17,2.914299880894653,-9.2142940071203145e-17,4.1143461720198075e-15,1,2.8733131453292997e-15,2.0915186203279821e-16
dense_L4_random,4,1,0,23,6.662798524905738,2.7813167826774049e-17,6.6627985249057096,1.9774069183126568e-16,4.2658077233443034e-15,1,1.9487834558056075e-15,1.2804623963124567e-15
dense_L4_random,4,1,0,24,1.8140556253756699,5.5284737206805281e-18,1.8140556253756626,5.7819854996731956e-17,4.0393791912248863e-15,1,2.6613784870788336e-15,0
dense_L4_random,4,1,0,25,4.1287865870586371,1.757913747506808e-17,4.1287865870586176,1.3129790762443521e-16,4.7326873718804382e-15,1,2.0927598928190569e-15,2.0840845677286386e-16
dense_L4_random,4,1,0,26,5.1060541016178007,1.0857796125751281e-16,5.1060541016177829,1.7925025652332084e-16,3.4789504037097555e-15,1,2.2535824693074864e-15,9.5386612093879966e-16
dense_L4_random,4,1,0,27,1.1860478752807337,3.1613632747186159e-17,1.1860478752807291,3.265705106191241e-17,3.9314912301192254e-15,1,4.7605280435461408e-15,3.1569360278898342e-16
dense_L4_random,4,1,0,28,4.2077588441122025,4.7136057060692651e-17,4.2077588441121874,7.0850872284104644e-17,3.5883833455612054e-15,1,3.0640535244211484e-15,4.0131789056689001e-16
dense_L4_random,4,1,0,29,1.1824306822120469,4.5944698037454773e-17,1.1824306822120425,6.9751051231949847e-17,3.7557854125213386e-15,1,5.8051789481893832e-15,3.1762804405363858e-16
dense_L4_random,4,1,0,30,5.1060541016178007,1.0857796125751281e-16,5.1060541016177829,1.7925025652332084e-16,3.4789504037097555e-15,1,2.2535824693074864e-15,9.5386612093879966e-16
dense_L4_random,4,1,0,31,2.8713453026272977,-5.9452441089979456e-17,2.8713453026272875,-2.2227742355956198e-17,3.5572592571623757e-15,1,4.2943524030464968e-15,2.1545638374561972e-16
dense_L4_random,4,1,0,32,1.2755816376130795,1.9740035666872796e-17,1.2755816376130751,1.4211539643021638e-17,3.4814671274509524e-15,1,6.7111122153864408e-15,4.0939728908996488e-16
dense_L4_random,4,1,0,33,4.664929551934633,5.7003470304617325e-17,4.6649295519346108,1.8422091112024441e-16,4.7599486079760233e-15,1,1.8414372451900771e-15,4.5312734082825803e-33
dense_L4_random,4,1,0,34,1.1860478752807333,2.9901479656503955e-17,1.1860478752807293,3.2074452490415373e-17,3.3698500394876586e-15,1,4.9013191397240193e-15,1.5784680139449183e-16
dense_L4_random,4,1,0,35,1.0594108720512907,-6.5944148259580967e-31,1.0594108720512874,2.2977698611850981e-18,3.143888697330253e-15,1,6.718822693485664e-15,1.2946881411924551e-32
dense_L4_random,4,1,0,36,1.6954684978333836,8.5886076451157099e-18,1.6954684978333763,2.4417436201538639e-17,4.3218078475731391e-15,1,5.4146685911924622e-15,3.0897316881391015e-16
dense_L4_random,4,1,0,37,1.8140556253756701,7.1470268416091175e-18,1.8140556253756623,5.5374351161754623e-17,4.2841634525146842e-15,1,5.4317419349082529e-15,4.681976965924481e-33
dense_L4_random,4,1,0,38,1.1576177377720844,1.1163527323254386e-18,1.1576177377720807,3.6233361693655741e-17,3.2609396917466818e-15,1,5.4282581630571381e-15,1.6569518186814474e-16
dense_L4_random,4,1,0,39,1.7601793722359729,3.6220891095220862e-17,1.760179372235966,6.6972429590504548e-17,3.9106533982934019e-15,1,4.4534294671038522e-15,7.9567662730313855e-33
dense_L4_random,4,1,0,40,0.83044936708318218,-1.7956376713171825e-17,0.83044936708317962,-1.4437108059658993e-17,3.0748598084255666e-15,1,7.6138644475598846e-15,1.6098444434878607e-16
dense_L4_random,4,1,0,41,6.6627985249057353,-4.1555390208646371e-17,6.6627985249057087,1.5552464964837118e-16,3.9992326533879884e-15,1,2.0944280326459802e-15,3.2011559907811478e-16
dense_L4_random,4,1,0,42,1.7997822116795019,2.7728566231612483e-17,1.7997822116794944,6.2272072017470494e-17,4.1947273100797025e-15,1,2.6257211167547661e-15,1.3709774480944023e-16
dense_L4_random,4,1,0,43,2.2241791258485826,-7.5048902916277258e-31,2.2241791258485728,8.1777481681795544e-17,4.3927688862984019e-15,1,2.0892128076167666e-15,2.0838926364977447e-33
dense_L4_random,4,1,0,44,2.5670529822102397,2.7389213257223922e-17,2.5670529822102273,6.9923530949319617e-17,4.843908836202372e-15,1,4.7943721888679233e-15,1.3478158280459838e-16
dense_L4_random,4,1,0,45,1.2756889239992879,-2.1394366152307331e-18,1.2756889239992835,-2.2137292926101315e-18,3.4811716364204709e-15,1,5.2423803851114784e-15,1.364428102511012e-16
dense_L4_random,4,1,0,46,1.3396658221462192,1.5441664145574015e-17,1.3396658221462148,4.7432898136734691e-17,3.3150112905652559e-15,1,2.5211486131452269e-15,1.2372209634839372e-16
dense_L4_random,4,1,0,47,1.154050465271321,-4.1596633067210367e-18,1.1540504652713173,-2.5252058000594308e-17,3.2709290679605136e-15,1,6.0788807483552705e-15,8.0980212449680364e-33
dense_L4_random,4,1,0,48,2.5671602685964494,4.0384984253651609e-17,2.5671602685964361,8.4502185328450946e-17,5.1896835207129911e-15,1,2.7120509994622787e-15,4.0431095248691742e-16
dense_L4_random,4,1,0,49,1.6954684978333834,8.588607645122617e-18,1.6954684978333763,2.3364947586853138e-17,4.1908432571832509e-15,1,5.4137944200175474e-15,0
dense_L4_random,4,1,0,50,2.1875530743644562,-4.1671501066649166e-17,2.1875530743644482,-8.1176873776473324e-17,3.6541757503221603e-15,1,5.7417029257607211e-15,5.1514947071581545e-33
dense_L4_random,4,1,0,51,3.019943891649191,2.0116797004821639e-17,3.0199438916491759,1.149597716003878e-16,4.9998713707092225e-15,1,2.1062646834070697e-15,2.7030414592962681e-33
dense_L4_random,4,1,0,52,6.8674432433379025,6.1225081600533582e-17,6.8674432433378758,1.9233864282525118e-16,3.8799993286579007e-15,1,2.8171967962447889e-15,9.0396433570288829e-16
