task,L,V,seed,attempt,initialization_policy,initialization_success,initial_z2,center_overlap_rcond,center_solve_residual,center_green_residual,proposals,accepted,independent_field_mismatches,mp_fallback_count,mp_fallback_failures,endpoint_rebuild_residual_max,final_hash,status
17,12,4,712042,4,mirrored_theorem_z2_plus,1,1,0.99999999999999867,1.0235073697769005e-15,2.9244210793911442e-15,64,46,6,0,0,2.9244210793911442e-15,3148686851499755187,PASS
17,12,4,712042,5,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.707056229072559e-16,2.1665761218914554e-15,64,45,5,0,0,2.1665761218914554e-15,12499624658454471841,PASS
17,12,4,712042,6,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.053125187493844e-16,2.3095760376279626e-15,64,39,9,0,0,2.3095760376279626e-15,15507318664864145129,PASS
17,12,4,712042,7,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.0682939775170766e-16,2.5643573270266213e-15,64,43,5,0,0,2.5643573270266213e-15,3112357827921730469,PASS
17,12,4,712042,8,mirrored_theorem_z2_plus,1,1,0.99999999999999889,9.4260450553294748e-16,2.6572763258417587e-15,64,42,8,0,0,2.6572763258417587e-15,12741251343005018507,PASS
17,12,4,712042,9,mirrored_theorem_z2_plus,1,1,0.99999999999999856,8.8523728736567489e-16,2.5399922387860114e-15,64,50,6,0,0,2.5399922387860114e-15,14822698539560044835,PASS
17,12,4,712042,10,mirrored_theorem_z2_plus,1,1,0.99999999999999867,9.3133459815707819e-16,2.5573976122772337e-15,64,43,7,0,0,2.5573976122772337e-15,16506034429325728321,PASS
17,12,4,712042,11,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.1711926287933475e-16,2.0795589384606034e-15,64,42,8,0,0,2.0795589384606034e-15,12566911187605123275,PASS
17,12,4,712042,12,mirrored_theorem_z2_plus,1,1,0.99999999999999911,1.0547568939551036e-15,2.9951614312058899e-15,64,50,8,0,0,2.9951614312058899e-15,15725679441887793099,PASS
17,12,4,712042,13,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.406486874236186e-16,2.1240996800657153e-15,64,37,11,0,0,2.1240996800657153e-15,13058796482881123385,PASS
17,12,4,712042,14,mirrored_theorem_z2_plus,1,1,0.99999999999999856,8.3920945591690702e-16,2.2986914458440398e-15,64,48,2,0,0,2.2986914458440398e-15,816782497055291119,PASS
17,12,4,712042,15,mirrored_theorem_z2_plus,1,1,0.99999999999999889,9.6062666365925575e-16,2.7064711938663282e-15,64,49,7,0,0,2.7064711938663282e-15,7253021413876149805,PASS
17,12,4,712042,16,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.2294172135082303e-16,2.2672283313020822e-15,64,51,9,0,0,2.2672283313020822e-15,9348779868750300305,PASS
17,12,4,712042,17,mirrored_theorem_z2_plus,1,1,0.99999999999999944,7.3798916143241485e-16,2.0779087700815782e-15,64,48,10,0,0,2.0779087700815782e-15,4787774813031848403,PASS
17,12,4,712042,18,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.3972246040661541e-16,2.2868146716958176e-15,64,53,5,0,0,2.2868146716958176e-15,6282377443860573293,PASS
17,12,4,712042,19,mirrored_theorem_z2_plus,1,1,0.99999999999999922,6.9691652548568374e-16,1.9316732052201998e-15,64,48,6,0,0,1.9316732052201998e-15,14082898366102192619,PASS
17,12,4,712042,20,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.6024752251633448e-16,2.1307013424986331e-15,64,46,6,0,0,2.1307013424986331e-15,17631817161957801163,PASS
17,12,4,712042,21,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.3065486649734858e-16,2.0340223192407705e-15,64,51,5,0,0,2.0340223192407705e-15,3501575009206547961,PASS
17,12,4,712042,22,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.0585824882193703e-16,2.5237175215379679e-15,64,51,9,0,0,2.5237175215379679e-15,18338093256921625709,PASS
17,12,4,712042,23,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.1868478421622547e-16,2.0581069656697149e-15,64,44,8,0,0,2.0581069656697149e-15,5534630818255037067,PASS
17,12,4,712042,24,mirrored_theorem_z2_plus,1,1,0.99999999999999822,8.3478250852183665e-16,2.3962542752729453e-15,64,43,7,0,0,2.3962542752729453e-15,5548789318560512541,PASS
17,12,4,712042,25,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.8172392684941911e-16,2.1802800435183879e-15,64,45,5,0,0,2.1802800435183879e-15,3494509690825328729,PASS
17,12,4,712042,26,mirrored_theorem_z2_plus,1,1,0.99999999999999889,1.0466045725792739e-15,2.9525587255565483e-15,64,49,9,0,0,2.9525587255565483e-15,1273316317212216297,PASS
17,12,4,712042,27,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.2780444255200748e-16,2.3624143550361745e-15,64,44,10,0,0,2.3624143550361745e-15,16885175533619179327,PASS
17,12,4,712042,28,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.2769660728155144e-16,2.2085480415574421e-15,64,47,9,0,0,2.2085480415574421e-15,1291934020704940061,PASS
17,12,4,712042,29,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.4696768162037464e-16,2.1207870608010189e-15,64,47,5,0,0,2.1207870608010189e-15,17695729068383151281,PASS
17,12,4,712042,30,mirrored_theorem_z2_plus,1,1,0.99999999999999878,7.9100492726713086e-16,2.1690666561180318e-15,64,47,5,0,0,2.1690666561180318e-15,10392855404149308565,PASS
17,12,4,712042,31,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.5975268121891018e-16,2.161738369599533e-15,64,45,9,0,0,2.161738369599533e-15,17095173089304724449,PASS
17,12,4,712042,32,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.1550012551241043e-16,2.321003658264008e-15,64,47,13,0,0,2.321003658264008e-15,4423207385331073605,PASS
17,12,4,712042,33,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.6428742282411963e-16,2.3958440776007726e-15,64,51,7,0,0,2.3958440776007726e-15,4606874556314715233,PASS
17,12,4,712042,34,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.4492042038172447e-16,2.1354551603881222e-15,64,47,13,0,0,2.1354551603881222e-15,4260149990826309917,PASS
17,12,4,712042,35,mirrored_theorem_z2_plus,1,1,0.99999999999999956,9.6083150062454177e-16,2.7049987841779701e-15,64,41,13,0,0,2.7049987841779701e-15,15541064628605791601,PASS
17,12,4,712042,36,mirrored_theorem_z2_plus,1,1,0.99999999999999833,8.5350955801071182e-16,2.3740128419495979e-15,64,45,9,0,0,2.3740128419495979e-15,1293341243316364473,PASS
17,12,4,712042,37,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.0235516728338966e-16,2.016465837332723e-15,64,45,9,0,0,2.016465837332723e-15,6123778443473776773,PASS
17,12,4,712042,38,mirrored_theorem_z2_plus,1,1,0.99999999999999867,8.7108485655653336e-16,2.4491985105014468e-15,64,41,9,0,0,2.4491985105014468e-15,184434684469982593,PASS
17,12,4,712042,39,mirrored_theorem_z2_plus,1,1,0.99999999999999922,9.3029320329407862e-16,2.6386430091360806e-15,64,45,5,0,0,2.6386430091360806e-15,5302686947563412089,PASS
17,12,4,712042,40,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.1556543892540425e-16,1.9223053329019786e-15,64,50,4,0,0,1.9223053329019786e-15,17956087926364560119,PASS
17,12,4,712042,41,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.8214008824252411e-16,2.2067138817940685e-15,64,46,8,0,0,2.2067138817940685e-15,17900464920604539303,PASS
17,12,4,712042,42,mirrored_theorem_z2_plus,1,1,0.99999999999999845,9.9156872879330126e-16,2.7687773180080671e-15,64,43,11,0,0,2.7687773180080671e-15,6060598080663507865,PASS
17,12,4,712042,43,mirrored_theorem_z2_plus,1,1,0.999999999999999,6.5943356150085136e-16,1.8299995902221446e-15,64,38,6,0,0,1.8299995902221446e-15,2487260112882854451,PASS
17,12,4,712042,44,mirrored_theorem_z2_plus,1,1,0.99999999999999878,8.9325275218642539e-16,2.5277138861097872e-15,64,43,13,0,0,2.5277138861097872e-15,2553003176201528625,PASS
17,12,4,712042,45,mirrored_theorem_z2_plus,1,1,0.99999999999999956,6.6975149884941581e-16,1.8714658168113903e-15,64,48,10,0,0,1.8714658168113903e-15,17037180734871818255,PASS
17,12,4,712042,46,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.6953342608028385e-16,2.2173758537981181e-15,64,47,5,0,0,2.2173758537981181e-15,9170197562766720681,PASS
17,12,4,712042,47,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.0140111177473032e-16,2.3163328450486571e-15,64,48,6,0,0,2.3163328450486571e-15,10797445168153912215,PASS
17,12,4,712042,48,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.9297269647340171e-16,2.2223122243255164e-15,64,41,13,0,0,2.2223122243255164e-15,1573324623530759621,PASS
17,12,4,712042,49,mirrored_theorem_z2_plus,1,1,0.99999999999999967,5.627391581140162e-16,1.5875295273046874e-15,64,43,7,0,0,1.5875295273046874e-15,14093564041580351965,PASS
17,12,4,712042,50,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.780927721602477e-16,2.4649409954164034e-15,64,50,2,0,0,2.4649409954164034e-15,15743688428625400239,PASS
17,12,4,712042,51,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.6781928535395893e-16,2.4268240474440145e-15,64,51,7,0,0,2.4268240474440145e-15,16722208187720399669,PASS
17,12,4,712042,52,mirrored_theorem_z2_plus,1,1,0.99999999999999911,6.0902370420368959e-16,1.7321578381044701e-15,64,43,7,0,0,1.7321578381044701e-15,15979643271949674453,PASS
17,12,4,712042,53,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.2859088775574546e-16,2.0026441704335226e-15,64,46,8,0,0,2.0026441704335226e-15,18013159827773244387,PASS
17,12,4,712042,54,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.7229946171737716e-16,2.1138410935166096e-15,64,49,7,0,0,2.1138410935166096e-15,4461099765974514249,PASS
17,12,4,712042,55,mirrored_theorem_z2_plus,1,1,0.99999999999999944,7.8509924410026708e-16,2.1794503081528513e-15,64,48,4,0,0,2.1794503081528513e-15,2287517036925113063,PASS
17,12,4,712042,56,mirrored_theorem_z2_plus,1,1,0.99999999999999878,9.9094805946218088e-16,2.787764890533231e-15,64,39,9,0,0,2.787764890533231e-15,2589465079901027361,PASS
17,12,4,712042,57,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.5035488772550359e-16,2.3678104273891434e-15,64,44,12,0,0,2.3678104273891434e-15,15186835619784089535,PASS
17,12,4,712042,58,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.7225465025216129e-16,2.1723247053792907e-15,64,46,8,0,0,2.1723247053792907e-15,3286211743421739783,PASS
17,12,4,712042,59,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.3988962537212792e-16,2.0570297793820398e-15,64,45,7,0,0,2.0570297793820398e-15,3367587965354454149,PASS
17,12,4,712042,60,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.5495283762759874e-16,2.3955289051471323e-15,64,50,2,0,0,2.3955289051471323e-15,4452239019647990195,PASS
17,12,4,712042,61,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.9374827896819532e-16,2.2466346558794205e-15,64,46,8,0,0,2.2466346558794205e-15,16288516356861192315,PASS
17,12,4,712042,62,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.6592650085124367e-16,2.136077914252896e-15,64,47,9,0,0,2.136077914252896e-15,11022631089052770669,PASS
17,12,4,712042,63,mirrored_theorem_z2_plus,1,1,0.99999999999999933,9.4210438358264579e-16,2.6860246853189741e-15,64,53,5,0,0,2.6860246853189741e-15,960865879830473997,PASS
17,12,4,712042,64,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.6895439796852041e-16,2.3656336915808184e-15,64,50,6,0,0,2.3656336915808184e-15,5717815243779991107,PASS
17,12,4,712042,65,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.7355574926125648e-16,2.16228148018131e-15,64,57,5,0,0,2.16228148018131e-15,5030617035382093097,PASS
17,12,4,712042,66,mirrored_theorem_z2_plus,1,1,0.99999999999999922,1.0202091894054389e-15,2.8772947134213479e-15,64,42,8,0,0,2.8772947134213479e-15,10411292490498181443,PASS
17,12,4,712042,67,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.3399504709634929e-16,2.3244180267757259e-15,64,48,8,0,0,2.3244180267757259e-15,17638314562394678911,PASS
17,12,4,712042,68,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.0918119085383198e-16,2.5912846534600675e-15,64,49,5,0,0,2.5912846534600675e-15,15859251046535232125,PASS
17,12,4,712042,69,mirrored_theorem_z2_plus,1,1,0.99999999999999944,6.871334027689686e-16,1.9452783656127041e-15,64,44,6,0,0,1.9452783656127041e-15,16880461260144388943,PASS
17,12,4,712042,70,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.7254251578480815e-16,2.4302951039343138e-15,64,52,6,0,0,2.4302951039343138e-15,12375424607922608415,PASS
17,12,4,712042,71,mirrored_theorem_z2_plus,1,1,0.99999999999999922,9.1073069284335406e-16,2.5296949042847238e-15,64,44,8,0,0,2.5296949042847238e-15,7921584440417359655,PASS
17,12,4,712042,72,mirrored_theorem_z2_plus,1,1,0.99999999999999856,8.3562384387203279e-16,2.3145254983771106e-15,64,53,9,0,0,2.3145254983771106e-15,12979880366863449285,PASS
17,12,4,712042,73,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.1001708166981844e-16,1.9386499653335975e-15,64,43,5,0,0,1.9386499653335975e-15,18381715237582401377,PASS
17,12,4,712042,74,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.5324310201367363e-16,2.4240786225629211e-15,64,39,7,0,0,2.4240786225629211e-15,3138700273611194257,PASS
17,12,4,712042,75,mirrored_theorem_z2_plus,1,1,0.99999999999999911,6.617657597797725e-16,1.8466739507630543e-15,64,48,6,0,0,1.8466739507630543e-15,13642311683872147639,PASS
17,12,4,712042,76,mirrored_theorem_z2_plus,1,1,0.999999999999999,8.3693770370375832e-16,2.3245951352159629e-15,64,47,7,0,0,2.3245951352159629e-15,15052240787225325813,PASS
17,12,4,712042,77,mirrored_theorem_z2_plus,1,1,0.99999999999999933,6.0142989520099408e-16,1.7257863775006745e-15,64,43,7,0,0,1.7257863775006745e-15,460552476000747373,PASS
17,12,4,712042,78,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.106842750813153e-16,2.2679001399820321e-15,64,49,5,0,0,2.2679001399820321e-15,5912620286113805753,PASS
17,12,4,712042,79,mirrored_theorem_z2_plus,1,1,0.99999999999999867,9.4764861035987261e-16,2.7241189591750581e-15,64,40,6,0,0,2.7241189591750581e-15,9561332278252992591,PASS
17,12,4,712042,80,mirrored_theorem_z2_plus,1,1,0.99999999999999956,6.6771772449277905e-16,1.8247139517576753e-15,64,42,10,0,0,1.8247139517576753e-15,10727283766166742239,PASS
17,12,4,712042,81,mirrored_theorem_z2_plus,1,1,0.99999999999999856,8.1353263295471555e-16,2.2870660278633042e-15,64,50,8,0,0,2.2870660278633042e-15,17648489113204204143,PASS
17,12,4,712042,82,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.9091764352833302e-16,2.2466364733464505e-15,64,50,6,0,0,2.2466364733464505e-15,2436711545662109079,PASS
17,12,4,712042,83,mirrored_theorem_z2_plus,1,1,0.999999999999999,7.5850254661270142e-16,2.0673081745075989e-15,64,49,7,0,0,2.0673081745075989e-15,6399485735526006593,PASS
17,12,4,712042,84,mirrored_theorem_z2_plus,1,1,0.999999999999999,8.5918651537522297e-16,2.4354968590704323e-15,64,45,3,0,0,2.4354968590704323e-15,12475852877131192413,PASS
17,12,4,712042,85,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.4164281281956607e-16,2.3470551164802391e-15,64,55,3,0,0,2.3470551164802391e-15,10278824644001997721,PASS
17,12,4,712042,86,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.0153136518968602e-16,2.3180662049031371e-15,64,47,5,0,0,2.3180662049031371e-15,6639231020337894561,PASS
17,12,4,712042,87,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.5842334282928843e-16,2.4208665166935846e-15,64,51,1,0,0,2.4208665166935846e-15,16480697346065109341,PASS
17,12,4,712042,88,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.6246236750771573e-16,2.437673469699723e-15,64,46,8,0,0,2.437673469699723e-15,3807429672203280427,PASS
17,12,4,712042,89,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.136193948957939e-16,2.0075044314861725e-15,64,43,9,0,0,2.0075044314861725e-15,10621101692330287897,PASS
17,12,4,712042,90,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.0005495426864296e-16,2.3224303920601439e-15,64,39,11,0,0,2.3224303920601439e-15,15643439713755179469,PASS
17,12,4,712042,91,mirrored_theorem_z2_plus,1,1,0.99999999999999933,8.2440640546398923e-16,2.2453031967994397e-15,64,50,10,0,0,2.2453031967994397e-15,2858028161978188275,PASS
17,12,4,712042,92,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.5668192191217029e-16,2.1513413285844689e-15,64,52,4,0,0,2.1513413285844689e-15,4659035126277566287,PASS
17,12,4,712042,93,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.2861335982597345e-16,1.9504194865797456e-15,64,45,7,0,0,1.9504194865797456e-15,5422610053962636529,PASS
17,12,4,712042,94,mirrored_theorem_z2_plus,1,1,0.99999999999999878,8.0419615601467306e-16,2.281509387301041e-15,64,45,9,0,0,2.281509387301041e-15,8968330550271475589,PASS
17,12,4,712042,95,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.6805760211917872e-16,2.1064932018709752e-15,64,52,8,0,0,2.1064932018709752e-15,6944544119175073447,PASS
17,12,4,712042,96,mirrored_theorem_z2_plus,1,1,0.99999999999999944,7.0412304747789309e-16,1.9663005928433599e-15,64,44,2,0,0,1.9663005928433599e-15,8530407733976266291,PASS
17,12,4,712042,97,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.3321243132773706e-16,2.3528147101820774e-15,64,45,7,0,0,2.3528147101820774e-15,17847607749086506945,PASS
17,12,4,712042,98,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.9310500431481405e-16,2.2185737015005375e-15,64,43,11,0,0,2.2185737015005375e-15,10011833081223919993,PASS
17,12,4,712042,99,mirrored_theorem_z2_plus,1,1,0.999999999999999,8.8734792091638855e-16,2.5327302705110576e-15,64,43,9,0,0,2.5327302705110576e-15,15573828785249834213,PASS
17,12,4,712042,100,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.1266297127629947e-16,2.2877201814968458e-15,64,46,8,0,0,2.2877201814968458e-15,15402414228777582747,PASS
17,12,4,712042,101,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.6828231775742406e-16,2.0596194536713198e-15,64,48,10,0,0,2.0596194536713198e-15,8227249094613490199,PASS
17,12,4,712042,102,mirrored_theorem_z2_plus,1,1,0.99999999999999944,8.6965854419588744e-16,2.457511019809611e-15,64,47,9,0,0,2.457511019809611e-15,12049668262895678873,PASS
17,12,4,712042,103,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.1525178674278297e-16,2.6172721383730624e-15,64,51,9,0,0,2.6172721383730624e-15,14918217289410777097,PASS
17,12,4,712042,104,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.9296609043090004e-16,2.2766655623742137e-15,64,46,10,0,0,2.2766655623742137e-15,17803827918659326939,PASS
17,12,4,712042,105,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.1884201440225666e-16,2.3126731013410904e-15,64,53,1,0,0,2.3126731013410904e-15,153713345375030493,PASS
17,12,4,712042,106,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.4295749050449544e-16,2.377097313206479e-15,64,49,7,0,0,2.377097313206479e-15,10353482971309454493,PASS
17,12,4,712042,107,mirrored_theorem_z2_plus,1,1,0.99999999999999878,8.4835426951124179e-16,2.4350434864532936e-15,64,53,3,0,0,2.4350434864532936e-15,4277498645884651557,PASS
17,12,4,712042,108,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.7509175241627924e-16,2.5401359999922122e-15,64,40,10,0,0,2.5401359999922122e-15,18397404475281097431,PASS
17,12,4,712042,109,mirrored_theorem_z2_plus,1,1,0.99999999999999856,8.608460546356992e-16,2.4555253977875957e-15,64,47,7,0,0,2.4555253977875957e-15,17925582981753576221,PASS
17,12,4,712042,110,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.1528136481069864e-16,1.9833500202330447e-15,64,48,12,0,0,1.9833500202330447e-15,10442253332677371315,PASS
17,12,4,712042,111,mirrored_theorem_z2_plus,1,1,0.99999999999999922,7.3052613549718498e-16,2.0070879570704822e-15,64,51,9,0,0,2.0070879570704822e-15,15364462227130633785,PASS
17,12,4,712042,112,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.7087773983662289e-16,2.642327322951722e-15,64,47,9,0,0,2.642327322951722e-15,16212754554658445277,PASS
17,12,4,712042,113,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.2170506622306878e-16,2.2978969602345902e-15,64,54,4,0,0,2.2978969602345902e-15,3989838454772265691,PASS
17,12,4,712042,114,mirrored_theorem_z2_plus,1,1,0.999999999999999,6.8479899418194748e-16,1.9048075647096435e-15,64,47,5,0,0,1.9048075647096435e-15,16398202907063462325,PASS
17,12,4,712042,115,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.1382693494756606e-16,1.9808318193662922e-15,64,50,4,0,0,1.9808318193662922e-15,3425333391109272383,PASS
17,12,4,712042,116,mirrored_theorem_z2_plus,1,1,0.999999999999999,8.1108231005595226e-16,2.2805457565926758e-15,64,47,11,0,0,2.2805457565926758e-15,12568910052250443565,PASS
17,12,4,712042,117,mirrored_theorem_z2_plus,1,1,0.999999999999999,1.0187487499584772e-15,2.8501757872922098e-15,64,52,6,0,0,2.8501757872922098e-15,13779681167392034455,PASS
17,12,4,712042,118,mirrored_theorem_z2_plus,1,1,0.99999999999999933,8.7368544876727648e-16,2.4165930451558702e-15,64,51,5,0,0,2.4165930451558702e-15,1299243545216223825,PASS
17,12,4,712042,119,mirrored_theorem_z2_plus,1,1,0.99999999999999878,8.2366822735907991e-16,2.3434011717250968e-15,64,45,7,0,0,2.3434011717250968e-15,13275461052514610401,PASS
17,12,4,712042,120,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.6683288815372435e-16,2.6775376293684058e-15,64,36,8,0,0,2.6775376293684058e-15,6983655468077236251,PASS
17,12,4,712042,121,mirrored_theorem_z2_plus,1,1,0.99999999999999889,9.6510315039570729e-16,2.685014057640621e-15,64,45,7,0,0,2.685014057640621e-15,13594303302388032077,PASS
17,12,4,712042,122,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.5524956989411946e-16,2.128837354612873e-15,64,47,5,0,0,2.128837354612873e-15,8047492629721024865,PASS
17,12,4,712042,123,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.156884952485665e-16,2.0490758690728984e-15,64,43,13,0,0,2.0490758690728984e-15,7712139389722372237,PASS
17,12,4,712042,124,mirrored_theorem_z2_plus,1,1,0.99999999999999922,8.1974241933639792e-16,2.3641485160740217e-15,64,43,9,0,0,2.3641485160740217e-15,5240452924670914189,PASS
17,12,4,712042,125,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.4889671255489929e-16,2.6948684953300434e-15,64,40,6,0,0,2.6948684953300434e-15,9987339659909402135,PASS
17,12,4,712042,126,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.9222934300498361e-16,2.5206474157994807e-15,64,49,3,0,0,2.5206474157994807e-15,6305101941553329477,PASS
17,12,4,712042,127,mirrored_theorem_z2_plus,1,1,0.999999999999998,9.9933386553705759e-16,2.8197522463670546e-15,64,42,8,0,0,2.8197522463670546e-15,8900233581719157643,PASS
20,12,6,712061,0,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.0116093599344426e-16,2.02609088272149e-15,64,40,12,0,0,2.02609088272149e-15,11772629440633077491,PASS
20,12,6,712061,1,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.1215606944374719e-16,1.9979700098079404e-15,64,44,8,0,0,1.9979700098079404e-15,9200193317624381231,PASS
20,12,6,712061,2,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.7053378217443289e-16,2.1291288808978379e-15,64,45,7,0,0,2.1291288808978379e-15,778078628285998693,PASS
20,12,6,712061,3,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.4049429298458788e-16,2.2899334737962143e-15,64,43,5,0,0,2.2899334737962143e-15,7401921340996068197,PASS
20,12,6,712061,4,mirrored_theorem_z2_plus,1,1,0.99999999999999889,8.0099670883168221e-16,2.2183263692310162e-15,64,41,11,0,0,2.2183263692310162e-15,1848903181614761561,PASS
20,12,6,712061,5,mirrored_theorem_z2_plus,1,1,0.999999999999999,9.5539799842893013e-16,2.644176756208963e-15,64,42,6,0,0,2.644176756208963e-15,3459240341288124035,PASS
20,12,6,712061,6,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.6416476395845147e-16,2.0623397331874378e-15,64,37,3,0,0,2.0623397331874378e-15,16810882460235118853,PASS
20,12,6,712061,7,mirrored_theorem_z2_plus,1,1,0.99999999999999911,9.8624212509320257e-16,2.7179362467421729e-15,64,41,5,0,0,2.7179362467421729e-15,16154733062643867317,PASS
20,12,6,712061,8,mirrored_theorem_z2_plus,1,1,0.99999999999999889,6.5624859072691789e-16,1.794513292219161e-15,64,39,5,0,0,1.794513292219161e-15,742434576406024097,PASS
20,12,6,712061,9,mirrored_theorem_z2_plus,1,1,0.99999999999999933,7.8106249925633684e-16,2.1475134162599701e-15,64,37,3,0,0,2.1475134162599701e-15,9468600941498096537,PASS
20,12,6,712061,10,mirrored_theorem_z2_plus,1,1,0.99999999999999911,7.7466482031656571e-16,2.1529703050064425e-15,64,40,8,0,0,2.1529703050064425e-15,14485224469221570991,PASS
20,12,6,712061,11,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.730547527081616e-16,2.2303389183887229e-15,64,47,1,0,0,2.2303389183887229e-15,3884508058207433189,PASS
20,12,6,712061,12,mirrored_theorem_z2_plus,1,1,0.99999999999999911,6.8296397692448567e-16,1.9131635465092734e-15,64,44,4,0,0,1.9131635465092734e-15,2489782016477076359,PASS
20,12,6,712061,13,mirrored_theorem_z2_plus,1,1,0.99999999999999911,8.7194686212455809e-16,2.433361032114669e-15,64,46,8,0,0,2.433361032114669e-15,3963831021341831251,PASS
20,12,6,712061,14,mirrored_theorem_z2_plus,1,1,0.99999999999999933,9.7413084291360723e-16,2.6977625703252783e-15,64,40,6,0,0,2.6977625703252783e-15,15081820932718508163,PASS
20,12,6,712061,15,mirrored_theorem_z2_plus,1,1,0.99999999999999889,7.4577003494874108e-16,2.070814528997061e-15,64,43,5,0,0,2.070814528997061e-15,7136959676760902017,PASS
20,12,6,712061,16,mirrored_theorem_z2_plus,1,1,0.999999999999999,7.6324186192061156e-16,2.1253860398909245e-15,64,41,13,0,0,2.1253860398909245e-15,9158566880202494169,PASS
20,12,6,712061,17,mirrored_theorem_z2_plus,1,1,0.99999999999999867,9.8410881168072648e-16,2.7478790480457093e-15,64,44,10,0,0,2.7478790480457093e-15,1248520797925528991,PASS
20,12,6,712061,18,mirrored_theorem_z2_plus,1,1,0.99999999999999878,8.5483077116656769e-16,2.4328584049503106e-15,64,50,4,0,0,2.4328584049503106e-15,958232621514768159,PASS
