L,boundary,hs_scheme,configurations,sum_w_real,sum_w_imag,sum_abs,average_sign_real,average_sign_imag,S_pi,S_pi_dq,R_CDW
4,1,1,256,594.66409056303485,-2.062416017047753e-28,594.66409056303496,0.99999999999999978,-3.4682033937765325e-31,0.39845764403401807,0.23377618162774505,0.41329728484820694
