       (0.999999999999999,2.5015188753559255e-16)        (5.053264180928287e-16,1.1352281500699839)     (-0.38748969629955859,6.1909516326707101e-17)  (-1.5123465692074826e-17,-0.0053015614699347124)     (0.054065173507169328,1.1254284832366895e-16)      (8.3235646961023093e-17,0.05659192232757071)     (-0.015242676301868145,2.228707751119415e-16)     (-3.0795909356614447e-16,0.11588338865946771)    (-0.39000053684010716,-7.4825467132607523e-18)  (-1.5933563844249003e-16,-0.0011835680206831595)   (2.7705159600501564e-16,7.6419674328760254e-17)   (-2.6482612758149674e-16,2.366419098129444e-16)  (-1.6924924369117492e-16,-2.175500989142818e-18)  (6.1404268752379197e-17,-8.4830452613531907e-17)  (4.8131973294054465e-17,-1.0897242235431103e-16)   (1.9611747208373721e-17,-6.498675401677421e-17)  (-8.356240995432035e-17,-4.4885384405920161e-17)  (1.0948453802583638e-16,-7.8539096138500285e-18)   (7.9529089564653796e-17,5.2143500586721369e-17)  (-1.0876792028028891e-16,1.7575305732856158e-16)
     (3.0086029906549256e-16,-1.1352281500699868)      (1.0000000000000004,-8.6768131687446255e-17)   (-1.6421903464801274e-17,0.0053015614699348235)     (0.41239384677102098,-8.1180198034446394e-18)      (1.4794416091168219e-16,0.19737989784729359)    (-0.054065173507168995,-2.005118835922826e-16)     (-2.7516348563361375e-16,0.04428072850693357)   (-0.015242676301868169,-1.4552911737858029e-16)   (-4.2578693154092482e-17,0.0011835680206818688)      (0.39556036223257557,2.3511897561906315e-17)  (-1.6488418654466781e-16,1.3503703332965632e-16)  (8.2153206724027039e-17,-1.5564209788100278e-16)  (-1.4596657443001241e-16,8.5007916207090459e-17)   (7.4406661103801562e-17,4.6835078881591945e-17)  (1.9153548677385233e-16,-9.4766734709485362e-17)   (1.0487615441453016e-16,4.2853456079362548e-17)  (1.0870220433476165e-16,-1.0036221687974501e-16) (-8.9558721490521573e-18,-4.5943184750431952e-17)   (2.7568111277362644e-17,4.9235563776466872e-17)   (-2.09323959205303e-16,-1.2703764309645933e-17)
    (0.38748969629955865,-3.9222753265156628e-16)  (-3.1935816355505774e-16,-0.0053015614699338798)     (0.99999999999999922,-4.0340970877291156e-17)       (1.3906748643083016e-16,1.1407879754916219)     (-0.40895656327940044,1.0908418229545944e-16)   (-2.9435833400414202e-17,-0.014048419916816948)   (-0.023403316236725251,-1.7372964799608803e-17)    (1.0943726218602602e-17,-0.022801904973075202)   (-0.015640582977738335,-9.4149293983430983e-17)       (1.172464744341709e-16,0.12666286687681194) (-7.6264901247572957e-17,-4.6724376388984176e-17)   (9.5443373741395315e-17,4.3769506472601766e-17)  (-9.0223312822360426e-17,2.7191569705089693e-19)  (-3.2271104196655094e-17,7.0968718070185587e-17)   (3.3255519836274276e-17,1.3019209853420677e-17)   (-1.7791962271920997e-17,4.459338888709578e-17)   (2.1864738959495926e-17,1.4082855378839901e-18)  (2.0801560297306517e-17,-1.0832955494238097e-16)   (7.2389094877972925e-17,1.8846963123522308e-17)  (8.4173092072535978e-18,-5.6476072077615571e-17)
  (-2.0531717882877379e-16,0.0053015614699346535)     (-0.41239384677101942,7.6375036857602636e-16)     (-9.9961780086771471e-17,-1.1407879754916215)      (1.0000000000000002,-9.8336435310085038e-17)     (9.6014602003594993e-17,0.014048419916817233)      (0.34296393724294183,1.5844161927176517e-16)    (-5.049804869070378e-17,-0.022801904973075056)    (-0.13051554641754937,-9.6764287592486088e-17)   (-1.3496518113320982e-16,-0.053191035200818297)     (0.01564058297773839,-1.1428975933800782e-16) (-4.0594153056010103e-17,-1.1424088684843589e-18)  (1.2375481211495582e-16,-6.6699036938670546e-17)  (1.2013123976210624e-16,-1.8462854979640079e-17)   (7.0931366059583277e-17,5.3182251374514376e-17)  (-6.5347570047779306e-17,6.6180674763906552e-17)   (5.7968736015143081e-17,1.0828573476469386e-17) (-1.8370844007974235e-17,-2.8299381375883785e-17)  (-6.3337087031108736e-17,2.5626568251119006e-17)  (1.5061678064653723e-17,-1.2873177866486216e-16)  (3.7111738715182122e-17,-4.0947269015473047e-17)
   (-0.054065173507169315,4.3302921907317053e-16)    (-8.5924959531167133e-16,-0.19737989784729237)     (0.40895656327940033,-1.7592893567000952e-16)    (6.7211649737097372e-17,-0.014048419916817037)      (0.99999999999999989,3.1513380167865076e-16)     (-4.3304561855730111e-16,0.99763286383282856)    (0.009499868993197701,-5.2530055600473602e-17)     (1.2618268636430646e-16,-0.39325030627884805)     (0.13966031153442449,-2.9144724861914063e-16)    (1.5053710584551887e-16,-0.026276356694989806)  (1.1470695684244879e-16,-4.0491582132922022e-17)  (-3.3185469000797327e-17,2.5760544164451456e-16)   (1.8178518587985071e-16,2.1480164584779568e-16)  (-5.8595724309244831e-17,7.5677658596203783e-17) (-1.0481437470962811e-16,-1.2111241734866603e-16)   (5.4505412463214637e-18,3.8417537627517088e-17)   (2.147638850766653e-17,-1.8932830956863998e-17)  (-2.6470957171652267e-17,6.6176722851684763e-17)   (1.0116605767164568e-16,1.1757564536973321e-17)    (2.488453471949279e-17,9.5148306808008637e-17)
  (-4.8307221247253874e-16,-0.056591922327570085)    (0.054065173507169488,-6.5779238664418665e-16)     (2.3883981983063618e-16,0.014048419916817162)     (-0.34296393724294322,1.6859396946707872e-16)    (-4.2842469456962245e-16,-0.99763286383283167)                       (1,-2.8896170849402642e-16)     (4.7203795506186814e-17,-0.34862455437396844)    (0.0094998689931983186,3.5224371693795455e-17)     (2.7085026777785299e-16,0.026276356694990254)     (-0.01622680148556481,1.1253195832847693e-16)  (-3.5359796350581623e-17,1.1225579083027183e-16) (-1.9713770246598822e-16,-1.9901042705480445e-16)  (-6.8636642927427006e-17,1.8049898034989399e-16)  (-8.069429614051158e-17,-2.6361282415476329e-17)  (4.1058214696664884e-17,-1.0483969700386092e-16) (-1.6410875109246038e-18,-3.6987781452465727e-18)   (1.0566915485029407e-17,2.7928952414421641e-17)  (-6.2417024849077848e-17,-2.137891632937278e-17)  (-1.4330617548026902e-17,8.6814382116176102e-17)  (-6.1677666336192249e-17,1.6178712766235658e-17)
    (0.01524267630186784,-5.8389301645830287e-18)    (-1.1594881547694107e-16,-0.04428072850693348)    (0.023403316236725293,-2.6737486452845283e-16)     (2.7671562791949403e-16,0.022801904973075045)   (-0.0094998689931981885,1.2559732699616055e-16)      (1.9186983786161736e-17,0.34862455437396878)     (0.99999999999999978,-7.5069243444200627e-18)     (-1.3854401491794461e-17,0.95805040952492582)    (-0.23029254533943211,-1.4266518013751575e-17)       (1.303184596536424e-17,0.10965665241951343)  (-4.2045506012208513e-17,9.0321509148295014e-17) (-2.2643668279632581e-17,-6.3485676055017607e-17)   (3.6479101832617281e-17,3.0038912859084322e-17)  (-2.0021114550848756e-17,3.1892899510794301e-17) (-2.3274772896697057e-18,-2.7812415370154459e-17)   (2.5101130659856285e-17,2.2779393171915316e-18)  (1.8936325746864208e-19,-2.4007987884838446e-17) (-6.9154853877935848e-17,-2.3160909481676501e-18)   (1.0828682766834727e-17,1.8677036831093166e-18)  (6.3305150919458182e-17,-1.5130581725927407e-17)
    (1.7109678778921573e-16,-0.11588338865946754)     (0.015242676301868244,8.9539663707723843e-17)     (1.9897904787161929e-16,0.022801904973075039)      (0.13051554641754989,2.0323305545526927e-16)      (9.9521663151311861e-17,0.39325030627884938)   (-0.0094998689931975865,7.0406659866613473e-17)    (-2.8041926863010559e-17,-0.95805040952492571)     (0.99999999999999978,-3.3892196748465601e-18)     (-1.0209324169422102e-16,0.10965665241951394)     (0.28482093349871296,-4.3712835116214668e-17)  (8.1209012820729481e-17,-4.0063494706633443e-17)    (5.3255366260383626e-17,6.171496896799089e-17)  (1.1508510080929656e-17,-1.1023162948514867e-16)    (4.0610266636522156e-17,2.491301512706631e-17)  (-2.5448846942776341e-17,8.3889991901542379e-17)    (9.4649252932643152e-18,9.277837445546569e-18) (-4.4255102948065145e-18,-2.3112518699402496e-18)   (1.6901936727881371e-17,3.6390748727590279e-17) (-4.6530491315660763e-17,-5.5248611452161916e-17)  (4.1216834720294351e-17,-1.0020202603013659e-16)
    (0.39000053684010633,-3.5967856857817783e-17)   (6.7274688363256159e-17,-0.0011835680206818133)     (0.015640582977738259,4.3851853455672026e-17)    (-2.3195570984385673e-17,0.053191035200818644)     (-0.13966031153442487,1.5367701699356975e-17)   (-2.8684381038448908e-17,-0.026276356694989369)     (0.23029254533943222,-2.1288587928295714e-17)     (2.1894142302482335e-17,-0.10965665241951318)     (0.99999999999999811,-3.1513907160191045e-17)       (6.0733037961278573e-17,1.0996994999519998) (-3.1204139434827742e-17,-1.3116091119999931e-17)  (1.1347754339050215e-17,-3.1366833015494306e-17)   (9.9176016822179051e-17,-2.416031774894277e-17)  (-1.2465280619787202e-17,5.6962883949701239e-17)  (-3.4008894909062221e-17,3.3684414464713779e-17)   (-1.840573563625674e-17,1.5815767562996905e-17)   (1.8747161711801124e-17,2.0251818458339291e-17)   (7.5588124921739554e-18,1.3489730136927022e-17)    (4.785521537121302e-17,-3.575160083510775e-17)   (3.3827036647454763e-17,3.0620657043024979e-17)
   (5.5954672861602942e-17,0.0011835680206813137)     (-0.39556036223257479,2.4064114359966292e-16)     (7.6665552950807318e-18,-0.12666286687681191)    (-0.015640582977738043,6.7475525689661332e-17)    (-6.5733391692617987e-17,0.026276356694990781)     (0.016226801485564421,6.4982371669771514e-17)    (-6.3665453420539675e-17,-0.10965665241951364)    (-0.28482093349871401,-1.1151691207188524e-16)      (1.2239690772648763e-17,-1.0996994999520031)      (1.0000000000000018,-8.4683915752475596e-18)   (-1.1278803999291757e-18,1.341933004247599e-16) (-1.4080629669212823e-16,-3.6312037212999407e-17)  (8.2110494212081169e-18,-7.3810593060881979e-17)   (1.1307007426723624e-17,4.7392989883472052e-18)   (1.7940433091650385e-17,5.8486326287937071e-17)   (1.8619377714455987e-17,-4.239835782348465e-18)   (2.6292936030698584e-18,1.4815116072180106e-19)  (-3.8961210875217632e-17,4.8039323041723299e-17)  (-2.8461211753857344e-20,2.5418673437128268e-17) (-4.2725989382855712e-17,-1.5371246098511356e-17)
