     (1.0000000000000022,-2.4607583092457406e-15)         (5.6915671386073552e-16,1.48348694497344)       (1.0560012932681075,3.6339993234715422e-16)    (-1.0953538935519898e-15,-0.61189157872201272)     (0.71757662083138696,-4.6937343203121363e-16)    (-1.2871851249848393e-16,-0.55909726644229751)       (0.7389070181342865,7.6657478867453153e-16)     (-6.6022646909804398e-16,0.21113521326903018)     (0.33921678636505398,-1.1423541420940133e-16)      (3.9288981477477705e-16,0.59899407136314742) (-2.7144332633681919e-16,-3.3426200382332764e-16)   (1.0538376721416164e-15,9.4614064637714437e-16)   (1.342436380573414e-15,-3.0993424863735787e-15) (-1.9468377790738823e-15,-1.2556037085235619e-15) (-1.3516854817673053e-15,-9.6965614606680418e-16)  (-3.2414728357761134e-15,3.9981477651602935e-16) (-3.0706782647504769e-16,-3.8785545611107381e-15)  (-1.659743696427184e-15,-2.3004268776192548e-17) (-4.5131594635556709e-16,-5.3728020991369141e-17)  (5.0949405369390467e-16,-4.0464671987124506e-16)
     (2.9754285436865693e-15,-1.4834869449734178)      (0.99999999999999145,4.2172381198392477e-15)     (2.9381183821858507e-15,-0.49263864706900012)    (-0.91145026932840734,-3.3366661133673606e-15)      (2.1257712622927079e-15,-0.2418755039957281)    (-0.49735496197703249,-1.7499568921004154e-15)      (3.5555532389624225e-16,0.12179820992869428)    (-0.79997198046932783,-1.4545710717503594e-15)       (1.095871507466211e-15,0.65380580753693707)     (-0.47557147563172864,1.5993267767031977e-15)  (2.1566786601862868e-16,-1.1147955405673542e-16)  (-2.0345705917812721e-15,1.1222895385321512e-15)  (-5.2575867408981498e-16,3.7180167642320157e-15)   (4.4782764905302586e-15,1.7711152161290906e-15)  (-2.2323142081471663e-15,9.1023227597995909e-16)   (1.1593453338617071e-15,4.2918082558891095e-15)  (-3.0060056149409949e-15,1.6915943870981992e-15)    (1.780147093166909e-15,3.8093499683020182e-16)   (2.2877626475523345e-15,1.6887009450260417e-15)   (-1.762916140523241e-15,2.0983960652278383e-15)
     (-1.0560012932680853,-2.285648616877249e-15)      (3.3210445746836005e-15,0.49263864706900951)      (1.0000000000000013,-2.0234100506824099e-15)      (-2.2880682881324148e-15,1.2595073815554572)    (-0.35410200540799142,-1.1484216268070298e-15)     (-8.1438803041656093e-16,0.57387232613957684)    (0.082328398142557824,-1.2222968637075831e-17)      (-9.039969175874445e-16,0.53608333724538415)     (0.63224548730878716,-9.2051279349498822e-16)      (1.2756541149952291e-15,0.44863437977578102)  (-6.5042147765705684e-17,-3.699645973801639e-17)   (5.7834808996127163e-16,1.4761185330307944e-15)  (2.8265013016965572e-15,-2.3589186601428701e-16)  (9.4736787483537719e-16,-3.5381944050715304e-15)   (6.8396582235889084e-16,1.5774614168512246e-15)  (1.8087019437386824e-15,-4.9638149115255479e-16)   (1.0153363550120399e-15,1.1264750648020687e-15)  (3.3056440563131472e-16,-1.2689004730486189e-15)  (1.3423201530050765e-15,-6.4872634331113445e-16)   (7.0064178259599052e-16,1.4227273683514146e-15)
    (-7.0690619070592626e-16,0.61189157872201128)     (0.91145026932842266,-1.2314364562250018e-15)     (-5.3693750895448592e-16,-1.2595073815554751)       (1.0000000000000031,6.6071446640901447e-16)      (5.5143370935085769e-17,0.33350205721974857)      (0.35352553472571041,2.6151786489008687e-16)   (-1.0377806588680508e-16,-0.077978436288751091)      (0.32660368976968995,1.7123009014913283e-16) (-3.4342759737081489e-16,-0.00020006828445080305)    (-0.12523016391431191,-4.5308758086816655e-16)  (-5.5421523280256941e-17,3.8322610722190265e-16)   (1.2980616494585016e-15,3.4943955047586491e-17) (-3.4643768520201247e-16,-1.7520102885503127e-15) (-1.7912179356480894e-15,-2.6550937414166487e-16)  (8.1514481421218571e-16,-5.5184228455346912e-16) (-1.5728291122076125e-16,-2.1316419011845322e-16)  (-9.8977318042372611e-17,6.5858014022204356e-17) (-1.7708821762964723e-16,-1.1248432874261707e-16)  (4.0117928248059054e-16,-1.0752269722079377e-15)   (9.0965550444005656e-16,2.0077044162173732e-16)
   (-0.71757662083137685,-1.1660284450489922e-15)      (2.6850089827575406e-15,0.24187550399573948)     (0.35410200540800479,-2.0867156553370323e-15)     (-1.3195887937219318e-15,-0.3335020572197519)      (1.0000000000000027,-1.3405998838773047e-15)        (-1.54691197275136e-15,1.0192972658707895)    (-0.37898451849710735,-5.9536210852429594e-16)     (-7.6214234807332613e-16,0.75685131714027953)    (-0.21387968128882195,-7.1298196346006427e-16)     (7.3152951801849299e-16,-0.21945395536744861)  (-3.3447685006839467e-16,3.1673772835062843e-17)   (9.9770354873708474e-18,2.0655486644064958e-15)   (3.0819771411731925e-15,-2.132534138384704e-16)   (3.096140577541043e-16,-3.2426256083014464e-15)    (1.881939572103971e-15,9.3583226836400469e-16)  (1.1352946320107231e-16,-1.3514928136939198e-15)   (9.575072182315448e-16,-4.2135122891473665e-16) (-2.7670538081106552e-16,-6.2722724598922787e-16)  (1.6106552663017563e-15,-2.4677005800951131e-16)    (3.2404313701193991e-16,1.418447661207513e-15)
     (1.3807727533548732e-15,0.55909726644229196)     (0.49735496197704721,-5.7350675656789726e-17)    (-2.0734432788208827e-16,-0.57387232613959505)     (-0.35352553472571513,3.0675348120651056e-16)     (-9.3112098965765079e-16,-1.0192972658708026)                        (1,2.9891789573891903e-16)     (-2.0218618003744894e-17,0.38136644040931067)     (0.67581682077688576,-3.9136034773922409e-16)      (-1.309378181827612e-16,0.17685176271936565)     (-0.16891525822056253,1.8394783807362352e-16) (-2.8112674811273596e-17,-1.9171744000738724e-16)   (4.7351543122376612e-16,5.5508792133797169e-16)  (1.1905689900385778e-16,-1.7151352839819929e-15) (-2.4895047219601062e-15,-5.9783591753109592e-16)  (3.3000523206274908e-16,-1.9710903364145288e-15)  (-1.4108672813798081e-15,5.5015323687440913e-16) (-8.8371197925487902e-16,-9.7823318121183426e-16)  (-7.4745420229926525e-16,3.4072670612628129e-16)  (4.5910472916015407e-16,-2.9721505902510422e-16)   (5.3515822042243909e-16,2.5142673591918233e-16)
     (-0.7389070181342785,1.4551499872646968e-15)     (1.3355620877270957e-16,-0.12179820992867441)   (-0.082328398142539172,-4.6851690993742019e-16)     (-1.094954193215701e-16,0.077978436288739461)     (0.37898451849712189,-5.3962155829804245e-16)     (1.5402828897654308e-16,-0.38136644040931317)       (1.0000000000000024,3.3308850442831361e-16)       (7.7723417902864741e-16,1.2762701621896677)     (-0.51411999065931591,1.3707794861139085e-16)    (-2.9274933138911621e-16,-0.40680318865451248)    (7.6703212773313145e-17,-4.86258092950614e-17)  (-3.4750463351032629e-16,6.1288250302153779e-16)   (1.6356301276355954e-15,7.8288084381354576e-16)  (1.0199832533486387e-15,-2.1507423140079714e-15)   (1.8218039882037533e-15,7.2953756112832517e-16)  (1.0353321287554652e-15,-9.6574709947377031e-16)    (3.152180969811129e-16,6.5429967083183456e-16)  (1.3067675622774266e-16,-2.6017713082282762e-16)  (3.4640136693124353e-16,-3.4946121344534738e-17)    (4.6381120512676336e-17,5.156273716263919e-16)
   (-7.7477575450797987e-16,-0.21113521326902887)     (0.79997198046933937,-3.8177521755689121e-16)     (4.9322046381126833e-17,-0.53608333724539758)     (-0.32660368976969389,8.6877090379479088e-16)    (-5.5122150383275884e-16,-0.75685131714028864)     (-0.67581682077689342,4.7057153413055123e-16)       (5.4826800602481245e-16,-1.276270162189677)     (0.99999999999999845,-1.4812981883549333e-16)     (1.4123927600785977e-16,-0.51921129672222244)      (0.77451902589229304,9.2576076780850668e-18)   (1.6270166366442512e-17,1.2198056925092801e-16)   (7.860709132413139e-16,-2.3443667373567974e-16) (-9.3881227831758012e-16,-1.6359629887864828e-15)  (-2.1736737794743534e-15,3.2827544543675197e-16)  (3.2314870319269992e-18,-6.3436558452296802e-16)  (-1.9304821197010968e-16,1.2365789212963078e-15) (-1.3941308204422053e-15,-2.4879787906154031e-16)  (-1.9101119539539178e-16,4.7561132118394573e-16)  (1.4076144323250121e-16,-1.4406599953798776e-17)  (4.6847715410334657e-17,-8.1031084088617419e-18)
   (-0.33921678636503738,-1.0601078037456628e-15)     (2.5185077665557579e-15,-0.65380580753692097)    (-0.63224548730877617,-2.1457190645428163e-15)  (-1.6809341824560406e-15,0.00020006828443858149)     (0.21387968128882728,-1.7526062003547569e-15)    (-1.9931347688775346e-16,-0.17685176271937247)      (0.51411999065931868,4.3681394252418112e-16)       (-1.18789987564708e-16,0.51921129672221045)        (1.0000000000000011,2.730279907656037e-16)      (-2.7443605419665965e-17,1.0471615476708678)  (-8.4839625479713971e-16,1.6845123535902281e-16)   (1.2379194131269408e-15,2.3420187937366104e-15)  (2.7014693440982636e-15,-3.1409815296142452e-16)  (2.6312838543651253e-16,-2.4163408817619744e-15)   (4.8102662224590244e-16,1.2470235449568647e-15)   (2.077744207691829e-15,-6.5014451712297372e-16)   (3.3033854492165509e-16,1.2057972840545949e-15)  (2.3548600465189317e-17,-2.2303662972098501e-16)  (1.3812958555877094e-15,-1.7554147797363112e-15)   (1.4028512636368824e-15,9.1343472912214086e-16)
    (1.4705593416089537e-15,-0.59899407136312877)      (0.47557147563171048,2.7137893701751172e-15)     (2.1694824178784062e-15,-0.44863437977576798)     (0.12523016391432318,-1.7697760907623765e-15)      (1.7665805188154578e-15,0.21945395536745527)     (0.16891525822057002,-1.5278487750005561e-16)     (-1.8547887158323537e-16,0.40680318865451592)    (-0.77451902589228139,-5.6066647138764769e-16)      (-5.234952477022162e-17,-1.0471615476708651)      (0.99999999999999711,1.8991114135127352e-16) (-8.4321010766303796e-17,-8.9128537544962506e-16)   (-2.4334601914139739e-15,1.386016565073933e-15)   (9.3909360856138058e-16,2.7525645253943704e-15)  (2.3566839133185145e-15,-2.2053929455650512e-16)   (-9.3756495015856586e-16,1.619925621547377e-16)   (5.3109622187588775e-16,1.2872570871290213e-15)  (-3.5041456843524319e-16,1.5931944033717068e-16)  (1.3298222431210741e-16,-2.9339449647533378e-16)   (1.6099781911547769e-15,1.2630560237528823e-15)  (-8.0134574937670154e-16,1.3666779918039528e-15)
