task_index,source_dataset,archive_csv,archive_root,archive_result_dir,archive_measurements,archive_measurements_sha256,archive_source_commit,archive_executable_sha256,archive_job_id,archive_status,archive_qc_status,L,theta,V,seed,beta_trial,dt,delta,mu,boundary,hs_scheme,burn,measurements,threads,diagnostic_stride,sign_stride,legacy_average_sign,legacy_average_sign_err,legacy_runtime_seconds
91,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V2/seed_1926220903,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V2/seed_1926220903/measurements.csv,51761faaba7c81f52c63a85254a6c8c95011294831d49525fef6c3c382819587,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[15].mgt,complete,clean,12,18,2,1926220903,8,0.1,1,0,0,0,500,4000,1,200,20,0.739,0.010282842121965265,495.312014117
92,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V3/seed_1926221000,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V3/seed_1926221000/measurements.csv,32832e4a2a4e932fc8133f2675b3f93127bc0558f17ce2d20d42d8a6955fb0ef,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[16].mgt,complete,warning,12,18,3,1926221000,8,0.1,1,0,0,0,500,4000,1,200,20,0.0355,0.016740669042783207,483.90132373
93,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V3/seed_1926221001,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V3/seed_1926221001/measurements.csv,d7639cda31d0111670f6b8d1ecbbcad9059379be82cc4004779f457da3bae19c,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[17].mgt,complete,warning,12,18,3,1926221001,8,0.1,1,0,0,0,500,4000,1,200,20,0.0395,0.01586911930033992,493.832224145
94,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V3/seed_1926221002,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V3/seed_1926221002/measurements.csv,33a79ab90e37ac9c9af480f1ee7f5fe049fbedd4f36f29caff65aba841a8132c,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[18].mgt,complete,warning,12,18,3,1926221002,8,0.1,1,0,0,0,500,4000,1,200,20,0.033,0.013766855697270661,494.51031283
95,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V3/seed_1926221003,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V3/seed_1926221003/measurements.csv,517390fbc33ed06328eb107d40ba12e5a2bc76757b1300a0a70538242809f86a,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[19].mgt,complete,clean,12,18,3,1926221003,8,0.1,1,0,0,0,500,4000,1,200,20,0.049,0.014214521855445838,486.30754964
96,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V4/seed_1926221100,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V4/seed_1926221100/measurements.csv,f92fef3f675932f02e175f2185d7f66d7c386834686092d55bf6fb933900577b,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[20].mgt,complete,failed,12,18,4,1926221100,8,0.1,1,0,0,0,500,4000,1,200,20,0.022,0.017941425161957042,478.306183043
97,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V4/seed_1926221101,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V4/seed_1926221101/measurements.csv,1a359f3ddce38d0197a8298e928ba298772a80751a33849da6c7febb924abf17,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[21].mgt,complete,warning,12,18,4,1926221101,8,0.1,1,0,0,0,500,4000,1,200,20,0.005,0.013659390446444564,492.695447818
98,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V4/seed_1926221102,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V4/seed_1926221102/measurements.csv,709f0f45a39c5ca1d0f1cd9e0782bdece3e511de6af5126f120de28f27cc3887,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[22].mgt,complete,warning,12,18,4,1926221102,8,0.1,1,0,0,0,500,4000,1,200,20,0.015,0.01482352326895543,616.71799342
99,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V4/seed_1926221103,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V4/seed_1926221103/measurements.csv,62ff14d84f799919de71751f1b4c193a07df6bcee2c6d3fc9a2b7bc44a26d2e4,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[23].mgt,complete,warning,12,18,4,1926221103,8,0.1,1,0,0,0,500,4000,1,200,20,-0.021,0.018902798456146227,625.140260055
100,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V2/seed_1926268900,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V2/seed_1926268900/measurements.csv,c39ee462c8af6f5b813873909b770716e6db4fa769e81497b057a9bd394a8ddd,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[0].mgt,complete,clean,18,6,2,1926268900,8,0.1,1,0,0,0,500,4000,1,200,20,0.875,0.006824877095480995,536.105019356
101,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V2/seed_1926268901,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V2/seed_1926268901/measurements.csv,0dfa91cc7e1ffe66c026b6d77ba630969e2fd560bd21c92ae21e707c545d2d2f,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[1].mgt,complete,clean,18,6,2,1926268901,8,0.1,1,0,0,0,500,4000,1,200,20,0.8835,0.006659974711505654,544.14280538
102,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V2/seed_1926268902,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V2/seed_1926268902/measurements.csv,9d04b2b539564ad2ee0e8ddf87a3ddeccee81e9aea11bfcac168c1e1bd5ab15d,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[2].mgt,complete,clean,18,6,2,1926268902,8,0.1,1,0,0,0,500,4000,1,200,20,0.871,0.00664514068600825,533.973077693
103,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V2/seed_1926268903,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V2/seed_1926268903/measurements.csv,88703021c9db8f657d475e74f780e719e7d36e26e2f444f59dc9878bbdfbfa49,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[3].mgt,complete,clean,18,6,2,1926268903,8,0.1,1,0,0,0,500,4000,1,200,20,0.8795,0.00958274216330697,550.292582071
104,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V3/seed_1926269000,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V3/seed_1926269000/measurements.csv,e78b5dd309400ec55ef0c88d29a3121b7a32f22a92cd631957fe83f224ce99cb,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[4].mgt,complete,clean,18,6,3,1926269000,8,0.1,1,0,0,0,500,4000,1,200,20,0.2955,0.01786609550016602,519.120696257
105,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V3/seed_1926269001,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V3/seed_1926269001/measurements.csv,66b19b5cbff80ed295eb8a8f197ade4dddb53fed31d540027ff9b79206bc2fb1,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[5].mgt,complete,clean,18,6,3,1926269001,8,0.1,1,0,0,0,500,4000,1,200,20,0.2785,0.01588238017426859,540.055748496
106,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V3/seed_1926269002,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V3/seed_1926269002/measurements.csv,b6e1931e7be6b2751aa397d2fbb5ce42278be01b48ab23d0313b9cb6c20986c5,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[6].mgt,complete,clean,18,6,3,1926269002,8,0.1,1,0,0,0,500,4000,1,200,20,0.3195,0.012741870473281963,532.050904074
107,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V3/seed_1926269003,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V3/seed_1926269003/measurements.csv,f9154ce6e568fd034592c149a6081bf1a13062034d286928ee13bfd600b6738e,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[7].mgt,complete,clean,18,6,3,1926269003,8,0.1,1,0,0,0,500,4000,1,200,20,0.299,0.01329622027811703,371.540387913
108,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V4/seed_1926269100,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V4/seed_1926269100/measurements.csv,17ab3b9d960f95f27695c25dd3c311e3bfb019ee924c210f0f1d7fde5fe01ba4,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[8].mgt,complete,warning,18,6,4,1926269100,8,0.1,1,0,0,0,500,4000,1,200,20,0.062,0.014984202207307323,367.576480674
109,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V4/seed_1926269101,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V4/seed_1926269101/measurements.csv,47345acf9396d63d8b70aa68ca06eedb268e0aacf9b7bd84ad433315de615a8c,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[9].mgt,complete,clean,18,6,4,1926269101,8,0.1,1,0,0,0,500,4000,1,200,20,0.0505,0.013963768907614561,368.857785104
110,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V4/seed_1926269102,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V4/seed_1926269102/measurements.csv,89673f5d2455d287733521186c6473712bf1396dfb17fd39d2b32b95a4edb0ff,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[10].mgt,complete,warning,18,6,4,1926269102,8,0.1,1,0,0,0,500,4000,1,200,20,0.0735,0.017187434210400403,367.058526756
111,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta6/V4/seed_1926269103,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta6/V4/seed_1926269103/measurements.csv,1d396f819557838838449af3ee0277b46d6830c031fe8f4cc61b67a9afc403e1,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[11].mgt,complete,warning,18,6,4,1926269103,8,0.1,1,0,0,0,500,4000,1,200,20,0.0355,0.015802648012612518,366.891371295
112,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V2/seed_1926274900,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V2/seed_1926274900/measurements.csv,0752b74ac683e4cda90c18a9078e1aa2ce7bc39cd84f82232707a1f25944113c,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[12].mgt,complete,clean,18,12,2,1926274900,8,0.1,1,0,0,0,500,4000,1,200,20,0.748,0.007800134951599104,712.304999143
113,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V2/seed_1926274901,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V2/seed_1926274901/measurements.csv,2aaf0d3ed36e5970984a7768c3261493d57967e6978ceed7e91cf93e8e8e5589,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[13].mgt,complete,clean,18,12,2,1926274901,8,0.1,1,0,0,0,500,4000,1,200,20,0.7545,0.01227910077283649,707.84579188
114,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V2/seed_1926274902,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V2/seed_1926274902/measurements.csv,6585c77d701b3141b13305d6571a3925b657affb34b274aa5f01d4ff356d7167,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[14].mgt,complete,clean,18,12,2,1926274902,8,0.1,1,0,0,0,500,4000,1,200,20,0.782,0.01009429229030472,708.592509761
115,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V2/seed_1926274903,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V2/seed_1926274903/measurements.csv,454971b3e71b590ea4dbabb0ef44d38105f1fbb9939261d640bf1f7e7f61dc27,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[15].mgt,complete,clean,18,12,2,1926274903,8,0.1,1,0,0,0,500,4000,1,200,20,0.7805,0.010474907360474666,710.488275921
116,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V3/seed_1926275000,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V3/seed_1926275000/measurements.csv,954fc49a914a335bf3971348ff61e711aa591eecad0b2dfa96d162992d4b3ff5,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[16].mgt,complete,clean,18,12,3,1926275000,8,0.1,1,0,0,0,500,4000,1,200,20,0.054,0.01386779685002936,698.576618674
117,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V3/seed_1926275001,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V3/seed_1926275001/measurements.csv,9d5eafdd0aab95c18ecf2d3407a646bdd4954372630493a4f7f70a8f861fda7e,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[17].mgt,complete,clean,18,12,3,1926275001,8,0.1,1,0,0,0,500,4000,1,200,20,0.115,0.018431951662948316,699.090247072
118,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V3/seed_1926275002,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V3/seed_1926275002/measurements.csv,3ba1869c8d3c24bcb5d8104155c6be91ef7f9bf7e1c4fb45c642a29e465b8097,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[18].mgt,complete,clean,18,12,3,1926275002,8,0.1,1,0,0,0,500,4000,1,200,20,0.0855,0.02012428488431982,699.793670167
119,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V3/seed_1926275003,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V3/seed_1926275003/measurements.csv,3c0af289c6a2ac7506d3576937acbcca1c2f88e59d0e89b20541e20a4e02ab99,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[19].mgt,complete,clean,18,12,3,1926275003,8,0.1,1,0,0,0,500,4000,1,200,20,0.0935,0.014658839618038273,701.056243397
120,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V4/seed_1926275100,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V4/seed_1926275100/measurements.csv,913e3fa10241f1bcc089e3b229b620369bb5e63e57defaaddbef854872fcbe0f,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[20].mgt,complete,warning,18,12,4,1926275100,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0175,0.016872197623059627,692.933472202
121,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V4/seed_1926275101,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V4/seed_1926275101/measurements.csv,05fa979c17ada36d181d124c12b9720e36d952bad249b03c29127dd101280160,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[21].mgt,complete,warning,18,12,4,1926275101,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0045,0.014445450932095509,691.19429114
