task_index,source_dataset,archive_csv,archive_root,archive_result_dir,archive_measurements,archive_measurements_sha256,archive_source_commit,archive_executable_sha256,archive_job_id,archive_status,archive_qc_status,L,theta,V,seed,beta_trial,dt,delta,mu,boundary,hs_scheme,burn,measurements,threads,diagnostic_stride,sign_stride,legacy_average_sign,legacy_average_sign_err,legacy_runtime_seconds
59,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta6/V4/seed_1926209101,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta6/V4/seed_1926209101/measurements.csv,6ed9b82386c1663b02bbb30379982574240c91086bd92aef4150eeacde9a5cdc,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[9].mgt,complete,warning,12,6,4,1926209101,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0075,0.013275918047351752,181.006414677
60,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta6/V4/seed_1926209102,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta6/V4/seed_1926209102/measurements.csv,b5ad2577084c0bd288d7e8aae378605cb6b42af969b48899115fc1e9455f7ef2,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[10].mgt,complete,warning,12,6,4,1926209102,8,0.1,1,0,0,0,500,4000,1,200,20,0.014,0.020005262465556145,184.068369981
61,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta6/V4/seed_1926209103,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta6/V4/seed_1926209103/measurements.csv,988d237f0b42c998adc3c8bbb81e3c31cf9f604560385727e7b9fbd1f24123da,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[11].mgt,complete,warning,12,6,4,1926209103,8,0.1,1,0,0,0,500,4000,1,200,20,0.0045,0.013869219990969022,182.585139926
62,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V2/seed_2026202900,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V2/seed_2026202900/measurements.csv,8684c4b690ad7a7f770e47a4022a779d026e48e736438d0da08cfe68f56e5411,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[0].mgt,complete,,12,12,2,2026202900,8,0.1,1,0,0,0,500,4000,1,200,20,0.831,0.007910685644646802,349.650296442
63,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V2/seed_2026202901,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V2/seed_2026202901/measurements.csv,deb8f008b60049d77468f3c138fae4fe907b08d5a83480bc82bea7d1c7431195,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[1].mgt,complete,,12,12,2,2026202901,8,0.1,1,0,0,0,500,4000,1,200,20,0.8155,0.010373929875058514,356.074367793
64,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V2/seed_2026202902,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V2/seed_2026202902/measurements.csv,2918936cebe3ce72ddad1308c807a2654b27a32782454bccf2494a4a603c7a86,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[2].mgt,complete,,12,12,2,2026202902,8,0.1,1,0,0,0,500,4000,1,200,20,0.8245,0.00878021100333915,436.129262091
65,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V2/seed_2026202903,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V2/seed_2026202903/measurements.csv,1f28d75210f941f93e3920d7f466dbd7326285fea9aa296652b81aebeae28361,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[3].mgt,complete,,12,12,2,2026202903,8,0.1,1,0,0,0,500,4000,1,200,20,0.818,0.010602879450016346,446.343520506
66,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V3/seed_2026203000,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V3/seed_2026203000/measurements.csv,3ee21b9006617a012dc5f0e5e137787368707987d0019473e6049a2b272928a5,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[4].mgt,complete,,12,12,3,2026203000,8,0.1,1,0,0,0,500,4000,1,200,20,0.1305,0.01348439644064283,435.227764421
67,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V3/seed_2026203001,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V3/seed_2026203001/measurements.csv,2ae10ca55ae824ee70436968137819991b2cec9dede8ec561fcc44490155b230,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[5].mgt,complete,,12,12,3,2026203001,8,0.1,1,0,0,0,500,4000,1,200,20,0.105,0.013755381721922132,421.971379714
68,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V3/seed_2026203002,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V3/seed_2026203002/measurements.csv,6084e294d3a0bd97bc373bd70fd3e89f7e0ce5131a950564f67ab806c52caad0,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[6].mgt,complete,,12,12,3,2026203002,8,0.1,1,0,0,0,500,4000,1,200,20,0.083,0.018210754485945068,444.203756036
69,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V3/seed_2026203003,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V3/seed_2026203003/measurements.csv,2b010f8df9df7583c04cfc2de732b42b49586d58a6c95822eabe47b300fe16bb,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[7].mgt,complete,,12,12,3,2026203003,8,0.1,1,0,0,0,500,4000,1,200,20,0.0985,0.015445575077467468,426.645488417
70,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V4/seed_2026203100,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V4/seed_2026203100/measurements.csv,c933bc7bea823e81f00e7893b80be677301cacd69773af3fb9898010c230da90,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[8].mgt,complete,,12,12,4,2026203100,8,0.1,1,0,0,0,500,4000,1,200,20,0.017,0.013690180883815194,426.867736233
71,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V4/seed_2026203101,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V4/seed_2026203101/measurements.csv,e6f3de70e97d74db3db2708f90c14dc89040753f86e12b2fa803596a2c826ead,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[9].mgt,complete,,12,12,4,2026203101,8,0.1,1,0,0,0,500,4000,1,200,20,-0.007,0.01545962483374031,434.820197118
72,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V4/seed_2026203102,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V4/seed_2026203102/measurements.csv,c313cb6d96856e7ef00c857f889acf24fe156383d2cd5cc31eb6d017f519f863,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[10].mgt,complete,,12,12,4,2026203102,8,0.1,1,0,0,0,500,4000,1,200,20,-0.009,0.019451694554784467,432.123651755
73,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V4/seed_2026203103,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V4/seed_2026203103/measurements.csv,bb53f9c37df1c36630590829803f4e9f9afe6c6363374510ecbc1ef9fa07917c,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[11].mgt,complete,,12,12,4,2026203103,8,0.1,1,0,0,0,500,4000,1,200,20,0.0295,0.015668859495660072,296.498606006
74,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V5/seed_2026203200,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V5/seed_2026203200/measurements.csv,2ee36ad83068ee8c47fe5e586a651308461918b6dd425278fa720c2723e13d3f,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[12].mgt,complete,,12,12,5,2026203200,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0015,0.01973875429333451,295.420821112
75,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V5/seed_2026203201,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V5/seed_2026203201/measurements.csv,a6d037f49cc0f6c3fee832ae5cc48ee7dcd009e64cdbbd63793ea116ee04b72a,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[13].mgt,complete,,12,12,5,2026203201,8,0.1,1,0,0,0,500,4000,1,200,20,-0.015,0.014076856706553566,294.371234528
76,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V5/seed_2026203202,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V5/seed_2026203202/measurements.csv,517b1e420678cd503888a73ffed7cd182366060d7e0cfda035e0a72aa2b18056,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[14].mgt,complete,,12,12,5,2026203202,8,0.1,1,0,0,0,500,4000,1,200,20,0.0015,0.014658839618038273,295.72029427
77,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V5/seed_2026203203,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V5/seed_2026203203/measurements.csv,7ccc85e18f64107fbf05e4a6f515401f5a2b308be0680678e807f61437e1ebbd,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[15].mgt,complete,,12,12,5,2026203203,8,0.1,1,0,0,0,500,4000,1,200,20,-0.005,0.01411419591460277,295.453372628
78,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V6/seed_2026203300,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V6/seed_2026203300/measurements.csv,c4206bf299cabf8a2a4cbdf48591f4993bb2d5555fe6333b43b987f67fbbc95b,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[16].mgt,complete,,12,12,6,2026203300,8,0.1,1,0,0,0,500,4000,1,200,20,-0.008,0.015468133626741683,293.194904179
79,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V6/seed_2026203301,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V6/seed_2026203301/measurements.csv,208cf527408218563426e22aa5790c28310d6e86ad73a58a075e14b3cadcb5ab,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[17].mgt,complete,,12,12,6,2026203301,8,0.1,1,0,0,0,500,4000,1,200,20,0.013,0.01218497780919302,293.630676542
80,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V6/seed_2026203302,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V6/seed_2026203302/measurements.csv,88faa824ecdff16886f7c75beaa9951007526a2da2e2381bad230de8d46cc149,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[18].mgt,complete,,12,12,6,2026203302,8,0.1,1,0,0,0,500,4000,1,200,20,-0.016,0.01358017130346959,295.216132099
81,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L12/V6/seed_2026203303,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L12/V6/seed_2026203303/measurements.csv,ec9af4a7d0ed54651a65edc15be722414edfb980eeec3d10b8f236ee4efb0de4,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153658[19].mgt,complete,,12,12,6,2026203303,8,0.1,1,0,0,0,500,4000,1,200,20,0.0245,0.013774022078192207,292.983440977
82,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V2/seed_2126202900,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V2/seed_2126202900/measurements.csv,892fe5cbb8a7ba9c2aa69230295addd3b9427aea3f14a56ef6a7211997031ede,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[6].mgt,complete,,12,12,2,2126202900,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,358.536641277
83,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V2/seed_2126202901,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V2/seed_2126202901/measurements.csv,45e03814569cb919a2b096029511e927f7333787d3dfa02b00eabd3ca03f3f02,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[7].mgt,complete,,12,12,2,2126202901,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,356.205024615
84,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V4/seed_2126203100,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V4/seed_2126203100/measurements.csv,05c5b62d5a78b11c10d1da151f0c1718ba2ccadb72d61f9e30a40423e1c6ef38,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[8].mgt,complete,,12,12,4,2126203100,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,338.497091322
85,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V4/seed_2126203101,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V4/seed_2126203101/measurements.csv,03be4ce0970f2345293da23fcbec2d539c76f6f8fdf024973ebf2b108c747eee,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[9].mgt,complete,,12,12,4,2126203101,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,422.405671119
86,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V6/seed_2126203300,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V6/seed_2126203300/measurements.csv,5cf5a8dd1671a9885b7c25332bbf91973e7e8819b6be89c84e3176e8dcee2224,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[10].mgt,complete,,12,12,6,2126203300,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,417.313434452
87,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L12/V6/seed_2126203301,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L12/V6/seed_2126203301/measurements.csv,846601514089a7b3cf880a632b33e8c4b9b6fd4231f0b231d1dd9e9aa44c9f4b,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[11].mgt,complete,,12,12,6,2126203301,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,398.392730364
88,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V2/seed_1926220900,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V2/seed_1926220900/measurements.csv,25d8d6e971efd22d8ff8a6ff628309bd02d0c7091dbe3a48b35d8ae87ddb10d2,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[12].mgt,complete,clean,12,18,2,1926220900,8,0.1,1,0,0,0,500,4000,1,200,20,0.742,0.01284728109675146,498.825677131
89,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V2/seed_1926220901,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V2/seed_1926220901/measurements.csv,be3758602b2be525bd80daaea0273c26737329e7b5f2a62d4514ec2003968d0c,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[13].mgt,complete,clean,12,18,2,1926220901,8,0.1,1,0,0,0,500,4000,1,200,20,0.7315,0.008280446212233028,489.448871294
90,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L12/theta18/V2/seed_1926220902,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L12/theta18/V2/seed_1926220902/measurements.csv,de389d90fca9fb905922b9eb3bacc89afff81d2a73e57d240d2856029d80d692,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153662[14].mgt,complete,clean,12,18,2,1926220902,8,0.1,1,0,0,0,500,4000,1,200,20,0.7565,0.00892291550182067,503.867133752
