measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
2456,624,SIGN_IMAG,9.9999999999999995e-08,0.99999999998950395,4.5815728591614913e-06,1,1,-3.6529782390647768e-14,1,0,6.5370889865326072e-13,4.6519656945073636e-12,5.169201313430806e-13,-0.041377535361101593,-6.9094704985864722e-15,-0.041377535361097686,-3.4570408564507902e-18,-0.027396116647506387,-4.6158149364332974e-15,-0.027396116647501283,2.3375672678935645e-16
