task_id,L,Vf,rate,seed,failure_reason,trigger_flags,tolerance,max_sign_imag,sign_over_tol,max_observable_imag,observable_over_tol,max_green_skew_symmetry_error,green_over_tol,sign_corrections,average_sign,acceptance,measurements_completed,max_excess_ratio,result_tmp,selection_reason
38,26,3.8,0.5,4226003,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG,1e-07,1.0301239106870066e-07,1.0301239106870066,1.2333102877498888e-10,0.0012333102877498889,4.679828596294371e-09,0.04679828596294371,0,0.3444,0.8688622794117647,5000,1.0301239106870066,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0038_L26_V3.80_R0.5_s4226003/result.json.tmp,earliest_compatible_failure
443,34,3.8,0.5,4234012,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG,1e-07,4.5843320818877194e-06,45.843320818877196,1.903841814175501e-12,1.9038418141755012e-05,4.226694234327692e-09,0.04226694234327692,0,0.2484,0.8691215129233512,5000,45.843320818877196,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0443_L34_V3.80_R0.5_s4234012/result.json.tmp,largest_compatible_excess
46,26,3.8,0.5,4226011,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG,1e-07,1.0445485991440967e-06,10.445485991440968,2.3161584219312633e-12,2.3161584219312634e-05,1.4128426196130566e-09,0.014128426196130566,0,0.3724,0.8687501911764706,5000,10.445485991440968,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0046_L26_V3.80_R0.5_s4226011/result.json.tmp,representative_L26_V3.8
187,26,4.0,0.5,4226008,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG,1e-07,6.537127896323066e-07,6.537127896323066,6.517777889809856e-12,6.517777889809856e-05,1.6444071098798857e-08,0.16444071098798857,0,0.2816,0.8620083285714286,5000,6.537127896323066,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0187_L26_V4.00_R0.5_s4226008/result.json.tmp,representative_L26_V4.0
324,26,4.2,0.5,4226001,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG;GREEN_SKEW,1e-07,3.0332644177973903e-06,30.332644177973904,6.67298889096829e-08,0.667298889096829,2.6356542390067633e-07,2.6356542390067634,0,0.224,0.8553067222222223,5000,30.332644177973904,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0324_L26_V4.20_R0.5_s4226001/result.json.tmp,representative_L26_V4.2
577,34,4.0,0.5,4234002,numerical_diagnostic_exceeds_tolerance,SIGN_IMAG,1e-07,1.96139402400435e-06,19.613940240043497,1.956035027417674e-12,1.9560350274176738e-05,3.713292611445297e-08,0.37132926114452974,0,0.1724,0.8624744480519481,5000,19.613940240043497,/home/sunxr/PfQMC-main/reproduction/driven_kitaev/results/driven_critical_rate_ratio/raw/rigorous/task_0577_L34_V4.00_R0.5_s4234002/result.json.tmp,representative_L34_V4.0
