measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
17,656,SIGN_IMAG,9.9999999999999995e-08,0.99999999999999434,-1.019428706079554e-07,1,1,2.791259803866917e-14,1,0,2.6452838960823283e-13,1.4531059107054605e-12,6.3067129488232031e-14,-0.018797092695176949,-1.1338511993510818e-17,-0.01879709269517715,-1.9998345388184959e-18,-0.01932651745943724,3.9214010469203033e-17,-0.019326517459437625,-2.4726478868243011e-17
