bin_index,sample_count,sign_sum,signed_S_pi_numerator,signed_S_pi_dq_numerator
0,17,7,-0.16786819107876988,0.21455689498387562
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
