measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
4620,624,SIGN_IMAG,9.9999999999999995e-08,0.99999999999947065,1.029174153261619e-06,1,1,-2.742448868435357e-13,1,0,5.9427293411906164e-14,3.0404987638855799e-13,6.4170950953782525e-14,-0.020114397552532363,2.3794789042455039e-17,-0.020114397552532321,2.4082031336624163e-18,-0.018887243109849954,2.0561396504893247e-17,-0.018887243109849912,2.7666915652115696e-18
