task_id,campaign,L,V,theta,beta_trial,dt,delta,mu,boundary,hs_scheme,seed,burn,measurements,stabilization_interval,guard,diagnostic_stride,sign_stride,output_dir
256,hs_crosscheck,18,6,18,8,0.1,1,0,0,0,720131,500,3000,10,0,0,20,raw/hs_crosscheck/task_0256_s720131
257,hs_crosscheck,18,6,18,8,0.1,1,0,0,0,720132,500,3000,10,0,0,20,raw/hs_crosscheck/task_0257_s720132
258,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720127,500,3000,10,0,0,20,raw/hs_crosscheck/task_0258_s720127
259,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720128,500,3000,10,0,0,20,raw/hs_crosscheck/task_0259_s720128
260,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720129,500,3000,10,0,0,20,raw/hs_crosscheck/task_0260_s720129
261,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720130,500,3000,10,0,0,20,raw/hs_crosscheck/task_0261_s720130
262,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720131,500,3000,10,0,0,20,raw/hs_crosscheck/task_0262_s720131
263,hs_crosscheck,18,6,18,8,0.1,1,0,0,1,720132,500,3000,10,0,0,20,raw/hs_crosscheck/task_0263_s720132
264,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720133,500,3000,10,0,0,20,raw/hs_crosscheck/task_0264_s720133
265,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720134,500,3000,10,0,0,20,raw/hs_crosscheck/task_0265_s720134
266,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720135,500,3000,10,0,0,20,raw/hs_crosscheck/task_0266_s720135
267,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720136,500,3000,10,0,0,20,raw/hs_crosscheck/task_0267_s720136
268,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720137,500,3000,10,0,0,20,raw/hs_crosscheck/task_0268_s720137
269,hs_crosscheck,18,6,10,8,0.1,1,0,1,0,720138,500,3000,10,0,0,20,raw/hs_crosscheck/task_0269_s720138
270,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720133,500,3000,10,0,0,20,raw/hs_crosscheck/task_0270_s720133
271,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720134,500,3000,10,0,0,20,raw/hs_crosscheck/task_0271_s720134
272,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720135,500,3000,10,0,0,20,raw/hs_crosscheck/task_0272_s720135
273,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720136,500,3000,10,0,0,20,raw/hs_crosscheck/task_0273_s720136
274,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720137,500,3000,10,0,0,20,raw/hs_crosscheck/task_0274_s720137
275,hs_crosscheck,18,6,10,8,0.1,1,0,1,1,720138,500,3000,10,0,0,20,raw/hs_crosscheck/task_0275_s720138
276,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720139,500,3000,10,0,0,20,raw/hs_crosscheck/task_0276_s720139
277,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720140,500,3000,10,0,0,20,raw/hs_crosscheck/task_0277_s720140
278,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720141,500,3000,10,0,0,20,raw/hs_crosscheck/task_0278_s720141
279,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720142,500,3000,10,0,0,20,raw/hs_crosscheck/task_0279_s720142
280,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720143,500,3000,10,0,0,20,raw/hs_crosscheck/task_0280_s720143
281,hs_crosscheck,18,6,18,8,0.1,1,0,1,0,720144,500,3000,10,0,0,20,raw/hs_crosscheck/task_0281_s720144
282,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720139,500,3000,10,0,0,20,raw/hs_crosscheck/task_0282_s720139
283,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720140,500,3000,10,0,0,20,raw/hs_crosscheck/task_0283_s720140
284,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720141,500,3000,10,0,0,20,raw/hs_crosscheck/task_0284_s720141
285,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720142,500,3000,10,0,0,20,raw/hs_crosscheck/task_0285_s720142
286,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720143,500,3000,10,0,0,20,raw/hs_crosscheck/task_0286_s720143
287,hs_crosscheck,18,6,18,8,0.1,1,0,1,1,720144,500,3000,10,0,0,20,raw/hs_crosscheck/task_0287_s720144
