L,V,n_seeds,average_sign,average_sign_error,seed_signs,acceptance_mean,acceptance_error,sign_correction_count,max_sign_imag
6,2,6,0.9103333333333333,0.0013910827118151867,990301:0.906;990302:0.908;990303:0.9124;990304:0.9136;990305:0.908;990306:0.914,0.7374451805555555,3.0285809969249504e-05,0,7.070757356063019e-10
6,3,6,0.6205333333333333,0.0061263728620158655,990301:0.5972;990302:0.6216;990303:0.6204;990304:0.6116;990305:0.6384;990306:0.634,0.6689891944444444,6.802194861826477e-05,0,3.8931855492921917e-07
6,3.5,6,0.5210666666666667,0.005091867153717891,990301:0.502;990302:0.5412;990303:0.5228;990304:0.5192;990305:0.5216;990306:0.5196,0.6410468472222223,8.10489718691692e-05,0,3.619438391607181e-07
6,4,6,0.46186666666666665,0.005012694994821761,990301:0.4448;990302:0.4636;990303:0.4504;990304:0.4784;990305:0.468;990306:0.466,0.6166346527777778,2.12641828124037e-05,0,1.941886755568174e-05
6,4.5,6,0.43873333333333336,0.007010404965319605,990301:0.4516;990302:0.4672;990303:0.4212;990304:0.4296;990305:0.4312;990306:0.4316,0.5950592361111111,6.204904876112048e-05,1,0.00029473978777752396
6,5,6,0.4328,0.0028696108911604535,990301:0.43;990302:0.4388;990303:0.4264;990304:0.4396;990305:0.4384;990306:0.4236,0.5758587638888889,6.490803114958302e-05,2,0.008398907060757223
6,6,6,0.4562,0.005104507811728768,990301:0.4436;990302:0.4556;990303:0.4628;990304:0.4752;990305:0.4584;990306:0.4416,0.5431810416666667,6.779934225481302e-05,4,0.0007416619661108657
