(-7.2760686364858884e-12,0)     (0,0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
   (0,-0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0) (-7.2760686364858884e-12,0)     (0,0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)    (0,-0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)     (0,0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)    (0,-0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)     (0,0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)    (0,-0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)     (0,0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)    (0,-0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)     (0,0.99998771164351952)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)    (0,-0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)     (0,0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0) (-7.2760686364858884e-12,0)    (0,-0.99998771164351952)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
                      (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)     (0,0.99998771164351963) (-7.2759576141834259e-12,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)                       (0,0)
