measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
4047,640,SIGN_IMAG,9.9999999999999995e-08,-0.9999999999980772,1.9613462236255032e-06,-1,-1,-3.0008497028970786e-13,-1,0,2.332565285938886e-13,7.1307295130155385e-13,3.6536690818956805e-12,0.0079039660560677703,-1.4737785915129705e-16,0.0079039660560708616,-4.0625223634276007e-17,0.0027176617020270321,-1.8743662484600603e-16,0.0027176617020296689,-7.1328371417647982e-17
