measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
3863,624,SIGN_IMAG,9.9999999999999995e-08,-0.99999999999999567,1.0240313692305825e-07,-1,-1,-1.7269585176724918e-13,-1,0,6.991890260843668e-14,2.5937135143107775e-13,1.3268937664330448e-13,-0.023844000067217368,3.007256344202323e-18,-0.023844000067217395,1.3430304201334929e-18,-0.02111277996812029,3.8113008930896787e-17,-0.021112779968120377,-8.0620141922085373e-17
