measurement,sign,sign_S_pi,sign_S_pi_dq,S_pi,S_pi_dq,R_CDW,acceptance,green_rebuild_relative_error,raw_sign_mismatch
0,1,0.0992785587266031,0.033938577574706502,0.0992785587266031,0.033938577574706502,0.65814796256090102,0.61736111111111114,1.9474897109465629e-15,0
