measurement,boundary,trigger,threshold,tracked_sign_real,tracked_sign_imag,tracked_eigen_sign,direct_sign_real,direct_sign_imag,direct_eigen_sign,eigen_sign_mismatch,fast_full_green_relative_error,fast_green_skew,full_green_skew,fast_S_pi_real,fast_S_pi_imag,full_S_pi_real,full_S_pi_imag,fast_S_pi_dq_real,fast_S_pi_dq_imag,full_S_pi_dq_real,full_S_pi_dq_imag
1547,640,SIGN_IMAG,9.9999999999999995e-08,0.99999999999986322,-5.2454432000463439e-07,1,1,1.1343937658581934e-14,1,0,1.8680855075159275e-14,1.4976758497072281e-14,5.3006620630238637e-14,-0.027193139137989028,8.2791673261927434e-19,-0.027193139137989066,-3.6175430354100648e-18,-0.023614914897822338,-2.3295300460176182e-17,-0.023614914897822348,-1.6070758433765108e-17
