bin_index,sample_count,sign_sum,signed_S_pi_numerator,signed_S_pi_dq_numerator
0,334,104,4.9981987514855817,2.9316345079952448
1,333,101,4.1685316155261871,2.4828535739329318
2,333,97,-3.4028053092651391,0.1978963027622484
3,334,106,6.2213509766842909,4.8089252786570631
4,213,41,2.2264630354027033,0.82576693384269084
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
