observable,X0,X0_jackknife_err,a
S_pi,0.04568786594091389,0.00015014980388921754,-0.016047000997556092
S_pi_dq,0.035346331776327435,4.617706756541841e-05,-0.0058202507955600995
R_cdw,0.22634623525223055,0.0026781263828020703,-0.14599717285286926
