dt,n_seeds,seed_set,S_pi,S_pi_err,S_pi_dq,S_pi_dq_err,R_cdw,R_cdw_err,average_sign,acceptance,n_bins_per_seed,raw_bin_records
0.05,12,990101;990102;990103;990104;990105;990106;990107;990108;990109;990110;990111;990112,0.04577236430418887,0.00021818521875978391,0.03532352904356777,5.794572829923861e-05,0.2282782508498229,0.003922280615228219,0.8679,0.8156059947916665,15,not_emitted_by_projector_driver
0.1,12,990101;990102;990103;990104;990105;990106;990107;990108;990109;990110;990111;990112,0.04537162609872723,0.00010043259169413191,0.0352984444005853,3.440573830850335e-05,0.2220150028615463,0.0014783551740437143,0.9015666666666666,0.7458663385416667,15,not_emitted_by_projector_driver
0.2,12,990101;990102;990103;990104;990105;990106;990107;990108;990109;990110;990111;990112,0.04507713986745386,0.00017319831700294625,0.03511145871806234,3.472638492822863e-05,0.2210806004705469,0.0024835176967256834,0.9589666666666666,0.6554298645833333,15,not_emitted_by_projector_driver
