hs_scheme,average_sign,acceptance,max_tau_int,direct_comparisons,pm1_sign_mismatches,sign_corrections,max_sign_imag,max_fast_full_green_relative_error
0,0.78965,0.7456265752314816,0.5465002195769042,6000,0,0,8.563037687080456e-08,8.967683379730063e-13
1,1.0,0.8394656412037036,0.9085254344445086,6000,0,0,3.946572302305159e-11,9.939787689537727e-14
