comparison,L,V,theta,delta,mu,boundary,observable,left,right,difference
V0_qmc_vs_gaussian,10,0,10,1,0.7,0,S_pi,0.023467388641736482,0.023467388641736486,-3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,1,0.7,0,S_pi_dq,0.023599028416028508,0.023599028416028504,3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,1,0.7,0,R_cdw,-0.005609476891600407,-0.005609476891599963,-4.440892098500626e-16
V0_qmc_vs_gaussian,10,0,10,1.3,0,0,S_pi,0.02174624384332126,0.021746243843321262,-3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,1.3,0,0,S_pi_dq,0.02237116269290512,0.022371162692905115,3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,1.3,0,0,R_cdw,-0.02873686389641894,-0.028736863896418496,-4.440892098500626e-16
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,0,S_pi,0.020605166878301214,0.020605166878301245,-3.122502256758253e-17
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,0,S_pi_dq,0.02128896734991466,0.021288967349914714,-5.551115123125783e-17
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,0,R_cdw,-0.03318587399229167,-0.03318587399229278,1.1102230246251565e-15
V0_qmc_vs_gaussian,10,0,10,0.5,0,1,S_pi,0.034195681100694195,0.03419568110069433,-1.3877787807814457e-16
V0_qmc_vs_gaussian,10,0,10,0.5,0,1,S_pi_dq,0.03224425293632259,0.032244252936322694,-1.0408340855860843e-16
V0_qmc_vs_gaussian,10,0,10,0.5,0,1,R_cdw,0.05706650961638515,0.05706650961638593,-7.771561172376096e-16
V0_qmc_vs_gaussian,10,0,10,0.5,0.7,1,S_pi,0.030017688086360673,0.030017688086360676,-3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,0.5,0.7,1,S_pi_dq,0.029144874349842958,0.02914487434984296,-3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,0.5,0.7,1,R_cdw,0.02907664754216366,0.02907664754216366,0.0
V0_qmc_vs_gaussian,10,0,10,1,0,1,S_pi,0.025000000000000005,0.025,3.469446951953614e-18
V0_qmc_vs_gaussian,10,0,10,1,0,1,S_pi_dq,0.025000000000000005,0.024999999999999994,1.0408340855860843e-17
V0_qmc_vs_gaussian,10,0,10,1,0,1,R_cdw,0,2.220446049250313e-16,-2.220446049250313e-16
V0_qmc_vs_gaussian,10,0,10,1,0.7,1,S_pi,0.022660039354605692,0.02266003935460572,-2.7755575615628914e-17
V0_qmc_vs_gaussian,10,0,10,1,0.7,1,S_pi_dq,0.022868510153502556,0.02286851015350258,-2.42861286636753e-17
V0_qmc_vs_gaussian,10,0,10,1,0.7,1,R_cdw,-0.009199931016646401,-0.009199931016646179,-2.220446049250313e-16
V0_qmc_vs_gaussian,10,0,10,1.3,0,1,S_pi,0.021413029918465873,0.021413029918465828,4.5102810375396984e-17
V0_qmc_vs_gaussian,10,0,10,1.3,0,1,S_pi_dq,0.02210825930366244,0.022108259303662385,5.551115123125783e-17
V0_qmc_vs_gaussian,10,0,10,1.3,0,1,R_cdw,-0.032467585757073314,-0.03246758575707287,-4.440892098500626e-16
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,1,S_pi,0.019511451842825052,0.01951145184282506,-6.938893903907228e-18
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,1,S_pi_dq,0.02033581572634548,0.020335815726345494,-1.3877787807814457e-17
V0_qmc_vs_gaussian,10,0,10,1.3,0.7,1,R_cdw,-0.04225025847185093,-0.042250258471851154,2.220446049250313e-16
V0_qmc_vs_gaussian,20,0,10,0.5,0,0,S_pi,0.01666610215418316,0.01666610215418316,0.0
V0_qmc_vs_gaussian,20,0,10,0.5,0,0,S_pi_dq,0.016439383313975577,0.016439383313975587,-1.0408340855860843e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0,0,R_cdw,0.013603591176277408,0.013603591176276852,5.551115123125783e-16
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,0,S_pi,0.015218643791122028,0.015218643791122003,2.42861286636753e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,0,S_pi_dq,0.015092635601052673,0.015092635601052682,-8.673617379884035e-18
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,0,R_cdw,0.008279856720403878,0.008279856720401768,2.1094237467877974e-15
V0_qmc_vs_gaussian,20,0,10,1,0,0,S_pi,0.012500000000000002,0.0125,1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0,0,S_pi_dq,0.012500000000000002,0.0125,1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0,0,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,20,0,10,1,0.7,0,S_pi,0.011732930723836956,0.011732930723836958,-1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0.7,0,S_pi_dq,0.011749694189282964,0.011749694189282964,0.0
V0_qmc_vs_gaussian,20,0,10,1,0.7,0,R_cdw,-0.00142875346668081,-0.0014287534666805879,-2.220446049250313e-16
V0_qmc_vs_gaussian,20,0,10,1.3,0,0,S_pi,0.010869565351667306,0.010869565351667311,-5.204170427930421e-18
V0_qmc_vs_gaussian,20,0,10,1.3,0,0,S_pi_dq,0.010950642613748864,0.010950642613748864,0.0
V0_qmc_vs_gaussian,20,0,10,1.3,0,0,R_cdw,-0.007459108019358007,-0.007459108019357563,-4.440892098500626e-16
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,0,S_pi,0.010274336447508923,0.010274336447508968,-4.5102810375396984e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,0,S_pi_dq,0.010364094127134713,0.010364094127134727,-1.3877787807814457e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,0,R_cdw,-0.008736104767870678,-0.00873610476786757,-3.1086244689504383e-15
V0_qmc_vs_gaussian,20,0,10,0.5,0,1,S_pi,0.016875000312122766,0.01687500031212278,-1.3877787807814457e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0,1,S_pi_dq,0.01663397592108635,0.016633975921086362,-1.3877787807814457e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0,1,R_cdw,0.014282926612052771,0.014282926612052771,0.0
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,1,S_pi,0.015113276314480723,0.015113276314480707,1.5612511283791264e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,1,S_pi_dq,0.01499761946637127,0.01499761946637126,1.0408340855860843e-17
V0_qmc_vs_gaussian,20,0,10,0.5,0.7,1,R_cdw,0.007652665491111099,0.007652665491110766,3.3306690738754696e-16
V0_qmc_vs_gaussian,20,0,10,1,0,1,S_pi,0.012500000000000002,0.0125,1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0,1,S_pi_dq,0.012500000000000002,0.0125,1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0,1,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,20,0,10,1,0.7,1,S_pi,0.011531476147157636,0.011531476147157637,-1.734723475976807e-18
V0_qmc_vs_gaussian,20,0,10,1,0.7,1,S_pi_dq,0.011553076315715761,0.011553076315715775,-1.3877787807814457e-17
V0_qmc_vs_gaussian,20,0,10,1,0.7,1,R_cdw,-0.0018731486136274178,-0.001873148613628528,1.1102230246251565e-15
V0_qmc_vs_gaussian,20,0,10,1.3,0,1,S_pi,0.010788043478260708,0.010788043478260692,1.5612511283791264e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0,1,S_pi_dq,0.010873304136902904,0.010873304136902892,1.214306433183765e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0,1,R_cdw,-0.007903255007639443,-0.007903255007639887,4.440892098500626e-16
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,1,S_pi,0.010016455461768445,0.010016455461768457,-1.214306433183765e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,1,S_pi_dq,0.010114146105463436,0.010114146105463448,-1.214306433183765e-17
V0_qmc_vs_gaussian,20,0,10,1.3,0.7,1,R_cdw,-0.009753015332406134,-0.009753015332406134,0.0
V0_qmc_vs_gaussian,40,0,10,0.5,0,0,S_pi,0.008333333328554796,0.008333333328554798,-1.734723475976807e-18
V0_qmc_vs_gaussian,40,0,10,0.5,0,0,S_pi_dq,0.00830455208480228,0.00830455208480228,0.0
V0_qmc_vs_gaussian,40,0,10,0.5,0,0,R_cdw,0.0034537492522824786,0.0034537492522827007,-2.220446049250313e-16
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,0,S_pi,0.00760938779547386,0.007609387795473861,-8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,0,S_pi_dq,0.007593693164982052,0.0075936931649820336,1.8214596497756474e-17
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,0,R_cdw,0.002062535241158736,0.0020625352411612896,-2.55351295663786e-15
V0_qmc_vs_gaussian,40,0,10,1,0,0,S_pi,0.006250000000000001,0.00625,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1,0,0,S_pi_dq,0.006250000000000001,0.00625,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1,0,0,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,40,0,10,1,0.7,0,S_pi,0.005866465354773891,0.005866465354773895,-3.469446951953614e-18
V0_qmc_vs_gaussian,40,0,10,1,0.7,0,S_pi_dq,0.005868569949531981,0.005868569949531986,-4.336808689942018e-18
V0_qmc_vs_gaussian,40,0,10,1,0.7,0,R_cdw,-0.0003587500531947452,-0.0003587500531949672,2.220446049250313e-16
V0_qmc_vs_gaussian,40,0,10,1.3,0,0,S_pi,0.005434782608695638,0.005434782608695643,-5.204170427930421e-18
V0_qmc_vs_gaussian,40,0,10,1.3,0,0,S_pi_dq,0.005444989695279857,0.005444989695279858,-8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1.3,0,0,R_cdw,-0.0018781039314963444,-0.0018781039314954562,-8.881784197001252e-16
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,0,S_pi,0.005137146728311105,0.005137146728311085,2.0816681711721685e-17
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,0,S_pi_dq,0.005148440251553147,0.005148440251553148,-8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,0,R_cdw,-0.002198403868786114,-0.002198403868790555,4.440892098500626e-15
V0_qmc_vs_gaussian,40,0,10,0.5,0,1,S_pi,0.008385416666667641,0.00838541666666763,1.0408340855860843e-17
V0_qmc_vs_gaussian,40,0,10,0.5,0,1,S_pi_dq,0.008355743156995731,0.008355743156995731,0.0
V0_qmc_vs_gaussian,40,0,10,0.5,0,1,R_cdw,0.0035387042590099282,0.003538704259008707,1.2212453270876722e-15
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,1,S_pi,0.007583012982223329,0.007583012982223328,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,1,S_pi_dq,0.007567983444835338,0.007567983444835352,-1.3877787807814457e-17
V0_qmc_vs_gaussian,40,0,10,0.5,0.7,1,R_cdw,0.0019820007460390476,0.0019820007460371603,1.887379141862766e-15
V0_qmc_vs_gaussian,40,0,10,1,0,1,S_pi,0.006250000000000001,0.00625,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1,0,1,S_pi_dq,0.006250000000000001,0.00625,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1,0,1,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,40,0,10,1,0.7,1,S_pi,0.0058161017141765865,0.0058161017141765865,0.0
V0_qmc_vs_gaussian,40,0,10,1,0.7,1,S_pi_dq,0.005818509248438979,0.005818509248438984,-5.204170427930421e-18
V0_qmc_vs_gaussian,40,0,10,1,0.7,1,R_cdw,-0.0004139429433505093,-0.0004139429433513975,8.881784197001252e-16
V0_qmc_vs_gaussian,40,0,10,1.3,0,1,S_pi,0.005414402173913036,0.005414402173913036,0.0
V0_qmc_vs_gaussian,40,0,10,1.3,0,1,S_pi_dq,0.005424873081380486,0.005424873081380483,2.6020852139652106e-18
V0_qmc_vs_gaussian,40,0,10,1.3,0,1,R_cdw,-0.0019338990956192514,-0.0019338990956188074,-4.440892098500626e-16
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,1,S_pi,0.005072687233082023,0.005072687233082022,8.673617379884035e-19
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,1,S_pi_dq,0.0050844802678630405,0.005084480267863052,-1.1275702593849246e-17
V0_qmc_vs_gaussian,40,0,10,1.3,0.7,1,R_cdw,-0.002324810152715129,-0.0023248101527175713,2.4424906541753444e-15
V0_qmc_vs_gaussian,80,0,10,0.5,0,0,S_pi,0.004166666666667379,0.004166666666667391,-1.214306433183765e-17
V0_qmc_vs_gaussian,80,0,10,0.5,0,0,S_pi_dq,0.004163056510369523,0.0041630565103695245,-1.734723475976807e-18
V0_qmc_vs_gaussian,80,0,10,0.5,0,0,R_cdw,0.0008664375114852962,0.0008664375114877387,-2.4424906541753444e-15
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,0,S_pi,0.003804693897226466,0.0038046938972264677,-1.734723475976807e-18
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,0,S_pi_dq,0.003802733946872043,0.003802733946872055,-1.214306433183765e-17
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,0,R_cdw,0.0005151400894173319,0.0005151400894146674,2.6645352591003757e-15
V0_qmc_vs_gaussian,80,0,10,1,0,0,S_pi,0.0031250000000000015,0.003125,1.3010426069826053e-18
V0_qmc_vs_gaussian,80,0,10,1,0,0,S_pi_dq,0.0031250000000000015,0.003125,1.3010426069826053e-18
V0_qmc_vs_gaussian,80,0,10,1,0,0,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,80,0,10,1,0.7,0,S_pi,0.0029332326773869465,0.0029332326773869356,1.0842021724855044e-17
V0_qmc_vs_gaussian,80,0,10,1,0.7,0,S_pi_dq,0.0029334960379481536,0.0029334960379481367,1.691355389077387e-17
V0_qmc_vs_gaussian,80,0,10,1,0.7,0,R_cdw,-8.978509043533478e-05,-8.978509043333638e-05,-1.9984014443252818e-15
V0_qmc_vs_gaussian,80,0,10,1.3,0,0,S_pi,0.0027173913043478364,0.002717391304347833,3.469446951953614e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0,0,S_pi_dq,0.0027186694694670954,0.002718669469467093,2.168404344971009e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0,0,R_cdw,-0.00047036476388728765,-0.00047036476388773174,4.440892098500626e-16
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,0,S_pi,0.0025685733641171863,0.002568573364117191,-4.7704895589362195e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,0,S_pi_dq,0.002569987364151461,0.002569987364151475,-1.431146867680866e-17
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,0,R_cdw,-0.0005505001546881605,-0.0005505001546919353,3.774758283725532e-15
V0_qmc_vs_gaussian,80,0,10,0.5,0,1,S_pi,0.0041796875000006,0.004179687500000603,-3.469446951953614e-18
V0_qmc_vs_gaussian,80,0,10,0.5,0,1,S_pi_dq,0.004176021170546661,0.004176021170546661,0.0
V0_qmc_vs_gaussian,80,0,10,0.5,0,1,R_cdw,0.0008771778880449776,0.0008771778880457548,-7.771561172376096e-16
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,1,S_pi,0.0037981001941690675,0.003798100194169079,-1.1275702593849246e-17
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,1,S_pi_dq,0.003796182089932419,0.003796182089932414,5.204170427930421e-18
V0_qmc_vs_gaussian,80,0,10,0.5,0.7,1,R_cdw,0.000505016755374954,0.0005050167553793949,-4.440892098500626e-15
V0_qmc_vs_gaussian,80,0,10,1,0,1,S_pi,0.0031250000000000006,0.003125,4.336808689942018e-19
V0_qmc_vs_gaussian,80,0,10,1,0,1,S_pi_dq,0.0031250000000000006,0.003125,4.336808689942018e-19
V0_qmc_vs_gaussian,80,0,10,1,0,1,R_cdw,0,0,0.0
V0_qmc_vs_gaussian,80,0,10,1,0.7,1,S_pi,0.0029206417672375594,0.0029206417672375663,-6.938893903907228e-18
V0_qmc_vs_gaussian,80,0,10,1,0.7,1,S_pi_dq,0.0029209240715465518,0.0029209240715465518,0.0
V0_qmc_vs_gaussian,80,0,10,1,0.7,1,R_cdw,-9.665831399074953e-05,-9.665831398852909e-05,-2.220446049250313e-15
V0_qmc_vs_gaussian,80,0,10,1.3,0,1,S_pi,0.0027122961956522074,0.0027122961956522096,-2.168404344971009e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0,1,S_pi_dq,0.0027135908870216242,0.0027135908870216234,8.673617379884035e-19
V0_qmc_vs_gaussian,80,0,10,1.3,0,1,R_cdw,-0.0004773414391436859,-0.00047734143914257565,-1.1102230246251565e-15
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,1,S_pi,0.0025524584903290765,0.002552458490329071,5.637851296924623e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,1,S_pi_dq,0.002553903772336897,0.0025539037723368917,5.204170427930421e-18
V0_qmc_vs_gaussian,80,0,10,1.3,0.7,1,R_cdw,-0.000566231346482704,-0.0005662313464829261,2.220446049250313e-16
