comparison,group,seed,observable,left,right,difference
hs0_minus_hs1,18|6|10|0,720125,S_pi_dq,0.13824698727671608,0.009316506323217181,0.1289304809534989
hs0_minus_hs1,18|6|10|0,720125,R_cdw,1.7935409250410843,0.9502273748405546,0.8433135502005297
hs0_minus_hs1,18|6|10|0,720125,average_sign,0.036,1,-0.964
hs0_minus_hs1,10|4|18|0,720034,S_pi,0.09525384605610449,0.12084903439235888,-0.02559518833625439
hs0_minus_hs1,10|4|18|0,720034,S_pi_dq,0.01719234217974415,0.030155264728132954,-0.012962922548388805
hs0_minus_hs1,10|4|18|0,720034,R_cdw,0.8195102571541535,0.7504716121253541,0.06903864502879942
hs0_minus_hs1,10|4|18|0,720034,average_sign,0.04933333333333333,1,-0.9506666666666667
hs0_minus_hs1,10|6|18|1,720072,S_pi,0.20376455377514535,0.1683048045603658,0.03545974921477954
hs0_minus_hs1,10|6|18|1,720072,S_pi_dq,0.014139282912382608,0.020506112541686623,-0.006366829629304014
hs0_minus_hs1,10|6|18|1,720072,R_cdw,0.9306097029614614,0.8781608606168357,0.05244884234462566
hs0_minus_hs1,10|6|18|1,720072,average_sign,0.10266666666666667,1,-0.8973333333333333
hs0_minus_hs1,18|4|10|1,720113,S_pi,0.051217306301158595,0.0835042862600949,-0.032286979958936306
hs0_minus_hs1,18|4|10|1,720113,S_pi_dq,0.04082878914069204,0.02793535464373925,0.01289343449695279
hs0_minus_hs1,18|4|10|1,720113,R_cdw,0.2028321657406562,0.6654620272218408,-0.46262986148118457
hs0_minus_hs1,18|4|10|1,720113,average_sign,0.051333333333333335,1,-0.9486666666666667
hs0_minus_hs1,18|2|10|1,720086,S_pi,0.024608060163492314,0.024257359491947975,0.0003507006715443399
hs0_minus_hs1,18|2|10|1,720086,S_pi_dq,0.02277801488646299,0.02271545655074287,6.255833572011912e-05
hs0_minus_hs1,18|2|10|1,720086,R_cdw,0.07436771792944163,0.0635643356696316,0.010803382259810035
hs0_minus_hs1,18|2|10|1,720086,average_sign,0.7926666666666666,1,-0.20733333333333337
hs0_minus_hs1,10|6|10|1,720065,S_pi,0.26582627473599607,0.16910049609660588,0.09672577863939019
hs0_minus_hs1,10|6|10|1,720065,S_pi_dq,-0.0019113430228529906,0.020296863523690867,-0.022208206546543856
hs0_minus_hs1,10|6|10|1,720065,R_cdw,1.0071901960208833,0.8799715909047634,0.12721860511611993
hs0_minus_hs1,10|6|10|1,720065,average_sign,0.234,1,-0.766
hs0_minus_hs1,10|4|10|0,720028,S_pi,0.14851638200333037,0.1211890771676408,0.02732730483568957
hs0_minus_hs1,10|4|10|0,720028,S_pi_dq,0.018566237377085962,0.029764969789530124,-0.011198732412444162
hs0_minus_hs1,10|4|10|0,720028,R_cdw,0.8749886232976667,0.7543923059307048,0.12059631736696186
hs0_minus_hs1,10|4|10|0,720028,average_sign,0.14066666666666666,1,-0.8593333333333333
hs0_minus_hs1,10|4|10|0,720026,S_pi,0.1262212111710123,0.12377966016684132,0.0024415510041709693
hs0_minus_hs1,10|4|10|0,720026,S_pi_dq,0.02570564428160218,0.02941688866603948,-0.0037112443844373004
hs0_minus_hs1,10|4|10|0,720026,R_cdw,0.796344496752019,0.7623447291227916,0.033999767629227406
hs0_minus_hs1,10|4|10|0,720026,average_sign,0.132,1,-0.868
hs0_minus_hs1,18|6|18|0,720127,S_pi,0.6351634682099492,0.19166622383691803,0.4434972443730312
hs0_minus_hs1,18|6|18|0,720127,S_pi_dq,-0.017371910708445872,0.008144869226289389,-0.02551677993473526
hs0_minus_hs1,18|6|18|0,720127,R_cdw,1.027350298904004,0.9575049319424189,0.06984536696158505
hs0_minus_hs1,18|6|18|0,720127,average_sign,0.006666666666666667,1,-0.9933333333333333
hs0_minus_hs1,10|6|18|0,720056,S_pi,1.2815403933365277,0.19053593196263566,1.091004461373892
hs0_minus_hs1,10|6|18|0,720056,S_pi_dq,-0.12493609925042953,0.01426061925225905,-0.13919671850268858
hs0_minus_hs1,10|6|18|0,720056,R_cdw,1.0974890061211062,0.9251552234512093,0.17233378266989696
hs0_minus_hs1,10|6|18|0,720056,average_sign,0.016666666666666666,1,-0.9833333333333333
hs0_minus_hs1,10|6|18|0,720059,S_pi,0.3243297608723915,0.18878073842764345,0.13554902244474806
hs0_minus_hs1,10|6|18|0,720059,S_pi_dq,-0.03820144828822617,0.014886733150196771,-0.05308818143842294
hs0_minus_hs1,10|6|18|0,720059,R_cdw,1.11778582448145,0.9211427327057383,0.1966430917757117
hs0_minus_hs1,10|6|18|0,720059,average_sign,0.08,1,-0.92
hs0_minus_hs1,10|2|18|0,720010,S_pi,0.046673994410426904,0.045280513953521166,0.001393480456905738
hs0_minus_hs1,10|2|18|0,720010,S_pi_dq,0.03515703377555966,0.03532878064272969,-0.00017174686717003063
