kind,comparison,seed,metric,task_a,task_b,value_a,value_b,difference_b_minus_a,physics_pair_valid
guard,V4_off_vs_on,740009,max_observable_imag,20,26,7.039164471323373e-12,7.039164471323373e-12,0.0,1
guard,V4_off_vs_on,740009,diagnostic_relative_frobenius_max,20,26,1.0658662767396451e-13,1.0658662767396451e-13,0.0,1
guard,V4_off_vs_on,740009,diagnostic_S_pi_abs_diff_max,20,26,1.8318679906315083e-15,1.8318679906315083e-15,0.0,1
guard,V4_off_vs_on,740009,diagnostic_R_cdw_abs_diff_max,20,26,1.2612133559741778e-13,1.2612133559741778e-13,0.0,1
guard,V4_off_vs_on,740009,diagnostic_sign_mismatch_count,20,26,0.0,0.0,0.0,1
guard,V4_off_vs_on,740010,S_pi,21,27,0.14938149275107057,0.14938149275107057,0.0,1
guard,V4_off_vs_on,740010,S_pi_dq,21,27,0.025056857505664595,0.025056857505664595,0.0,1
guard,V4_off_vs_on,740010,R_cdw,21,27,0.8322626381340333,0.8322626381340333,0.0,1
guard,V4_off_vs_on,740010,average_sign,21,27,0.13333333333333333,0.13333333333333333,0.0,1
guard,V4_off_vs_on,740010,acceptance,21,27,0.628134,0.628134,0.0,1
guard,V4_off_vs_on,740010,sign_corrections,21,27,0.0,0.0,0.0,1
guard,V4_off_vs_on,740010,max_sign_imag,21,27,3.9608102984422033e-05,8.454329134494371e-05,4.493518836052168e-05,1
guard,V4_off_vs_on,740010,max_observable_imag,21,27,2.708153634767711e-12,2.708153634767711e-12,0.0,1
guard,V4_off_vs_on,740010,diagnostic_relative_frobenius_max,21,27,3.0712400886325805e-14,3.0712400886325805e-14,0.0,1
guard,V4_off_vs_on,740010,diagnostic_S_pi_abs_diff_max,21,27,3.885780586188048e-16,3.885780586188048e-16,0.0,1
guard,V4_off_vs_on,740010,diagnostic_R_cdw_abs_diff_max,21,27,5.023759186428833e-15,5.023759186428833e-15,0.0,1
guard,V4_off_vs_on,740010,diagnostic_sign_mismatch_count,21,27,0.0,0.0,0.0,1
guard,V4_off_vs_on,740011,S_pi,22,28,0.08285815100951112,0.08285815100951112,0.0,1
guard,V4_off_vs_on,740011,S_pi_dq,22,28,0.03845293208815057,0.03845293208815057,0.0,1
guard,V4_off_vs_on,740011,R_cdw,22,28,0.5359185352357593,0.5359185352357593,0.0,1
guard,V4_off_vs_on,740011,average_sign,22,28,0.16866666666666666,0.16866666666666666,0.0,1
guard,V4_off_vs_on,740011,acceptance,22,28,0.6278234166666666,0.6278234166666666,0.0,1
guard,V4_off_vs_on,740011,sign_corrections,22,28,0.0,0.0,0.0,1
guard,V4_off_vs_on,740011,max_sign_imag,22,28,9.408771404026404e-08,7.159680742295088e-07,6.218803601892448e-07,1
guard,V4_off_vs_on,740011,max_observable_imag,22,28,3.270966695626104e-10,3.270966695626104e-10,0.0,1
guard,V4_off_vs_on,740011,diagnostic_relative_frobenius_max,22,28,1.892239647110212e-14,1.892239647110212e-14,0.0,1
guard,V4_off_vs_on,740011,diagnostic_S_pi_abs_diff_max,22,28,6.38378239159465e-16,6.38378239159465e-16,0.0,1
guard,V4_off_vs_on,740011,diagnostic_R_cdw_abs_diff_max,22,28,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1
guard,V4_off_vs_on,740011,diagnostic_sign_mismatch_count,22,28,0.0,0.0,0.0,1
guard,V4_off_vs_on,740012,S_pi,23,29,0.05890405859460355,0.05890405859460355,0.0,1
guard,V4_off_vs_on,740012,S_pi_dq,23,29,0.03929913335290676,0.03929913335290676,0.0,1
guard,V4_off_vs_on,740012,R_cdw,23,29,0.3328280887506261,0.3328280887506261,0.0,1
guard,V4_off_vs_on,740012,average_sign,23,29,0.118,0.118,0.0,1
guard,V4_off_vs_on,740012,acceptance,23,29,0.6279019166666666,0.6279019166666666,0.0,1
guard,V4_off_vs_on,740012,sign_corrections,23,29,0.0,0.0,0.0,1
guard,V4_off_vs_on,740012,max_sign_imag,23,29,5.96260721741487e-07,4.550563608695365e-07,-1.4120436087195044e-07,1
guard,V4_off_vs_on,740012,max_observable_imag,23,29,2.8732358297482126e-12,2.8732358297482126e-12,0.0,1
guard,V4_off_vs_on,740012,diagnostic_relative_frobenius_max,23,29,2.2857080345510684e-14,2.2857080345510684e-14,0.0,1
guard,V4_off_vs_on,740012,diagnostic_S_pi_abs_diff_max,23,29,1.6653345369377348e-16,1.6653345369377348e-16,0.0,1
guard,V4_off_vs_on,740012,diagnostic_R_cdw_abs_diff_max,23,29,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1
guard,V4_off_vs_on,740012,diagnostic_sign_mismatch_count,23,29,0.0,0.0,0.0,1
guard,V6_off_vs_on,740013,S_pi,30,36,0.23382151248023214,0.23382151248023214,0.0,1
guard,V6_off_vs_on,740013,S_pi_dq,30,36,0.014759566039835794,0.014759566039835794,0.0,1
guard,V6_off_vs_on,740013,R_cdw,30,36,0.936876783135668,0.936876783135668,0.0,1
guard,V6_off_vs_on,740013,average_sign,30,36,0.17066666666666666,0.17066666666666666,0.0,1
guard,V6_off_vs_on,740013,acceptance,30,36,0.5602316666666667,0.5602316666666667,0.0,1
guard,V6_off_vs_on,740013,sign_corrections,30,36,0.0,0.0,0.0,1
guard,V6_off_vs_on,740013,max_sign_imag,30,36,3.781496751380069e-05,8.863673823565634e-06,-2.8951293690235056e-05,1
guard,V6_off_vs_on,740013,max_observable_imag,30,36,2.516541284677967e-12,2.516541284677967e-12,0.0,1
guard,V6_off_vs_on,740013,diagnostic_relative_frobenius_max,30,36,4.8643500321199917e-14,4.8643500321199917e-14,0.0,1
guard,V6_off_vs_on,740013,diagnostic_S_pi_abs_diff_max,30,36,1.609823385706477e-15,1.609823385706477e-15,0.0,1
guard,V6_off_vs_on,740013,diagnostic_R_cdw_abs_diff_max,30,36,2.3092638912203256e-13,2.3092638912203256e-13,0.0,1
guard,V6_off_vs_on,740013,diagnostic_sign_mismatch_count,30,36,0.0,0.0,0.0,1
guard,V6_off_vs_on,740014,S_pi,31,37,0.14582753633877188,0.20901067651742136,0.06318314017864948,1
guard,V6_off_vs_on,740014,S_pi_dq,31,37,0.012589022323797544,0.016862994366702418,0.004273972042904873,1
guard,V6_off_vs_on,740014,R_cdw,31,37,0.9136718438789777,0.9193199378726624,0.005648093993684711,1
guard,V6_off_vs_on,740014,average_sign,31,37,0.15466666666666667,0.17466666666666666,0.01999999999999999,1
guard,V6_off_vs_on,740014,acceptance,31,37,0.56058925,0.5603726666666666,-0.00021658333333340885,1
guard,V6_off_vs_on,740014,sign_corrections,31,37,1.0,1.0,0.0,1
guard,V6_off_vs_on,740014,max_sign_imag,31,37,3.9609904884673613e-05,1.6530194252575545e-06,-3.795688545941606e-05,1
guard,V6_off_vs_on,740014,max_observable_imag,31,37,4.750854397265603e-12,1.2476999223731379e-12,-3.503154474892465e-12,1
guard,V6_off_vs_on,740014,diagnostic_relative_frobenius_max,31,37,3.817661894960516e-13,2.3433355351616874e-13,-1.4743263597988287e-13,1
guard,V6_off_vs_on,740014,diagnostic_S_pi_abs_diff_max,31,37,4.440892098500626e-16,2.609024107869118e-15,2.1649348980190553e-15,1
guard,V6_off_vs_on,740014,diagnostic_R_cdw_abs_diff_max,31,37,7.438494264988549e-15,3.730349362740526e-13,3.6559644200906405e-13,1
guard,V6_off_vs_on,740014,diagnostic_sign_mismatch_count,31,37,0.0,0.0,0.0,1
guard,V6_off_vs_on,740015,S_pi,32,38,0.21056832192479585,0.21056832192479585,0.0,1
guard,V6_off_vs_on,740015,S_pi_dq,32,38,0.005308370172547976,0.005308370172547976,0.0,1
guard,V6_off_vs_on,740015,R_cdw,32,38,0.9747902717558634,0.9747902717558634,0.0,1
guard,V6_off_vs_on,740015,average_sign,32,38,0.11666666666666667,0.11666666666666667,0.0,1
guard,V6_off_vs_on,740015,acceptance,32,38,0.5602930833333334,0.5602930833333334,0.0,1
guard,V6_off_vs_on,740015,sign_corrections,32,38,1.0,1.0,0.0,1
guard,V6_off_vs_on,740015,max_sign_imag,32,38,6.426984986788342e-06,6.321025933403727e-06,-1.0595905338461472e-07,1
guard,V6_off_vs_on,740015,max_observable_imag,32,38,2.59677483271225e-12,2.59677483271225e-12,0.0,1
guard,V6_off_vs_on,740015,diagnostic_relative_frobenius_max,32,38,2.5222852788845496e-13,2.5222852788845496e-13,0.0,1
guard,V6_off_vs_on,740015,diagnostic_S_pi_abs_diff_max,32,38,6.161737786669619e-15,6.161737786669619e-15,0.0,1
guard,V6_off_vs_on,740015,diagnostic_R_cdw_abs_diff_max,32,38,6.80566714095221e-14,6.80566714095221e-14,0.0,1
guard,V6_off_vs_on,740015,diagnostic_sign_mismatch_count,32,38,0.0,0.0,0.0,1
guard,V6_off_vs_on,740016,S_pi,33,39,0.14944364326243387,0.14944364326243387,0.0,1
guard,V6_off_vs_on,740016,S_pi_dq,33,39,0.015679497645244005,0.015679497645244005,0.0,1
guard,V6_off_vs_on,740016,R_cdw,33,39,0.8950808659173969,0.8950808659173969,0.0,1
guard,V6_off_vs_on,740016,average_sign,33,39,0.166,0.166,0.0,1
guard,V6_off_vs_on,740016,acceptance,33,39,0.560705,0.560705,0.0,1
guard,V6_off_vs_on,740016,sign_corrections,33,39,0.0,0.0,0.0,1
guard,V6_off_vs_on,740016,max_sign_imag,33,39,1.86876248065613e-05,3.692458501308992e-06,-1.4995166305252307e-05,1
guard,V6_off_vs_on,740016,max_observable_imag,33,39,7.925113698756803e-12,7.925113698756803e-12,0.0,1
guard,V6_off_vs_on,740016,diagnostic_relative_frobenius_max,33,39,4.957921510658127e-14,4.957921510658127e-14,0.0,1
guard,V6_off_vs_on,740016,diagnostic_S_pi_abs_diff_max,33,39,1.1657341758564144e-15,1.1657341758564144e-15,0.0,1
guard,V6_off_vs_on,740016,diagnostic_R_cdw_abs_diff_max,33,39,1.0436096431476471e-14,1.0436096431476471e-14,0.0,1
guard,V6_off_vs_on,740016,diagnostic_sign_mismatch_count,33,39,0.0,0.0,0.0,1
guard,V6_off_vs_on,740017,S_pi,34,40,0.18398687938419533,0.12891523605747093,-0.0550716433267244,1
guard,V6_off_vs_on,740017,S_pi_dq,34,40,0.028584342028788602,0.02990260007547114,0.001318258046682539,1
guard,V6_off_vs_on,740017,R_cdw,34,40,0.8446392366430667,0.7680444841900578,-0.07659475245300895,1
guard,V6_off_vs_on,740017,average_sign,34,40,0.126,0.15533333333333332,0.029333333333333322,1
guard,V6_off_vs_on,740017,acceptance,34,40,0.5604855,0.5604829166666667,-2.583333333250337e-06,1
guard,V6_off_vs_on,740017,sign_corrections,34,40,1.0,1.0,0.0,1
guard,V6_off_vs_on,740017,max_sign_imag,34,40,0.0003013112945556326,9.858826551928154e-07,-0.0003003254119004398,1
guard,V6_off_vs_on,740017,max_observable_imag,34,40,3.6050066150023137e-12,1.7741535447126818e-12,-1.830853070289632e-12,1
guard,V6_off_vs_on,740017,diagnostic_relative_frobenius_max,34,40,5.142868521679819e-13,1.727568799177709e-12,1.213281947009727e-12,1
guard,V6_off_vs_on,740017,diagnostic_S_pi_abs_diff_max,34,40,2.0816681711721685e-15,7.216449660063518e-16,-1.3600232051658168e-15,1
guard,V6_off_vs_on,740017,diagnostic_R_cdw_abs_diff_max,34,40,2.255973186038318e-13,2.9531932455029164e-13,6.972200594645983e-14,1
guard,V6_off_vs_on,740017,diagnostic_sign_mismatch_count,34,40,0.0,0.0,0.0,1
guard,V6_off_vs_on,740018,S_pi,35,41,0.14171458885432003,0.14171458885432003,0.0,1
guard,V6_off_vs_on,740018,S_pi_dq,35,41,0.011655140111341625,0.011655140111341625,0.0,1
guard,V6_off_vs_on,740018,R_cdw,35,41,0.9177562436897524,0.9177562436897524,0.0,1
guard,V6_off_vs_on,740018,average_sign,35,41,0.15266666666666667,0.15266666666666667,0.0,1
guard,V6_off_vs_on,740018,acceptance,35,41,0.5604114166666667,0.5604114166666667,0.0,1
guard,V6_off_vs_on,740018,sign_corrections,35,41,0.0,0.0,0.0,1
guard,V6_off_vs_on,740018,max_sign_imag,35,41,2.772780729551268e-06,7.101344082084374e-07,-2.0626463213428304e-06,1
guard,V6_off_vs_on,740018,max_observable_imag,35,41,1.2030984149872043e-11,1.2030984149872043e-11,0.0,1
guard,V6_off_vs_on,740018,diagnostic_relative_frobenius_max,35,41,4.6565682698974e-13,4.6565682698974e-13,0.0,1
guard,V6_off_vs_on,740018,diagnostic_S_pi_abs_diff_max,35,41,6.38378239159465e-16,6.38378239159465e-16,0.0,1
guard,V6_off_vs_on,740018,diagnostic_R_cdw_abs_diff_max,35,41,2.55351295663786e-14,2.55351295663786e-14,0.0,1
guard,V6_off_vs_on,740018,diagnostic_sign_mismatch_count,35,41,0.0,0.0,0.0,1
