campaign,L,V,theta,delta,mu,boundary,hs_scheme,stabilization_interval,guard,n,S_pi,S_pi_seed_sem,S_pi_dq,S_pi_dq_seed_sem,R_cdw,R_cdw_seed_sem,average_sign,average_sign_seed_sem,sign_corrections,diagnostic_sign_mismatch_count,max_sign_imag,max_fast_full_green_rel
hs_crosscheck,18,2,18,1,0,1,1,10,0,6,0.024537488436531234,8.723275254950411e-05,0.02275380929095289,5.122927619401112e-05,0.07262037476543164,0.004476978568913551,1.0,0.0,0.0,0.0,1.554657023398042e-11,0.0
hs_crosscheck,18,4,10,1,0,0,0,10,0,6,-0.24105841351387516,0.23314381898583747,0.12612052610859736,0.05983486444098605,1.0093258457970657,0.2371968343917263,0.01966666666666667,0.008382963322958898,0.0,0.0,0.004025863278553708,0.0
hs_crosscheck,18,4,10,1,0,0,1,10,0,6,0.09319718921345665,0.0010002409156829972,0.025247434717849956,0.000262225969414844,0.7288041503408448,0.0055912967369255474,1.0,0.0,0.0,0.0,9.168896530332747e-09,0.0
hs_crosscheck,18,4,10,1,0,1,0,10,0,6,0.05852699243334764,0.028060077635435148,0.022691807374844247,0.027652437846014285,-2.5048355945887595,2.348734242142927,0.04533333333333334,0.009831167369740577,0.0,0.0,0.00021505053257738058,0.0
hs_crosscheck,18,4,10,1,0,1,1,10,0,6,0.08082339769715345,0.0007704417125391198,0.028496898317973283,0.00019698631196421996,0.6471643821300976,0.0055230727229433054,1.0,0.0,0.0,0.0,2.132371426955259e-06,0.0
hs_crosscheck,18,4,18,1,0,0,0,10,0,6,-0.036138369997306095,0.20327316010896762,0.12692701626598027,0.0785499139553062,1.4542226010201118,0.2711804771889661,-0.0018888888888888896,0.007719943708615855,2.0,0.0,0.003235314926830212,0.0
hs_crosscheck,18,4,18,1,0,0,1,10,0,6,0.09374496515550225,0.0011462054319783751,0.02513213074459715,0.0001981052849912198,0.7316006604543183,0.005193274438422927,1.0,0.0,0.0,0.0,9.722026219583603e-09,0.0
hs_crosscheck,18,4,18,1,0,1,0,10,0,6,-0.497018426449845,0.43544886738106836,0.352225166971243,0.3261127417398397,-1.411057612728702,2.564679495641664,0.006777777777777778,0.0036894912493475773,0.0,0.0,0.0005459579091408957,0.0
hs_crosscheck,18,4,18,1,0,1,1,10,0,6,0.08088086263853465,0.00038210578483705536,0.028299478220278045,0.00011158705410039298,0.6500408790027906,0.0029619128070536706,1.0,0.0,0.0,0.0,4.220311198572095e-06,0.0
hs_crosscheck,18,6,10,1,0,0,0,10,0,6,0.19669541750907849,0.5110686985435777,0.2098707253358827,0.36239040147098883,0.9111161272948407,0.5877368896318628,0.01388888888888889,0.007145921741165669,2.0,0.0,0.019687052538916037,0.0
hs_crosscheck,18,6,10,1,0,0,1,10,0,6,0.1899291038826326,0.00170044092564823,0.00850077322552476,0.0003810667458704648,0.955133267621263,0.002450992281580854,1.0,0.0,0.0,0.0,3.169329211477111e-07,0.0
hs_crosscheck,18,6,10,1,0,1,0,10,0,6,-0.003501161593805711,0.260433271461681,-0.012518068778725832,0.08975095895650972,0.7670342484907481,0.3264442937816175,0.02644444444444444,0.009986163266746817,1.0,0.0,0.0001833127553658388,0.0
hs_crosscheck,18,6,10,1,0,1,1,10,0,6,0.1719274286110817,0.0013664179503335215,0.012316928135793668,0.00039266211967536484,0.9282510903041823,0.002834790886833795,1.0,0.0,0.0,0.0,2.1722408652439557e-06,0.0
hs_crosscheck,18,6,18,1,0,0,0,10,0,6,0.43395556754215464,0.21298741408598554,0.05048795912359041,0.13911822659772183,-2.3182931336800583,1.9520881335457336,0.0034444444444444444,0.00599608926048913,4.0,0.0,0.001670373217846394,0.0
hs_crosscheck,18,6,18,1,0,0,1,10,0,6,0.18967325443383123,0.0013013575508778958,0.008662504425554057,0.00034453974518566273,0.9542563449488634,0.0021467254157470647,1.0,0.0,0.0,0.0,8.247380096137259e-07,0.0
hs_crosscheck,18,6,18,1,0,1,0,10,0,6,0.8797202957205604,0.35639437706549054,-0.5658477373535563,0.15227715427107452,1.483427530489699,0.2427333772041931,-0.0011111111111111115,0.004981942702041018,3.0,0.0,0.0036367484070078406,0.0
hs_crosscheck,18,6,18,1,0,1,1,10,0,6,0.17618908671933772,0.0015014243292033548,0.011028195225750798,0.0003892328862931386,0.9372873317613467,0.0028154497845989937,1.0,0.0,0.0,0.0,3.6596499705575347e-05,0.0
