campaign,L,V,theta,delta,mu,boundary,hs_scheme,stabilization_interval,guard,n,S_pi,S_pi_seed_sem,S_pi_dq,S_pi_dq_seed_sem,R_cdw,R_cdw_seed_sem,average_sign,average_sign_seed_sem,sign_corrections,diagnostic_sign_mismatch_count,max_sign_imag,max_fast_full_green_rel
known_physics,10,3.6,10,1,0,1,1,10,0,4,0.09339068806412087,0.00022572142430852415,0.03679604594360304,0.00010727230971482896,0.6059912051742578,0.0015506245758466586,1.0,0.0,0.0,0.0,7.400758356294592e-09,0.0
known_physics,10,3.8,10,1,0,1,1,10,0,4,0.09904475399521065,0.0008497520512569058,0.03599285109123851,0.0002427711503445197,0.6364652205325618,0.005420469843761565,1.0,0.0,0.0,0.0,2.3016237582727587e-08,0.0
known_physics,10,4,10,1,0,1,1,10,0,4,0.10438660499684474,0.000793261366702871,0.0353099476560937,0.0002557806195074715,0.6616360075578005,0.004747285799919304,1.0,0.0,0.0,0.0,1.7730795062322002e-07,0.0
known_physics,10,4,15,1,0,1,1,10,0,4,0.10585743789036922,0.0004848242475564735,0.035037016877452115,0.0002455498563696809,0.6689692568963208,0.003693442466854586,1.0,0.0,0.0,0.0,3.6712826705481107e-07,0.0
known_physics,10,4.2,10,1,0,1,1,10,0,4,0.11335708250121265,0.0009082759418006668,0.03328165774981902,0.0002816016524978802,0.706289558559358,0.00471555324585615,1.0,0.0,0.0,0.0,1.2027664467410084e-07,0.0
known_physics,10,4.4,10,1,0,1,1,10,0,4,0.12069670805294229,0.0010591926585699477,0.03187827653297922,0.0003577320820692974,0.7357402543029044,0.0053610688763795055,1.0,0.0,0.0,0.0,2.6980022403560335e-07,0.0
known_physics,18,3.6,18,1,0,1,1,10,0,4,0.06079297517530695,0.00034015355581673893,0.03039362701247224,0.0002560591986765873,0.49994461562327797,0.006653876751270838,1.0,0.0,0.0,0.0,6.937289969979603e-08,0.0
known_physics,18,3.8,18,1,0,1,1,10,0,4,0.0698502816232221,0.0004622203165063195,0.029765169158735706,0.00018518860192159127,0.5737677466994673,0.005321324953804416,1.0,0.0,0.0,0.0,5.032851508185967e-07,0.0
known_physics,18,4,18,1,0,1,1,10,0,4,0.07944330921378137,0.0013265817184215617,0.028728489372035787,0.00028858092635453267,0.6379196342076315,0.009255356576247565,1.0,0.0,0.0,0.0,7.67851259157454e-08,0.0
known_physics,18,4,27,1,0,1,1,10,0,4,0.0795188960781346,0.0010634286531174004,0.02867178110880915,0.00018051771169749078,0.6391740072850508,0.006697781858209883,1.0,0.0,0.0,0.0,4.19095075812843e-07,0.0
known_physics,18,4.2,18,1,0,1,1,10,0,4,0.08904448203899662,0.0003997492341821169,0.027748656271548766,7.787601355326646e-05,0.6883499303317138,0.0019042601251584759,1.0,0.0,0.0,0.0,4.3670759028545766e-07,0.0
known_physics,18,4.4,18,1,0,1,1,10,0,4,0.10184316234212544,0.0018352128589235446,0.025446380383739108,0.000516842395422474,0.7496468469805826,0.009227324564439135,1.0,0.0,0.0,0.0,2.9050241963274954e-06,0.0
known_physics,26,3.6,26,1,0,1,1,10,0,4,0.046245802801253906,0.0007214489506539034,0.025523778090367794,0.00016823809993644117,0.44760452366618675,0.010782093441146565,1.0,0.0,0.0,0.0,1.2004073632761218e-07,0.0
known_physics,26,3.8,26,1,0,1,1,10,0,4,0.054705127067513834,0.0006826082244054798,0.02595786798176486,0.00014038597659044833,0.5252326328600359,0.007398464404955409,1.0,0.0,0.0,0.0,1.4082084081805973e-06,0.0
known_physics,26,4,26,1,0,1,1,10,0,4,0.06457220211412532,0.0010266262849093848,0.02555754751555651,0.00033461700251739477,0.6037253142800055,0.010620822421153935,1.0,0.0,0.0,0.0,4.464711048631079e-06,0.0
known_physics,26,4.2,26,1,0,1,1,10,0,4,0.08180390995491738,0.0009363932922738027,0.023299423927928033,0.00021117918189521943,0.7149848139946415,0.005758403300755089,1.0,0.0,0.0,0.0,1.55564241863112e-06,0.0
known_physics,26,4.4,26,1,0,1,1,10,0,4,0.09351761263548351,0.0018161016107457208,0.02184361414188167,0.0002956617346033487,0.7659870625942998,0.007602745224764902,1.0,0.0,0.0,0.0,1.6413404628593089e-06,0.0
known_physics,34,3.6,34,1,0,1,1,10,0,4,0.035130208631397854,0.00025322860607358914,0.0224838805185523,0.00016209207198037069,0.35981226032486446,0.00857047770941134,1.0,0.0,0.0,0.0,5.856154594305364e-07,0.0
known_physics,34,3.8,34,1,0,1,1,10,0,4,0.04571195371348614,0.0006450067109578763,0.02259530896289898,7.707205360997911e-05,0.5053675220319627,0.008035761320244935,1.0,0.0,0.0,0.0,0.00015120538992472707,0.0
stability,10,4,10,1,0,0,0,10,0,6,0.144557878936539,0.028675836264822483,0.030877997550431618,0.006027252243164968,0.7179128283007447,0.09531332467466987,0.14144444444444443,0.006918395589359154,0.0,0.0,3.9608102984422033e-05,1.0658662767396451e-13
stability,10,4,10,1,0,0,0,10,1,6,0.144557878936539,0.028675836264822483,0.030877997550431618,0.006027252243164968,0.7179128283007447,0.09531332467466987,0.14144444444444443,0.006918395589359154,0.0,0.0,8.454329134494371e-05,1.0658662767396451e-13
stability,10,6,10,1,0,0,0,10,0,6,0.1775604137074582,0.015682882544199188,0.014762656386925923,0.0031392380800254836,0.9138025408367875,0.01770276493192506,0.14777777777777779,0.008887222065942918,3.0,0.0,0.0003013112945556326,5.142868521679819e-13
stability,18,4,18,1,0,0,0,10,0,6,-1.3373836621322708,1.956875833788919,0.9450875084082307,1.3668418913686815,1.2087663597034035,0.4900916499479298,-0.0026666666666666657,0.0060467315934282185,0.0,0.0,0.0004504152105607477,8.42299242958862e-12
stability,18,4,18,1,0,0,0,20,0,6,-1.3373836621214086,1.956875833778406,0.9450875084778555,1.366841891439972,1.208766359720687,0.4900916499412363,-0.0026666666666666657,0.0060467315934282185,4.0,0.0,0.02429407028832073,2.876278987050345e-11
stability,18,4,18,1,0,0,0,5,0,6,-1.3373836621345765,1.9568758337912346,0.9450875084136388,1.3668418913740819,1.2087663597228369,0.4900916499289739,-0.0026666666666666657,0.0060467315934282185,0.0,0.0,8.744212831550005e-05,5.134206543657127e-12
